"","fpool2_eGFPorf_unt_24h1","fpool2_eGFPorf_unt_24h2","fpool2_eGFPorf_unt_24h3","fpool_eGFPorf_unt_24h1","fpool_eGFPorf_unt_24h2","fpool_eGFPorf_unt_24h3","fpool2_TNFAIP3orf_unt_24h1","fpool2_TNFAIP3orf_unt_24h2","fpool2_TNFAIP3orf_unt_24h3","fpool_TNFAIP3orf_unt_24h1","fpool_TNFAIP3orf_unt_24h2","fpool_TNFAIP3orf_unt_24h3"
"C6orf132",83.3582878558917,86.7232466601469,83.1382358352153,88.9467102878163,80.7543399356855,90.2559477983911,77.9316779049589,76.1780023049494,76.4303023764737,84.4026742479085,81.1192071092603,80.5974465460325
"C6orf136",8.52893678834413,9.27620027138515,8.86686964523889,8.89044419319057,8.64269443314328,8.52585305515359,9.2875565962003,9.23443559046084,8.96859363743205,9.68616429568662,8.84886051398332,9.53326244650364
"C6orf141",11.8975986141807,12.4297728772087,11.6955642559899,10.5670889776433,10.1946333716024,10.8589412222733,11.2777472953861,11.2933005176216,11.098963387086,14.8960524085142,12.4498163698314,11.5645889429965
"C6orf203",6.01853275252963,5.61939799441958,6.3826955319511,6.87565256145325,7.4386038774422,6.89845204969353,5.70870490029605,5.93294212738051,6.35165795730159,6.2543525554947,7.14608293873732,6.86781815480928
"C6orf223",2.54258870294032,3.23744421768053,2.9374905573184,2.45156464281325,3.06374152506163,2.03065081212273,2.96782823562792,3.22839766684977,3.12980247171383,3.94160986101753,2.26106530483485,2.4397413476396
"C6orf226",1.00845290327591,0.838716118570086,0.761571625971438,1.08488780170471,1.23084812360554,1.12333874713172,1.23950473370342,1.18171537239407,1.09148573593381,1.56669666400066,1.29801897129408,1.12851472027382
"C6orf25",1.05136579277701,0.989685019912701,1.3236840165694,0.859456570181656,1.0569239322265,1.02252629546606,1.48391411781396,1.19389800509916,1.22299004146801,1.30558055333388,1.15844703889687,0.784586424571326
"C6orf47",17.1115146885646,17.4452952662578,17.6612086594329,15.9351701782861,16.0010256068721,16.6916616400727,18.5401975660991,18.0790269343587,17.3717187610671,15.7540053435622,17.9768648927611,16.5622969899235
"C6orf48",36.5403254101888,37.7589996580253,38.0604486408107,44.7903678132374,46.9595316723419,46.4313348814445,40.903656212213,39.9103047418862,40.4244235212113,48.7292398906237,38.5497677281103,41.4326118729104
"C6orf62",78.4984031198918,71.3915160126857,71.9322533387785,82.5923674492601,90.0659735664405,75.8397672102007,70.3375291843816,75.6541490986304,75.0100558767044,80.8465215026372,80.9098492106645,82.0376462842867
"C6orf89",51.2809029538175,52.906212759401,52.0951257479986,57.146817191095,57.1006499081355,55.6196697618297,49.3881534034787,50.3995515009716,50.1294412696349,61.2752473031369,57.7827800124463,58.0164043813153
"C7orf13",2.39239358968647,2.39872809911045,2.23031690463064,2.62063806645554,2.1941205681664,2.41949883997602,2.1647688306933,1.93703860010986,2.13036974965395,2.68576570971542,2.21919372511569,2.54721894004663
"C7orf25",8.94733746097988,9.22587730427094,9.80976784882257,9.17223323259439,10.569239322265,8.91470108300688,9.23518315674804,9.18570505964047,8.61353201248973,8.82821136063864,9.51880578948994,9.28606398396747
"C7orf26",20.1046887312665,20.4814476154815,20.0003215106309,17.0905052398418,15.1314046499769,17.8726075024419,19.95428043131,20.0038829017635,19.2259294690992,14.4359906897204,16.3717876701931,17.6048296362717
"C7orf31",2.03836225130237,1.71098088188298,1.66820451403267,2.12750724749885,1.93992367307396,1.9010348028383,2.26951570959782,2.4243439083136,2.05146716633343,2.05162658381039,2.1633649521568,2.0850652926964
"C7orf43",16.0065077839112,16.3214156673739,16.2287286962961,12.610059513321,12.2549661002465,13.1920293893931,15.6422005830742,16.4343715191711,16.2276313029196,11.1782563566396,10.9145251134621,12.3706708860493
"C7orf49",27.3784235017034,28.1305386168407,27.8698949790024,26.6572431276015,28.7510067133512,28.3282989180525,29.8528604877867,29.1043095324683,29.1676549674843,26.0121382626141,28.1377015712782,27.4282815822743
"C7orf50",44.9512517524049,45.8442230410409,46.1294813445557,46.7910699930046,45.7153047647842,48.6492088180892,46.9440595623733,45.8066989711514,44.7114638816261,40.0129354345565,45.6121075074093,47.419113769982
"C7orf55",5.32119829813671,5.93811011947621,6.3826955319511,4.31137230287847,4.50865019190292,4.78139056471451,6.31972836057238,5.22634943048509,5.66783556852378,5.89376364076439,5.13624711221745,5.16967219477819
"C7orf60",7.68140722069735,7.06198971836012,6.56402210956335,8.86226528925019,10.3551787790293,8.88589752538812,7.1577033918085,7.80906756396491,7.83765660983798,9.12662977282924,8.68137419510666,9.3827938171338
"C7orf73",27.9148346204672,25.513744326902,26.1291598339248,25.9105021731814,29.9149609171956,24.5406310911853,25.1916243765358,26.6921482568598,26.0904542179842,24.7687282118199,25.2625197638956,25.5689192336327
"C8orf33",35.9395449571734,36.5176998025415,35.666937816329,35.2658982813883,34.7848382758089,35.0827331796523,35.7885169590425,35.2443564158354,36.400391771865,29.7548025155046,33.2320771037765,33.156837257569
"C8orf37",2.62841448194253,2.83486048076689,3.3001437125429,2.93060600979974,2.86305976577811,2.60672196449797,3.21223761973845,3.20403240143958,3.36651022167537,2.77280441327101,2.81935303442371,2.54721894004663
"C8orf44",2.24219847643261,2.14711326353942,1.92206172268982,2.19795450734981,2.44831746325885,2.31868638831035,2.35680477535158,1.98576913093023,2.3013253468484,2.72306801123924,2.10753617919792,2.32151599599187
"C8orf58",12.7880410713286,13.4530065418642,13.8714831873369,12.3987177337681,11.8000874458705,11.9246728541675,14.0709973995065,14.7409855731631,15.3728533169473,10.5068149292108,11.416984070092,11.8762739609769
"C8orf59",14.3114486486177,14.4594658841483,14.0890750804716,14.5684933371776,14.9842380265023,15.7843495750816,13.4774317523809,14.0953060397931,14.8205352337037,13.0433714328309,14.9621111529813,15.8636926392778
"C8orf76",10.0201596985074,10.4839514821261,10.6076047903165,10.5107311697625,10.5558605383128,10.3404771851356,10.2651941326424,10.6719862496619,10.1389819566864,7.82104921949535,9.46297701653105,10.2856055933529
"C8orf82",11.6186648324235,11.9936404955522,11.5686356516614,8.60865515378675,9.05743673566254,9.77880781156974,12.2204692055267,12.0242584799272,11.2304676926202,11.2528609596873,9.67233491512687,10.0813981677795
"C8orf88",1.78088491429576,1.9961443621968,1.84953109164492,1.36667684110853,1.23084812360554,1.25295475641615,1.74578131507524,1.71775121141818,1.99886544411975,1.52939436247683,1.60507722256795,1.70889371927179
"C9orf114",26.5952632683083,26.6208496034145,27.3259152461656,27.5448786017236,25.9548408673343,27.3201744013959,26.4136712970884,28.3977168355729,27.8920632038026,25.825626754995,28.1795731509973,26.3212623804819
"C9orf131",1.49122291016331,1.9793700398254,1.86766374940615,1.47939245687006,1.6455904261248,1.48338321736625,1.3966250520602,1.54719435354687,1.60435252751717,1.79051047314361,1.28406177805436,1.37571318281
"C9orf142",13.817950419355,14.3588199499199,14.1797383692777,12.0887497904239,11.9071177174884,12.0110835270238,12.6743723474463,13.7907402221658,13.0320766784387,11.2528609596873,10.467894929791,10.8767323515915
"C9orf16",13.1742570768385,13.4697808642356,14.1072077382328,17.6822622225898,17.7804038725192,18.9239373555267,14.036081773205,13.1450606887958,13.5317930394686,26.3478589763285,21.787178647205,23.2581509968815
"C9orf163",1.25520201790725,1.84517546085419,1.34181667433063,1.56392916869121,1.33787839522342,1.55539211141315,1.69340787562299,1.63247278248252,1.45969779142956,1.44235565892124,1.42363371045157,1.34346990508789
"C9orf172",1.6306898010419,1.54323765816896,1.77700046060002,1.29622958125758,1.0569239322265,1.28175831403491,1.57120318356772,1.65683804789271,1.91996286079924,1.10663494520681,1.15844703889687,1.0532804055889
"C9orf3",14.558197763249,14.9291469105475,15.5578203591308,15.9492596302563,15.827101415493,15.1218677498501,16.2706818565013,15.5206740662891,14.1367128449259,14.7965796044507,14.7387960611457,14.5632137711527
"C9orf40",11.9834243931829,11.691702692867,12.5115338552451,10.5811784296135,10.395315130886,10.1244505029949,11.6792769978534,11.0009173326994,11.1515651092997,10.3203034215916,10.1329222920377,10.9842099439986
"C9orf64",11.7903163904279,12.2117066863804,13.073646245843,10.9334147288683,11.425481495208,10.5421020884669,12.0458910740192,11.8293363566457,11.9274405119514,10.5565513312425,12.0311005726398,11.2314084065347
"C9orf66",1.40539713116111,1.19097688836952,1.30555135880818,1.00035108988357,1.11043906803544,1.3681689868912,1.67595006247223,1.52282908813668,1.4202464997693,1.21854184977829,1.14448984565715,1.0532804055889
"C9orf69",41.8829801530761,44.8545380211282,43.8085011511189,31.5462829612578,28.965067256587,33.786573086808,46.6996501782628,46.147812686894,45.3295341176368,35.0765975329036,40.8527046126643,38.1760408229774
"C9orf72",5.20318785200868,4.51229271790706,4.96834822657557,6.18526941491388,7.01048279097071,6.0055417635119,4.88818768221068,4.67813095875589,4.87880973531861,7.60966951086035,6.62966678886763,6.70660176619873
"C9orf78",28.7087230762376,29.3215155052102,30.4265997233351,36.3226071791526,36.1896105907934,33.4553321741922,27.8277541622994,29.9327285564146,30.0092825229031,32.01780880795,32.0875872581193,34.9947040877293
"C9orf84",1.12646334940394,0.989685019912701,1.14235743895716,1.08488780170471,1.36463596312789,1.02252629546606,0.92526409698988,0.791871125831075,0.999432722059877,1.69103766908008,1.06074668621882,1.0532804055889
"C9orf85",4.52730984236632,4.56261568502127,4.71449101791843,5.07220270926879,5.39164993275037,5.55908662042109,4.38191110083886,4.61721779523042,4.16868648543396,4.48871028336697,5.19207588517633,4.61078871426163
"C9orf9",3.51885693909041,4.57939000739267,3.60839889448372,4.08594107135541,4.24107451285823,4.53656032495504,4.41682672714037,4.11772985432159,4.31334122152157,6.91335988241561,5.20603307841605,4.65377975122444
"C9orf91",11.3719157177922,12.6310647456655,10.9339926300185,11.4547244517653,10.569239322265,10.5709056460857,11.7316504373056,11.8780668874661,11.3751224287078,12.0735115932114,11.5286416160098,11.3603815174232
"CA11",1.72724380241938,1.56001198054036,1.43247996313675,1.74709204430369,1.93992367307396,2.14586504259778,1.88544382028126,2.08323019257098,2.02516630522659,2.561424704636,2.21919372511569,2.21403840358484
"CA12",47.5260251224711,47.1526201860102,47.6707572542598,35.9421919759574,33.995490022627,36.0620541386902,46.9964330018256,46.0990821560736,45.211180242656,51.4025714998312,48.1662738702783,42.9158026481274
"CA13",9.98797503138161,9.25942594901375,9.26578811598583,8.34095556635312,8.54904294547764,7.18648762588115,8.32737687290892,9.58773193890855,9.00804492909231,6.96309628444738,7.43918399677146,8.18979254141576
"CA2",13.6784835284764,12.6813877127797,12.2758093043491,10.2007632264183,10.0742243160323,11.3053963653641,10.9635066586725,12.5968422170666,11.8090866369707,17.3455702085787,14.7946248341046,13.864609420507
"CA5B",22.9798523278404,24.7588998201889,23.0103426989942,16.7946267484678,15.827101415493,18.6359017793391,25.104335310782,21.6729035823613,23.3814655239798,19.21068528477,17.3069196172544,15.4767733066125
"CA5BP1",4.34493006198663,4.46196975079286,4.36997052045516,4.08594107135541,3.91998369800461,5.01181902566461,4.64377829810015,4.51975673358967,4.76045586033784,3.74266425289046,4.10341481247807,3.96592315981944
