"","fpool2_eGFPorf_unt_24h1","fpool2_eGFPorf_unt_24h2","fpool2_eGFPorf_unt_24h3","fpool_eGFPorf_unt_24h1","fpool_eGFPorf_unt_24h2","fpool_eGFPorf_unt_24h3","fpool2_TNFAIP3orf_unt_24h1","fpool2_TNFAIP3orf_unt_24h2","fpool2_TNFAIP3orf_unt_24h3","fpool_TNFAIP3orf_unt_24h1","fpool_TNFAIP3orf_unt_24h2","fpool_TNFAIP3orf_unt_24h3"
"ABCA13",1.72724380241938,1.74452952662578,1.48687793642043,1.43712410095949,1.71248434588597,1.64180278426944,1.64103443617073,1.83957753846911,1.56490123585691,1.55426256349272,1.53529125636935,1.59066836762406
"ABCA2",3.40084649296238,3.77422253356539,3.55400092120004,3.29693176102471,3.66578680291216,3.81647138448598,4.13750171672833,3.1674845033243,3.19555462448092,5.89376364076439,4.38255867727249,4.40658128868827
"ABCA5",13.1206159649621,12.3626755877231,11.296645785243,11.8492291069307,15.5461469524961,11.9102710753581,12.552167655391,12.7917643403481,12.9400236645647,13.6899446592439,11.3890696836126,11.5538411837558
"ABCA7",17.5728282507015,18.5020775756561,18.4590456009268,21.1905357631674,20.108312280208,20.6089454762243,20.7747976493954,17.5795389934499,18.6999122469624,24.2464959904864,21.0753617919792,22.0866452396449
"ABCA9",1.673602690543,1.9290470727112,1.88579640716737,1.74709204430369,1.76599948169491,1.75701701474449,1.85052819397976,1.60810751707234,2.01201587467317,2.20083578990569,2.26106530483485,1.63365940458687
"ABCB10",23.3767965557256,23.6182458989336,23.1010059878003,21.1341779552866,22.797447854607,21.1562130709808,24.0568665217369,25.8028160693879,24.2099426488452,21.9710555975331,22.5269098889102,22.1941228320519
"ABCB5",1.56632046679024,1.74452952662578,1.81326577612247,1.28214012928739,1.39139353103235,1.52658855379439,2.02510632548728,1.58374225166215,1.97256458301292,1.49209206095301,1.38176213073241,1.12851472027382
"ABCB6",8.92588101622933,9.54458942932758,9.13885951165726,8.45367118211465,7.38508874163326,8.81388863134121,9.9858691222304,9.69737563325439,9.3368056929278,9.30070717994042,9.90960720020214,9.92018177916895
"ABCB7",15.1697064386397,15.19753606849,14.7599834176369,16.9214318161995,18.8507065886979,16.893286543404,13.7916723890944,15.4841261681738,13.9000050949643,18.9371350735953,18.2699659507952,17.6048296362717
"ABCB8",38.1924716559813,39.3190116385656,37.1356830949882,32.4480078873501,30.2895668678582,30.7766013156473,37.6914185924745,37.8879877128407,36.9527098551086,32.5524751297915,30.4685528423116,32.5657104993304
"ABCB9",8.59330612259578,8.06844906064422,9.13885951165726,7.70693022769452,6.79642224773496,8.25221925777535,8.51941281756719,8.40601656651449,8.99489449853889,7.65940591289211,8.29057278439446,8.78091929965443
"ABCC1",114.051732071555,115.306691981015,115.867683094226,104.67053868655,94.9893660608626,100.668433877574,121.419090463483,118.646659914905,118.10401680026,117.266001890399,109.954768342525,109.164990607821
"ABCC10",30.2106742087762,30.8647531633792,30.8980488251269,21.8668294577366,21.6201148668104,22.524382057872,32.087460571083,31.2240876231545,31.3637768699053,23.1274269447716,23.3643414832935,22.9572137381418
"ABCC2",2.40312181206174,2.39872809911045,2.13965361582452,2.04297053567771,2.02019637678736,2.03065081212273,2.93291260932641,2.83855342028678,2.59063481902363,2.44951780006452,1.63299160904739,1.85936234864163
"ABCC3",32.0130155678225,34.3370378942593,33.6904781203555,22.6417493160971,24.1754626016872,24.3102026302352,31.3193167924499,30.9926176017578,31.7582897865079,27.8523851377895,23.489956222451,23.9460075882865
"ABCC4",30.6612595485378,30.6970099396651,31.8409470287106,24.5438253320729,24.4430382807318,24.756657773326,30.8130402110781,30.2616596394522,30.7062553422344,17.706159123309,23.0293688455402,22.8819794234569
"ABCC5",34.6199736050145,33.531870420432,36.2471828646882,33.4906273331442,31.0120212012788,33.5705464046673,34.0078200176658,31.7113929313583,33.2048371473841,31.4831424861085,31.4595135623319,30.8890600577807
"ABCC9",144.487698950212,130.43713076002,120.709102716473,135.343275625656,140.597640554029,124.157735115674,127.232542242684,129.03844561235,134.147542075432,147.493300225205,129.466924491655,119.052929109268
"ABCD1",2.47821936868867,2.49937403333886,2.55670474433268,2.01479163173732,1.76599948169491,1.56979389022254,2.54884072000986,2.55835286806963,2.49858180514969,2.20083578990569,2.19127933863625,2.19254288510343
"ABCD3",40.5419523561666,35.9473728419139,36.6279686776739,45.0439779487009,46.7187135612017,43.536577340759,37.6914185924745,37.5956045279184,38.8200709936942,39.9880672335406,44.7886331062657,43.4639383694033
"ABCD4",10.4922014830196,10.1652393570694,10.6076047903165,10.3839261020308,10.1946333716024,11.1901821348891,11.1555426033308,11.3054831503267,10.3362384149877,11.1409540551158,10.1887510649966,10.7585069999438
"ABCE1",132.289710109524,124.482246318172,121.688266235579,146.840268433331,154.003182074168,141.641494590263,124.648785896372,131.085127906806,130.057758173318,118.22342762951,141.972569634445,139.495167185085
"ABCF1",82.8004202923773,84.5258104294932,86.8010327029827,84.578980177057,75.4964778424574,85.1145127634421,81.8247702375767,83.9748872362092,82.9529159309698,65.5650119783768,74.6151550595502,74.9978639816262
"ABCF2",88.4541934841476,89.8097219764848,92.7304117909032,97.4003814699309,90.3469280294374,93.9284013947833,89.5760392765108,91.1870057976245,90.6327673741667,78.0612829888583,89.6191377922506,90.5498716029235
"ABCF3",31.0796602211735,32.2570219202055,33.3096923073698,30.7431841989569,29.5537337504853,32.6776361184856,33.4666278099924,31.540836073487,32.639368633587,27.8772533388054,31.9340581324824,31.5554211307043
"ABCG1",3.04681515457828,3.01937802685231,2.68363334866126,5.31172339276204,5.99369521060091,5.7031044085149,3.64868294850726,3.50859821906692,3.44541280499589,6.87605758089178,4.98271798658051,5.95425861934951
"ABCG2",6.49057453704176,5.98843308659041,5.96564440344293,4.64951915016306,5.31137722903697,5.19904215018656,5.76107833974831,6.45679533369953,5.97029547125242,3.48154814222369,4.0615432327589,4.58929319578022
"ABHD10",15.2340757728914,14.4426915617769,14.3429322891288,14.9348190884025,14.7166623474576,14.7906268372344,14.2979489704663,13.7785575894607,13.8737042338575,15.4804551323875,15.4785273028509,15.2940613995205
"ABHD11",15.6739328902777,17.2272290754296,16.7364431136104,12.1310181463345,12.7633598904314,13.0624133801086,16.6023803063656,16.1054404361336,15.6227114974623,11.4020701657826,12.51960233603,11.8225351647734
"ABHD12",21.8963018679376,20.0453152338251,21.8317199445146,21.8809189097067,21.0180695889599,22.0635251359718,21.5603992411793,22.3551310138465,21.3168479270929,24.1967595884546,22.9456256861018,24.4296567541181
"ABHD13",13.8286786417303,11.7923486270954,12.348339935394,14.3289726536843,16.5896921007704,13.5952791960557,12.1680957660745,12.2069979705036,11.7959362064172,11.1782563566396,13.4826486695708,13.2304916253055
"ABHD14A",2.1992855869315,2.58324564519586,2.23031690463064,1.94434437188637,2.00681759283513,2.18907037902592,2.5313829068591,2.31470021396776,1.74900726360478,2.76037031276307,2.90309619386203,2.38600255143609
"ABHD14B",15.9421384496596,16.4891588910879,16.1743307230124,18.3444664651888,19.198554971456,19.31278538338,17.7895116006167,16.9216768273748,16.5695424973085,24.8930692168994,19.1492691248976,20.8936439639268
"ABHD15",15.4593684427722,15.6672170948892,15.6847489634594,11.8069607510201,12.1345570446764,13.1056187165368,16.4452599880088,15.7155961895706,15.675313219676,11.6631862764494,13.4547342830914,13.5099333655638
"ABHD16A",13.5604730823484,13.3691349300072,13.7445545830083,13.7653945748767,12.7098447546225,13.4368596291525,13.3377692471749,12.7552164422329,13.0320766784387,14.9084865090221,14.3340374571938,13.6174109579708
"ABHD16B",6.47984631466648,6.8103748827891,7.56131828643071,4.60725079425248,4.45513505609398,4.88220301638018,6.12769241591411,5.92075949467542,5.82564073516481,4.91146970063699,4.68961692854636,5.05144684313045
