"","fpool2_eGFPorf_unt_24h1","fpool2_eGFPorf_unt_24h2","fpool2_eGFPorf_unt_24h3","fpool_eGFPorf_unt_24h1","fpool_eGFPorf_unt_24h2","fpool_eGFPorf_unt_24h3","fpool2_eGFPorf_IL17_24h1","fpool2_eGFPorf_IL17_24h2","fpool2_eGFPorf_IL17_24h3","fpool_eGFPorf_IL17_24h1","fpool_eGFPorf_IL17_24h2","fpool_eGFPorf_IL17_24h3"
"DLAT",55.153791231292,52.4197574106304,53.2193505291945,54.0330483056828,55.2008625869182,51.2127254461591,59.9638675998003,59.9585683087248,60.0245876472459,57.8251088944486,58.3153455314021,58.168617876262
"DLC1",19.3644413873725,20.3304787141389,18.4046476276431,26.7276903874525,27.252582910701,24.4686221971384,13.8568497342042,14.5421900748773,13.5013906897439,25.2350461715984,25.3995060418482,25.3222346910688
"DLD",55.2396170102942,53.0236330160008,52.3489829566558,63.41662331783,66.1848442117025,61.4667919584384,56.0597551746872,56.4087824237804,54.7786485244415,64.1651019301348,67.1069052127507,66.9921173151547
"DLEU1",6.46911809229121,5.65294663916238,6.3826955319511,6.74884749372153,7.07737671073188,6.30797911850891,5.69120614083387,6.26432803225483,6.51600859464122,6.94900714502555,7.21628021626047,6.58740711533772
"DLEU2",4.84915651362459,6.25682224453284,5.11340948866537,4.18456723514675,3.77281707453004,4.37814075805184,4.89388740612767,5.69755549600321,5.0802778873474,4.12255704783538,4.39577984067425,4.18511874070768
"DLEU2L",3.51885693909041,2.68389157942427,3.0825518194082,2.38111738296229,3.27780206829737,2.69313263735426,2.92808431883482,3.49012561797055,3.40986042982284,2.43605643735727,2.92551900659208,2.41739710654595
"DLG1",128.470462943926,125.924838042113,124.535093504091,116.364783821808,121.573009773952,111.570580436275,130.980222487597,133.042395351698,133.522955778326,141.712898519341,140.724965547865,142.067406205322
"DLG1-AS1",1.36248424166001,1.24129985548373,1.66820451403267,0.873546022151847,0.882999740847455,0.849704949753483,1.71835934203921,1.92404360990684,2.00173992843851,1.45226441457837,1.1852102642091,1.3597858724321
"DLG3",11.1680794926619,12.4465471995801,11.5686356516614,14.9489085403727,14.5159805881741,13.868912993434,12.3446935132097,12.0215437952319,10.7817854076585,13.2890001807118,14.7326136639663,14.3684040520325
"DLG4",9.95579036425579,10.8697608966683,9.59217595568787,8.94680200107133,9.25811849494605,8.95790641943502,9.19665919859386,8.68056884469598,9.01473222945068,7.23009058010523,6.78120303066472,7.90186679202208
"DLG5",239.947421645415,243.730904056467,251.971412249979,220.415386621669,212.869831463998,224.898177887295,238.178351681371,230.40795105303,229.841159093605,202.067758329507,196.774909181855,203.303096660515
"DLG5-AS1",2.1563726974304,2.08001597405381,1.92206172268982,1.56392916869121,1.91316610516949,1.87223124521954,1.93830933782023,2.47590107941501,1.90510420775527,1.78019508883801,1.68029809609391,1.91880895332085
"DLGAP1-AS2",14.129068868238,15.9691548975744,15.412759097041,10.3275682941501,9.53907295794296,11.0461643467953,13.7331278615774,14.5421900748773,14.9647316029472,12.164666440393,10.4268497927256,10.6365472688022
"DLGAP4",67.8345500788678,69.7308580979169,71.0981510817621,74.547290374281,69.1147978972417,74.3419822140251,71.9923829940748,68.997098755264,67.7278350959954,75.7676015003685,69.5223337258857,73.6097418943242
"DLGAP5",48.4701086914953,47.4042350215813,47.9427471206781,52.1168828377368,53.9967720312171,52.7681175575722,46.5469178571581,48.2054957148753,48.7734287391259,51.7037363082687,52.2242649330617,50.3271860119035
"DLK2",11.2324488269136,12.2117066863804,12.021952095692,6.76293694569172,6.95696765516177,7.66174632659073,11.4236529058767,9.73953858348192,10.0363098481021,6.48053475322607,6.42113915293031,6.23990628127174
"DLL1",34.1050189310012,34.2363919600309,33.7630087514004,15.6392916869121,14.7434199153621,15.7123406810347,34.2159712186848,33.3202591048983,33.9881634745905,16.7713116264212,16.6979623299333,16.9822146734853
"DLL3",1.35175601928473,1.56001198054036,1.66820451403267,1.08488780170471,1.20409055570108,1.72821345712573,1.97954996202917,1.38710120714214,1.62900214866031,1.29610695064521,1.2752262336427,1.42022080009575
"DLST",85.2679114386907,81.8586931724404,85.3866853976072,85.5229734590598,86.9487169055699,86.0362266072425,87.1551858282288,86.2985761776821,88.5183201458465,88.7599024996072,88.3356713375086,90.9545661337914
"DLSTP1",2.48894759106395,2.04646732931101,1.97645969597349,2.12750724749885,2.28777205583204,2.47710595521354,2.72188119779011,2.75928734754082,2.73341038504017,2.20182024145753,2.49044182099634,2.17565739589136
"DLX1",4.88134118075041,4.37809813893585,4.93208291105312,6.19935886688407,6.07396791431431,6.39438979136519,4.37150616614775,4.07181322096564,4.81798093120718,5.9183678830667,5.43096348916068,5.28805617056927
"DLX2",3.35793360346127,3.22066989530913,3.227613081498,5.19900777700051,5.31137722903697,5.44387238994604,3.07929994093427,3.13216401612742,2.65057976731168,4.91896011389449,4.7858490415532,4.59305450243731
"DLX3",4.03381161310364,3.85809414542239,4.60569507135108,5.95983818339083,5.20434695741909,6.235970224462,3.68416242933207,3.60944615191826,2.88526651754241,5.01265459225438,4.86086234941453,5.00099026416694
"DLX5",1.34102779690945,1.0232336646555,1.06982680791226,2.88833765388917,2.12722664840523,2.56351662806983,1.73210621677552,1.34235600691175,1.2286541629726,2.51413516932385,2.16038326640646,2.65913681720055
"DMAP1",14.4509155394963,13.5536524760926,15.9567388298778,13.1454586881883,12.0810419088675,13.6096809748651,14.7091559678556,15.0642174108985,14.5781887202143,13.7106253333313,13.3823741224622,12.7064435412822
"DMBT1P1",1.34102779690945,1.52646333579756,1.19675541224083,1.01444054185376,0.816105821086285,0.95051740141915,1.04476247995984,1.31252587342482,1.33909498661059,1.10871799392542,0.990175663769627,0.921632646870644
"DMC1",5.41775229951419,5.36778315884855,5.67552187926334,4.35364065878904,4.46851384004621,4.92540835280832,5.49874989452548,5.17552815998197,5.67389731440157,5.85590489749344,4.9208729957036,4.74414182159643
"DMD",9.69831302724917,9.10845704767113,9.28392077374705,6.70657913781095,7.61252806882124,6.65362180993405,9.26539357227543,10.3659713867074,9.98108943628306,6.57422923158597,5.95605664419003,6.49675472384224
"DMKN",74.0569190565277,68.1372974726338,64.7517208653335,99.2038313221154,90.5877461405776,108.589412222733,82.5499827915637,71.443169701192,58.3955854985855,107.873576085026,104.838599067002,118.769741590986
"DMPK",13.9252326431078,14.0401078248632,13.9440138183818,12.8495801968143,12.0409055570108,13.3216453986775,13.6094059889506,11.9171383280276,13.1976784247394,11.8991987517067,11.236993517628,12.3589427072162
"DMRTA1",2.24219847643261,2.36517945436764,2.17591893134697,1.50757136081045,1.53856015450693,1.97304369688521,1.84208121466603,2.11793947757187,2.0569603402575,1.29610695064521,1.48526349565444,1.51087319159122
"DMTF1",28.8374617447409,29.8750681434665,28.2688134497493,31.7435352888405,33.0589751459706,30.1285212692252,28.1261057104978,28.3833720128118,28.2038253365509,29.5606079225469,31.5205919633331,30.5196384701426
"DMTN",2.61768625956725,2.9355064149953,2.84682726851228,2.6910853263065,3.02360517320492,3.15398955925445,2.69438744831748,2.35658054546729,2.84385120867816,3.12314927866317,3.22557223803742,3.12750750659382
"DMWD",33.47205381086,36.3667309011989,34.5064477196106,27.9112043529485,27.8011130527426,29.4084323287561,34.9583024544457,31.4707908287088,33.4497644593553,28.7017418709145,27.8899478628445,27.7396317976148
"DMXL1",28.6550819643612,28.2311845510691,26.7275375400452,37.1961532013044,38.2499433194375,35.8892327929776,30.2568712946264,29.6660677527497,27.70684163018,34.557646768408,36.1864197123082,36.7746534833303
"DMXL2",32.7103500222154,32.2905705649483,30.7167222475147,30.4191268036425,33.3265508250153,32.0583596296822,29.0059056936219,30.9189333592006,29.9846836177134,30.4507054669659,31.3405600244659,30.3232249552358
"DNA2",18.0341418128383,16.7239994042875,16.4463205894308,17.0482368839312,18.5831309096533,17.2389292348291,18.0221527793072,17.2865623556747,18.3331767239058,17.5833304388736,18.19822848716,17.1333019926444
"DNAAF2",15.8670408930327,16.7072250819161,15.3402284659961,16.2310486696601,16.2686012859168,16.2164029393631,16.9224028004021,18.6885786295603,17.6843368850326,17.3959414821538,18.0632045330096,16.7706924266625
"DNAAF3",2.83225070707277,3.27099286242333,3.227613081498,1.71891314036331,1.43152988288906,1.72821345712573,3.39547805986948,2.98301334869278,3.3960553268681,1.59280613211822,1.29022889521497,1.31445967668436
"DNAAF5",52.0318785200868,51.8662047723741,52.9836259782986,52.4691191369916,48.56498574661,54.8707772637419,55.1662083168268,52.2027336021236,54.7924536273962,53.1560007228471,52.1642542867726,51.7322980800834
"DNAH1",3.37939004821182,3.67357659933698,3.02815384612453,2.56428025857478,2.67575679044683,2.82274864663869,2.90059056936219,3.25148455007513,3.20278388550162,2.07689427031101,2.02535931225606,2.3569621788823
"DNAH10",5.1495467401323,5.72004392864799,5.49419530165109,0.436773011075923,0.615424061802772,0.54726759475648,5.70495301557018,5.17552815998197,5.06647278439265,0.765171573272476,0.72012775546882,0.649675472384225
"DNAH14",6.20091253290932,5.95488444184761,5.98377706120416,7.34060447646955,7.96037645157933,7.15768406826239,5.14133115138132,5.81687602995092,5.92238916758704,7.1988590873186,7.35130417041087,6.78382063024458
"DNAH17",1.33029957453418,1.14065392125532,1.06982680791226,1.02852999382395,0.949893660608626,0.892910286181626,0.934787482069331,1.22303547296404,1.17343375115361,0.687092841305897,1.1402022794923,0.936741378786556
"DNAH17-AS1",1.1908326836556,1.54323765816896,1.59567388298778,0.901724926092229,0.775969469229582,0.835303170944102,1.0997499789051,1.25286560645097,1.31148478070109,1.10871799392542,0.795141063330155,0.997176306450205
"DNAH2",1.54486402203969,1.74452952662578,1.613806540749,1.07079834973452,1.29774204336671,1.22415119879739,1.49840934625819,1.86438334293299,1.58758683979606,0.890097544419003,1.11019695634776,1.17848108944115
"DNAH5",1.61996157866662,1.50968901342615,1.70446982955512,2.53610135463439,2.63562043859013,2.37629350354788,2.04828433571074,2.44607094592808,2.30545219344298,3.34176972816959,3.19556691489289,3.26348609383703
"DNAJA1",140.614810672738,135.972657142582,144.481017041439,145.600396659955,138.483792689576,146.82613496164,145.634390956507,147.316114225193,145.478174937138,170.00863098403,167.219665884489,147.793615601453
"DNAJA2",78.8309780135254,76.8934937505055,78.6594693681928,81.84562649484,82.1055971148611,78.1008464832735,80.6391672032161,81.5257548197736,78.1644929297852,86.27699882307,87.4655169663171,82.2066103544783
"DNAJA3",66.750999618965,66.2417990446654,67.3265582674274,65.994993028375,61.6093001000384,66.0465576198216,71.387520505677,68.5347316862166,69.7847954362529,71.3014980318801,69.1172618634345,67.7777713747821
"DNAJA4",12.8953232950813,12.5807417785513,11.7318295715124,8.56638679787618,8.68283078499998,9.08752242871945,13.1007716237069,13.5428806030652,13.004406983373,9.71299425664245,8.80656234292078,9.09545661337914
"DNAJB1",153.156102629435,155.900552119808,156.920020265639,169.637001721101,159.889847013151,175.226442773739,166.062246814669,159.770194955985,157.350563478222,184.84359005768,178.291630124822,171.000627824294
"DNAJB11",78.037089557755,81.5232067250123,80.69032703745,55.6533352822548,57.8364830255083,57.2038654308616,75.2503923065811,78.3935908036462,76.0799223836182,59.4022992801735,59.935632981207,59.3470989657031
"DNAJB12",34.3624962680079,33.112512361147,35.4312132654331,29.2919706460273,27.5602949416024,30.2581372785096,36.2505086796592,33.3650043051287,34.1952400189117,30.1852377782795,29.5402406357939,29.7793106062629
"DNAJB14",32.9892838039726,29.0699006696392,28.5589359739289,34.6459623946999,41.2601697086902,31.5975027077821,27.2188119779011,31.5751962959131,30.1641499561252,30.9660250979453,34.9111934786655,34.3421476448684
"DNAJB2",26.8741970500655,26.4531063797005,27.4165785349718,27.2912684662601,26.9314920958474,28.6739416094777,26.5177213663491,26.8322050714915,26.1468649962934,27.6086396233824,27.019793491653,27.3468047678011
"DNAJB4",17.1007864661894,16.3717386344881,15.4671570703247,24.262036292669,26.9582496637519,22.7836140764408,12.0697560184834,12.6927217986878,12.9077712626897,19.6446089627913,21.6788459719259,19.3845030481153
"DNAJB5",7.52048388506822,7.98457744878722,7.59758360195316,6.74884749372153,7.02386157492294,6.59601469469653,7.80822485022617,8.0541360414705,7.39953518374512,6.38684027486618,5.9710593057623,7.04066907281508
"DNAJB6",101.660635228112,101.853685439151,103.93639428734,85.1707371598051,85.4636718868719,82.0181303194252,99.4448918424932,100.19941838259,100.998133216939,91.6956628215506,91.3512063135343,92.2690258104758
"DNAJB9",15.1160653267634,14.8955982658047,13.6901566097247,9.01724926092229,9.44542147027733,8.92910286181626,12.5921372584633,13.1849190012221,12.5212283799568,8.99466992254992,8.83656766606531,9.59404476660425
"DNAJC1",18.1414240365911,17.9485249373998,18.8398314139125,15.0616241561343,15.024374378359,14.0561361179559,18.4757996456056,17.3760527561354,17.7257521938969,17.3178627501873,15.5427573888687,15.9548209032033
"DNAJC10",150.023461695854,150.130185224045,143.46558820681,126.382384172614,136.383323609075,121.911057621411,146.514190939631,147.166963557758,146.223650496695,125.019665624887,130.448142370862,133.379885353673
"DNAJC11",79.1957375742847,78.7051205666169,81.905215107452,80.9579910207179,74.559962965801,80.462738208012,86.8939952082388,82.3609985574076,84.1144923032817,87.2295593530623,82.7696838941975,83.4304176396672
