"","fpool2_eGFPorf_TNF_1h1","fpool2_eGFPorf_TNF_1h2","fpool2_eGFPorf_TNF_1h3","fpool_eGFPorf_TNF_1h1","fpool_eGFPorf_TNF_1h2","fpool_eGFPorf_TNF_1h3","fpool2_TNFAIP3orf_TNF_1h1","fpool2_TNFAIP3orf_TNF_1h2","fpool2_TNFAIP3orf_TNF_1h3","fpool_TNFAIP3orf_TNF_1h1","fpool_TNFAIP3orf_TNF_1h2","fpool_TNFAIP3orf_TNF_1h3"
"ABCA7",16.7558878783854,17.702923843785,17.3021263360258,20.7655159543428,19.0287756449072,20.2452114343262,15.6054703860219,15.2222859188264,15.9106570271393,16.7542028389004,16.6555392175144,15.6955624372386
"ABCA9",1.74986357257369,2.28780010973587,2.21941311630687,1.71287579300616,1.62731832767165,1.86571339603225,1.89549372005827,2.19637653374226,2.17436965919171,2.08908722433853,1.72523174956663,1.542111879762
"ABCB10",21.1116633899717,21.0428673194957,22.3568106585048,21.1006438268875,18.7792535013309,19.9342592016541,18.680889915755,20.1990466195603,19.6214076431251,21.6656330683056,20.8980902494675,22.8833720462988
"ABCB5",2.87027981688345,2.92397981939504,2.62611185489714,2.34589510781279,1.85514289354568,2.05450582301171,2.72524799911993,2.48838035036695,2.46081356639061,1.38350147307188,1.59502557978802,1.41142443232454
"ABCB6",8.63601734378092,8.44161537816978,8.59877333019417,7.81965035937595,7.59415219580104,7.34069377843643,10.543208041288,10.1693503094078,10.5593640335597,9.297129899043,9.32059165331911,9.31801500229071
"ABCB7",14.5402332828964,15.023628528105,15.3964522466315,16.4088536112619,16.4359151094837,16.9802129912697,15.9632543412136,16.7584799106346,15.454950811141,15.3430313363671,15.5704878026926,16.7802682509695
"ABCB8",35.7651971919557,36.4090541528018,36.7307060766808,31.1420678598004,31.8194977004064,31.8059712275975,36.3950019100345,35.1039370855338,36.964284206259,30.1880021424283,30.2078313886384,28.8035134152156
"ABCB9",6.64696378646695,6.48413934844925,6.21668071845119,6.98803674972803,6.83473697622094,6.7076838762112,7.17090395299154,6.52565051065619,7.14807750237273,6.36410677613063,6.98773111145228,6.54744111661661
"ABCC1",119.368391331969,120.690631457456,122.079341360838,112.193364441904,109.301547675279,110.676783957485,125.323345836624,124.825283697999,123.821888975528,114.346396749391,111.380527731456,114.273104039313
"ABCC10",31.1702316956291,30.2185362088106,31.5482021506448,24.9732325762927,25.0932486126969,24.2098524008947,29.8178670741697,27.32140058158,28.2798257470921,26.4802181945957,25.7157185312762,25.6408771872291
"ABCC2",3.05911401536263,3.46228572756818,3.09091041328601,1.88664580099229,2.02872351516399,1.91013514355683,3.64635137312415,3.51674161761044,3.41128653118699,1.97840710649278,1.5841750656398,1.60745560348073
"ABCC3",30.2512385963638,31.7233459066583,30.3629658267532,21.4357716994322,21.491450714117,21.6333910444692,27.0926190750498,26.9024385838141,28.9308346270896,23.5471950716833,24.9236309984563,23.4976030492548
"ABCC4",33.3481194514222,32.6898496963328,32.1175803846712,26.2765076361887,25.3753171228266,26.3754125927179,29.1251364375219,30.3810927470822,30.0766102558853,25.331911971946,24.0338888383025,24.4254839260608
"ABCC5",30.5281954207999,30.4876891628972,30.0724667277602,31.6261414534761,30.441701516311,31.3950700629951,31.8123223137491,31.8157201939774,31.2484262398808,32.5399546466505,31.7377538835371,30.8553063399837
"ABCC9",131.302712675853,133.169541146925,128.633001034121,142.292812253787,128.731728507679,138.529219655395,104.830698871175,121.879853895524,119.642411965944,124.515132576469,120.592614243293,122.42800075941
"ABCD1",2.15270986266259,2.42237658677915,2.19617318838743,1.60116650215793,1.67071348307623,1.7768699009831,2.02490493789358,2.20907235185638,1.66658273279364,1.50801660564834,1.42141735341654,1.90803673258688
"ABCD3",34.4433578026015,33.3382636311777,34.7901720954072,40.7118304424653,40.8022948691539,40.2349978203861,34.3320348492482,39.141207245823,37.0293850942587,39.8033373802779,40.201154919147,40.6307274083055
"ABCD4",10.0459793590921,9.39588494265853,10.1442285368372,10.0786604631957,10.5667203410146,9.79499532916934,10.2082613598319,10.8041412151137,10.0515771071617,9.98888063557894,9.96077198806396,10.690233200384
"ABCE1",127.563795545965,124.593349291712,127.42452478231,140.828179329333,142.260168205056,145.248008968487,115.267332968363,132.188858204187,127.610760657113,150.206754931414,150.81129614608,156.432874582636
"ABCF1",106.137408491861,104.761670265605,106.462109798972,100.277706751426,102.998401352764,101.525903967422,113.371839248305,112.599210854105,114.056755775565,98.4499648237947,98.7179777204858,99.557697457855
"ABCF2",90.6152373768733,90.5210321493886,90.9843178046221,94.0468107507803,96.272152265055,97.4168923213984,100.29369382236,97.8720618417287,97.4169688028284,104.025475760274,103.1992400637,103.164671007129
"ABCF3",30.5407843673652,29.6802303006375,30.455925538431,29.3919556365115,30.2681208946927,30.5066351125036,31.8732217103775,31.333279105641,32.3551413358766,30.5892175696192,29.8823159641919,30.3717627844651
"ABCG1",3.889984488671,3.5112226283112,3.38140951227906,6.52878744290754,6.12956570089656,5.96361960517453,2.39030131766385,2.14559326128579,2.27853107999131,4.03982430136988,4.47041182906574,4.11665459427991
"ABCG2",7.28900006129614,6.58201314993527,7.35543718650393,5.61028882926656,5.80410203536223,5.4305586348796,6.18890118235894,5.97973033174915,5.85907991997765,4.74541005263653,4.64402005543723,5.27977287647328
"ABHD10",11.1034508705755,11.3655951975648,10.818186446501,12.3376705670154,12.6713853781366,12.2604023167834,12.0428556832618,11.9467648453842,11.4056755775565,11.2893720202665,11.1217770019233,12.5459949539959
"ABHD11",16.3026858020354,15.7576820392502,15.4313121385106,12.9458655949669,13.4091030200144,13.3154188204921,17.7673989663294,16.6061300932652,16.1971009343382,13.3369542004129,13.9754622229046,13.5130820650331
"ABHD12",20.9731849777537,21.2997860483965,21.4853133615257,22.7886953330385,22.2617147225482,21.6111801707069,21.977069758266,20.9480998882932,22.6681292015135,22.5372389963409,22.514816857552,22.3998284907802
"ABHD13",12.9792039088019,12.5033781398399,13.4907781572371,13.2065206069461,12.6062926450297,12.1382425110908,9.53075557234119,11.1596241223089,10.9890298943581,14.0425399516795,12.8253077231935,14.545512899789
"ABHD14A",2.34154406114177,2.42237658677915,2.21941311630687,1.84940937070955,2.09381624827086,1.8768188329134,2.656736177913,2.8946465300187,2.63007587518997,2.15826229799213,1.94224203253099,1.93417422207437
"ABHD14B",15.2829811302479,16.0023665429653,15.1408130395176,14.1001949337319,15.8826268780753,15.5031898860775,15.6435325089147,15.0191528290005,15.9366973823392,18.4144046065867,18.1420596558202,17.3683617644381
"ABHD15",15.7991279394243,13.836908685087,13.7696572922704,12.6976227264152,12.1940386686862,12.0382935791605,14.5473433696039,13.6480044726759,13.8534689663472,13.2539441120286,12.3153335582272,12.8465760831021
"ABHD16A",13.1932160004117,13.6166926317434,13.0840794186468,12.6852105829877,12.5411999119229,12.8934122190086,13.2227814929366,11.8705899366995,12.2259467663534,12.3685031692626,12.9446633788239,12.9119198068208
"ABHD16B",7.23864427503503,6.98574258106513,6.62337945704146,5.79647098068027,5.23996501510272,5.59714018809676,6.87401939442819,5.68772651512446,6.04136240637695,5.29881064186528,5.06719010721772,4.66554187351723
"ABHD17A",53.6415013146509,52.4603575965101,51.3602407019706,48.4445957978482,46.5304553825581,46.2985663574909,52.3506438266696,48.7392457400955,50.583389975807,47.9659960714019,47.8073653370477,46.4201813297848
"ABHD17B",12.6141244584089,12.894873345784,13.328098661801,15.4655307107658,14.3963428054686,13.4486840630658,13.0705330013657,13.5083504734206,13.5930654143481,14.5544354967161,14.1056683926832,15.264293860695
"ABHD17C",23.3776737717218,22.4375689906715,23.0307685681687,25.5814276042442,25.4187122782312,24.4652774491611,23.1722204170979,24.502928960246,22.6681292015135,26.8814336217865,26.1714401255014,26.006802040054
"ABHD18",3.63820555736543,4.17187078834187,3.56732893563461,3.73605517170184,4.25272522964859,3.84248116087595,3.98129805458023,4.36736143125628,3.8018918591855,4.02598928663916,4.32935514513891,4.23427329697362
"ABHD2",77.0191750863727,76.7085919146732,75.738925089467,70.8236903977765,70.0614784006902,69.5866674972506,77.0529615840556,80.554965934073,77.9518032909026,73.9481537356917,75.7257382404122,74.9231136158943
"ABHD3",13.9989085805895,15.6353397873927,15.7682910933426,9.44564114838905,9.67711965522076,9.52846484402187,13.8317754592204,13.4194797466218,13.8274286111472,7.33255780728094,7.32409705004703,7.98500303842864
"ABHD4",14.3262211912867,13.3842423532141,14.0950162831426,18.8540458664954,19.2457514219301,19.5455689108141,13.9764115262128,13.330609019823,13.5670250591482,13.4199642887972,13.8886581097188,12.4806512302772
"ABHD5",18.1784388402619,18.498148480859,18.2433434167633,23.2355324964314,21.947099845865,23.3214174504032,15.2324615816731,16.6315217294934,16.001798270339,16.9893980893226,16.9051010429234,18.7144424730439
"ABHD6",6.43295169485722,6.71658962697856,6.15858089865258,6.09436242294221,6.0427753900874,6.19683377967856,7.19374122672718,6.10668851289032,6.58820986557487,7.29105276308878,6.59711260211644,6.75654103251654
"ABHD8",13.4575838782825,13.7757375591582,14.1531161029412,15.5027671410485,14.8194455706632,14.7369147412786,14.1286600177838,13.4194797466218,13.11131884315,13.9733648780259,12.9555138929721,13.1863634464394
"ABI1",53.0749987192134,51.8853490127797,53.4402142507608,57.7288790816787,55.5132525513056,56.8376259576969,47.4406299735066,49.5898655537414,48.7084844014142,55.8381194531809,56.7481889951792,53.9085720679511
"ABI2",30.7799743521055,29.1174559420928,29.7006278810491,34.4064615812542,33.5553039165895,32.8720931681873,28.6074915661807,27.3721838540365,27.2121711838962,28.9705208461251,29.6110531104864,29.8490129947153
"ABI3BP",2.3793109008376,2.16545785787833,2.26589297214576,4.26977733908782,3.77537852019823,3.49821261756048,1.50726006655236,1.89167689900345,2.05718806079215,4.08132934556203,4.0797933197299,4.15586082851114
"ABL1",84.4088867201911,82.519848877906,85.5229347435529,88.0020969015484,89.2529858783646,88.6769134959378,86.0280101621628,84.0590117335693,86.766463526069,89.4848752782889,91.6976950665888,88.5146081493899
"ABL2",301.832582849113,300.227886058386,305.291313113772,340.887107095081,312.46681649066,322.646257707887,273.933098459024,288.550554097653,269.022909570174,245.654521558642,225.788348910265,233.015718780986
"ABLIM1",95.6885828426804,89.3343123063706,89.6828818411333,122.147903470823,116.89569987108,122.08206763442,95.9317745388528,100.296963101525,103.289068900406,118.593746271721,114.201661409993,114.325379018288
"ABLIM2",0.868637313004203,0.917566888931497,0.929597116777748,0.744728605654853,0.531590653706073,0.599693591581796,1.23321278172466,1.0410570853576,1.26295722719518,1.1068011784575,1.03079884408069,1.15004953744962
"ABLIM3",10.0082125193963,9.55492987007332,10.9343860860983,11.8535969733397,12.3350729237511,11.5052326088656,10.7030689574375,10.1566544912937,10.5203035007599,12.6036984196848,12.1200243035593,12.5067887197647
"ABR",57.3300626582774,56.2162647285364,57.2050825737107,43.6410962913744,42.917808695127,44.2995877188849,49.7243573470708,46.9110479316627,48.487141382215,44.5487474329144,45.5613089083666,45.074100621179
"ABRACL",21.1494302296676,21.7646866054551,23.100488351927,19.2884708864607,18.5948240908614,18.92366444547,20.0815760382077,20.0340009840768,19.5172462223255,16.0209470581723,17.5778329201129,18.1263489595753
"ABT1",24.3218447641177,26.780718931614,25.8776597383006,23.6699575163967,25.5055025890404,24.7873351187142,28.3029945830388,25.7090316810871,26.2616982190998,24.0452556019892,23.7843270128935,24.3993464365733
"ABTB1",7.26382216816558,7.24266130996595,7.84347567281225,4.91520879732203,4.77346709450351,5.41945319799845,5.72454328306755,5.82738051437975,5.767938676778,4.73157503790581,4.14489640461921,4.16892957325489
"ABTB2",8.48494998499758,8.94321861078566,8.71497296979139,11.0095712202642,11.2176476720833,11.7273413464885,7.67332397517566,7.18583305259028,7.22619856797243,8.21799875004694,8.75636491761179,8.92595265997834
"ACAA1",35.5385961537807,34.3904069971525,37.2187445629891,42.1144026497819,44.3932439788827,43.0224624775533,39.8967172161663,37.3130094373901,37.9668378814552,42.6395154000752,42.7510257439782,41.5586082851114
"ACAA2",7.8932694964295,7.21819285959445,7.50649671798032,9.32151971411324,9.6879684440719,8.22912872892798,7.68854882433275,7.83331977641025,7.33035998877204,9.44931506108091,8.81061748835288,9.52711491819064
"ACACA",246.806297412281,240.916362357854,240.591353786041,260.357120536936,255.499826233301,255.536102635132,232.140887522799,237.881544004212,229.376468778325,225.994965626291,226.461080787454,226.115421556289
"ACACB",6.34482906890027,5.71338316174679,5.65892244838454,5.36204596071494,5.0880819711867,5.1307118390887,5.98336571873816,5.82738051437975,5.49451494717904,4.78691509682869,4.17744794706386,4.31268576543609
"ACAD10",11.5566529469255,11.6347481516514,11.9569429145538,10.897861929416,11.0549158393161,11.4052836769353,12.4006396384535,12.8227762952583,12.6295722719518,12.1609779483018,12.1308748177075,11.61811407719
"ACAD11",16.0005510844687,18.7550672097598,17.7669248944147,18.9905794441987,18.562277724308,18.3017599801259,14.4864439729755,14.8033239210605,14.0357514527465,17.1830882955527,16.1781165949928,15.3427063291575
"ACAD8",9.34099835143651,8.34374157668375,8.97061217690527,8.63885182559629,8.78751896942692,8.99540387372694,8.48785340508022,9.47108031313136,8.74955934716662,8.59154414777635,8.73466388931535,9.33108374703445
"ACAD9",40.0202611310198,41.1559335248741,41.064952633657,36.454465246805,37.9490634013029,37.1476863674279,43.4897816172406,43.5339603133075,44.4899468590303,40.7856234261589,41.145149650042,39.6375028077808
"ACADM",21.6781659854093,19.9784897283351,20.6951558122646,18.41962084653,18.2802092141782,18.2906545432448,21.5888361047601,22.6239478793567,20.4286586543221,18.8156200337775,18.5109771368596,19.5116359024124
"ACADS",3.72632818332238,4.20857346389913,4.06698738590265,3.45057587286748,3.66689063168679,3.76474310270794,4.11832169699408,3.87222452480571,4.21853754238391,3.984484242447,4.06894280558168,4.06437961530492
"ACADSB",22.0936012220634,21.7769208306409,21.5666531092438,21.9074331496802,20.4933621398117,21.6111801707069,20.682957579913,21.9764611555367,22.2514835183151,21.4581078473448,20.7787345938371,21.2497789533306
"ACADVL",73.4565032083989,74.3596206790085,76.9474013412781,74.125320549513,74.4877842519571,76.3276676841053,82.1532860516822,76.7970037722943,80.8683230732915,98.3807897501411,97.980142758407,98.0547918123242
"ACAP2",47.5736290701867,48.8267927163414,48.9084283064693,51.3986859336124,50.3166826916075,50.4964214985635,43.2157343324129,47.1014852033744,46.924720070221,50.6776589586228,51.3988855201078,55.9342275032317
"ACAP3",28.3125408253109,29.3132035450649,29.8400674485657,28.8209970388428,28.1417582798684,28.8297141434508,31.0358550067373,28.9718569364152,31.3525876606804,31.6545137038845,29.0359758606309,30.6070001898525
"ACAT1",28.9797549932707,30.499923388083,28.6199712327949,29.466428497077,30.7129212375897,29.8069925889915,28.7673524823302,30.8000547448481,30.2979532750844,24.3081208818729,26.1822906396496,26.163626976979
"ACAT2",145.351977042703,144.204812264474,147.376002901152,147.927925369909,155.452295448047,153.965776920186,126.762094081969,127.32635986648,127.454518525914,125.179213283543,124.976221959173,126.348624182534
"ACBD3",53.2008881848661,53.6470774395282,54.183891944183,53.7818174717079,53.0180311155424,54.0834776111731,44.5555210582372,47.4315764743415,44.7763907662292,50.4286286934699,51.5399422040347,52.9284162121702
"ACBD4",2.94581349627512,3.03408784606682,3.17225016100407,3.53746087686055,3.5475539543242,3.52042349132277,3.01452013310472,3.17395452852927,3.07276191358828,3.23739344698819,3.24430373031713,2.97967380157403
"ACBD5",17.5112246723021,16.6874831533675,17.5926254350189,21.0013466794668,21.3829628256055,20.3451603662565,17.9348723070574,19.3865142602568,17.9027441999317,22.7170941878402,22.4714148009591,23.4191905807924
"ACBD6",37.5780054973558,37.7792873736062,38.6944799858738,39.8678046893898,39.7282647728906,39.7019368500911,39.8129805458023,38.2398041597207,41.143761215843,39.3191118647027,39.3331137872896,39.0363405495685
"ACBD7",6.49589642768361,6.87563455439335,6.29802046616925,5.59787668583898,5.73900930225536,5.25287164478129,6.32592482477279,5.85277215060798,6.36686684637571,4.16433943394634,4.34020565928713,4.12972333902365
"ACCS",1.39737306874589,1.55374659859067,1.2781960355694,1.14191719533744,1.11742525166787,1.16607087252016,1.27888732919594,1.3330609019823,1.56242131199404,1.60486170876338,1.13930398556287,1.29380572963083
"ACD",23.8434647946371,23.5998203833181,23.3445075950812,20.5917459463567,22.2725635113993,21.2558061905103,24.6947053328074,23.1063889676931,25.1940436559039,20.4066467278102,20.0843016883512,20.6224792056308
"ACER2",5.28735755741689,4.42878951724269,5.12440410623734,4.95244522760477,4.91450134956839,4.75312698512979,5.93769117126688,6.19555923968914,5.29921228317978,5.50633586282606,5.36015398921961,5.46273530288572
"ACER3",58.9288588720678,59.4828028531325,56.5543645919663,48.419771510993,49.4813259500694,51.5070162547476,53.6980429770725,54.8586300711,52.6015175037993,48.7407568963222,48.7947621245356,47.8577432515969
"ACIN1",153.031234447523,152.499616940415,153.883182718597,150.07522618288,150.440154998819,151.111679641731,161.946720484015,161.820897682537,164.262560600973,151.977636816946,151.614234193048,151.963363880275
"ACKR3",6.91133166433779,7.25489553515171,8.20369455556363,2.65619869350231,2.92917298980897,3.27610387993759,6.63042180791468,6.58912960122677,6.86163359517382,3.92914418352413,3.99298920654416,3.95982965735496
"ACKR4",1.20853887026672,1.34576477043286,1.16199639597219,1.43980863759938,1.21506435132817,1.22159805692588,1.09618913931081,1.09184035781407,1.08067474079588,1.24515132576469,1.36716478267545,1.42449317706828
"ACLY",632.733043317453,625.083267415693,629.441827734173,714.517448552121,730.904602479297,715.678774368468,567.422515660336,553.61384468419,550.4280080379,545.88817622997,553.842793667483,543.738193808285
"ACO1",34.4433578026015,32.7020839215186,32.4080794836643,27.9149105686294,29.2700323203875,29.4183022981514,30.7846449956452,32.5012943721398,30.9880226878818,24.25278082295,23.0030899942218,22.9879220042487
"ACO2",84.8369109034105,79.3144818792386,80.4682504210738,77.6007207092356,77.6230842299378,74.9061717633188,90.1920064066282,85.9126011782304,85.6076677196734,80.478280688591,81.194397371114,82.3722981198294
"ACOT1",4.44389813754324,4.61230289502899,4.81066507932485,1.56393007187519,1.4428889172022,1.61028834776593,5.12316174136232,4.20231579577276,4.64820340318227,1.71554182660913,1.83373689104881,1.88189924309939
"ACOT11",4.05364079401962,4.30644726538516,4.24128684529848,4.39389877336363,4.29612038505316,4.29780407300287,5.22973568546198,4.78632342902215,5.37733334877949,5.57551093647966,5.36015398921961,5.09681045006084
"ACOT13",19.9283024128356,18.8284725608743,19.010261038105,22.9748774844522,22.3376562445062,22.7550401694648,19.084348418418,20.2625257101309,19.4912058671256,21.1952425674611,20.724482023096,20.3088293317809
"ACOT2",8.86261838195593,8.64959720632758,9.09843178046221,7.21145533142449,7.27953731911786,7.24074484650613,9.84286498006163,9.3568179501043,9.50472964796374,7.3048877778195,7.10708676708268,7.88045308047868
"ACOT7",80.0153443689089,79.5591663829537,79.1435745296656,80.7161687095584,87.8968872719715,83.6572560256605,93.6099850423959,86.9282666273598,90.5423150300546,93.2341642703137,91.5240868402174,91.180632077114
"ACOT8",5.96716067194192,5.78678851286131,5.5311028448276,5.62270097269414,5.73900930225536,5.55271844057219,5.96052844500252,5.38302688038565,5.72887814397814,5.27114061240385,6.04373638055733,5.17522291852331
"ACOT9",40.8133647646323,39.1862232699678,40.4955743996307,41.7296262035269,44.0026875802415,42.9336189825041,38.2448210826215,39.9664354232406,39.8287232782481,42.0861148108465,42.241051579012,40.7614148557429
"ACOX1",47.8631748411881,46.2453712021475,47.9788311896915,53.5211624597287,51.5100494652334,52.3954512052391,44.0226513377389,43.4958728589652,44.6852495230295,51.895140254926,50.3897877043236,49.7919174736712
"ACOX3",12.1483334354936,11.5368743501654,11.0041058698566,11.7542998259191,12.248282612942,11.7162359096073,12.7888732919594,12.4419017518348,13.0331977775503,13.5306444066429,13.0965705768989,12.8465760831021
"ACP1",36.9863250087877,35.3813792371985,36.8236657883586,40.2401689922172,42.5814962407416,40.1461543253369,37.3922295298242,38.8618992473124,38.8131494254519,42.4873302380373,43.4671596777606,44.3422509155293
"ACP2",14.4772885500701,14.3140434673314,15.0246133999204,14.1746677942974,14.1034255064877,14.3260135766762,15.536958564815,14.4351451957511,15.2987086799416,15.2600212479828,14.6590446142423,15.5910124792887
"ACP5",4.15435236654184,4.62453712021475,4.03212749402348,3.74846731512942,3.86216883100739,3.52042349132277,4.68164111580658,4.34196979502805,4.88256659998137,4.35802964017641,4.05809229143347,4.02517338107369
"ACP6",4.30541972532518,4.00059163574133,4.54340590825124,4.56766878134976,4.68667678369436,4.85307591706009,4.54461747339273,4.26579488634335,3.86699274718525,3.65244388890975,3.62407172550475,3.71152350722379
"ACP7",2.5555561527515,2.75270066679449,2.44019243154159,3.09062371346764,3.41736848811047,3.22057669553187,1.39307369787415,1.54888980992229,1.53638095679414,1.20364628157253,1.15015449971109,1.21539326116835
"ACSF2",11.6321866263172,11.255487170893,11.7245436353594,13.7278306309045,13.9623912514228,13.7929526063813,11.1445895829932,10.0931754007231,10.7807070527589,12.3131631103397,12.4346892138576,12.1147263774523
"ACSF3",13.8478412218061,14.7667097992042,14.745734264887,16.7563936272342,16.457612687186,16.3694139628068,15.049763391788,15.6666395528205,15.2726683247417,16.3114823675174,16.188967109141,17.2115368275131
"ACSL1",63.4482906890027,61.9418821154689,63.6774024992758,63.227458620097,63.584751456557,62.6679803202977,58.2731101487794,58.4134591430528,57.4710639261808,48.1181812334398,47.1780355164511,47.2043060144096
