"","logFC","logCPM","F","PValue","FDR"
"RPGRIP1L",-0.100152809821594,3.92475573130016,7.51394428733085,0.0161681490140302,0.0377466833724708
"AQR",0.0687412892323027,5.91804449607269,7.50736124918175,0.0162060134391345,0.0378286734165398
"ZDHHC14",0.101282272587574,3.20962934755085,7.50503924608904,0.0162193937639045,0.0378534936776492
"SNRPF",0.0700488630871724,5.25032680083418,7.5029938411539,0.0162311908595058,0.0378746111520967
"ZNF551",0.10386760497643,3.85793736459216,7.49926998670969,0.0162526942211792,0.0379183666904212
"RYK",-0.0495771911405762,5.90716946344511,7.49850581032767,0.0162571110454366,0.0379222503969986
"TRAF3IP1",0.0782617333663346,4.43271259251053,7.49211499549854,0.0162941036838303,0.0380021081007951
"NBPF3",-0.0999451530411926,3.24425716095624,7.49158362782738,0.016297183861083,0.0380028594384604
"ATXN7L2",0.157725361678262,1.94811569408021,7.48582615921087,0.0163306016079844,0.0380743417185138
"API5",0.0562919735410399,6.87479384834185,7.48160244985453,0.0163551677144191,0.0381251659511048
"EVPL",0.0634690184077911,6.94110098286364,7.4789776258607,0.0163704559696821,0.0381528230590956
"LINC01061",-0.174810635213666,2.77734131134332,7.47861488566954,0.0163725700521397,0.0381528230590956
"UBE2D3",-0.071258445618301,7.70129640998254,7.47507797447378,0.0163932001360177,0.03819443771968
"TMEM236",-0.163732159091906,1.66606943578246,7.47326239118283,0.0164038018039975,0.0382126771018227
"NR2C1",0.0904889337353335,4.03746929716617,7.4715544305026,0.0164137823135901,0.0382294635731841
"ATXN7L3",0.0650385387317641,5.70392913798158,7.46172332880201,0.0164713680827087,0.0383566453096883
"PCGF5",-0.112312459232519,4.32813186330421,7.46128261370783,0.0164739550724098,0.0383566453096883
"KLRG2",-0.22976365339882,1.29944567957904,7.45881514733997,0.0164884477868125,0.0383799576393336
"AFMID",-0.104636484905937,3.57627092218351,7.45862957113817,0.0164895383717871,0.0383799576393336
"CHSY1",0.062806195566091,5.7497334904046,7.45650487061001,0.0165020306859262,0.0383976281805478
"POLR3GL",-0.191336769862482,2.41368460090096,7.45639045949318,0.0165027036856959,0.0383976281805478
"EGFEM1P",-0.319891801993783,0.921420635314131,7.45499145260573,0.0165109356366877,0.0384102958193347
"MEX3A",0.218734113698565,3.45881885500898,7.44843821613429,0.0165495594200532,0.0384912970897832
"C14orf1",-0.0700424030232987,5.06912193989316,7.44813627382822,0.0165513415528678,0.0384912970897832
"RAB27B",-0.130227314722388,3.48501081358195,7.44381893020666,0.0165768479314642,0.0385441086141824
"TMEM126B",-0.086506649022151,4.00949559658233,7.43874531072621,0.0166068807470976,0.0386074253103186
"SNW1",0.0732874717006159,5.83950730293048,7.43608661368912,0.0166226439207523,0.0386375523927202
"PCNX",0.0426064646266274,6.74002273522434,7.41599169822493,0.0167423492757044,0.0389092310119633
"ZNF117",-0.120630234316037,2.41459612802935,7.41196500456734,0.0167664566910539,0.038958685791911
"ABHD8",-0.0965132004607695,3.941534996056,7.40743832757369,0.0167936056752002,0.0390151901194712
"TRIM56",0.058391103168459,5.56804354471755,7.40691736002656,0.0167967334851517,0.0390158784038949
"CREBRF",-0.260350440015727,2.31435679752574,7.399488029284,0.0168414118676571,0.0391130649122615
"DPAGT1",-0.0606108894219783,5.01099541416175,7.39806178734102,0.0168500047838292,0.0391226728796155
"TLCD2",-0.134466425515859,4.75106179552195,7.39758703110424,0.0168528662575714,0.0391226728796155
"ABHD14B",0.125450089947261,4.09740927964933,7.39738787589374,0.0168540667837577,0.0391226728796155
"GNAI1",0.0786102358272163,5.26112390602115,7.39634771254613,0.0168603386021266,0.0391306393125657
"C17orf53",0.0906789886782917,3.70259417951015,7.38926503009541,0.0169031169282467,0.0392175063852559
"PSMD13",0.0490322398624082,6.36632239612623,7.38920837201379,0.0169034596430826,0.0392175063852559
"PPIL6",-0.165772965723581,1.48223998079563,7.38247634657742,0.0169442380820232,0.0393054977326933
"APPBP2",-0.0919927037683478,4.52850090346473,7.38100561971681,0.0169531620572305,0.0393160743562933
"FAM171A2",0.28631052542333,0.876182881744482,7.38078449868672,0.0169545042328975,0.0393160743562933
"WASH7P",0.0940018317609692,4.1390832146913,7.37220871074589,0.0170066536212075,0.0394303685422545
