"","fpool2_eGFPorf_unt_24h1","fpool2_eGFPorf_unt_24h2","fpool2_eGFPorf_unt_24h3","fpool_eGFPorf_unt_24h1","fpool_eGFPorf_unt_24h2","fpool_eGFPorf_unt_24h3","fpool2_eGFPorf_TNF_24h1","fpool2_eGFPorf_TNF_24h2","fpool2_eGFPorf_TNF_24h3","fpool_eGFPorf_TNF_24h1","fpool_eGFPorf_TNF_24h2","fpool_eGFPorf_TNF_24h3"
"AATF",50.8410458364312,55.6572016283109,51.8956665126251,53.3567546111136,49.0733795367949,52.7393139999535,49.3659249042301,49.3352265192561,46.4030977588842,51.6018818932997,48.0069417063084,46.9981998616319
"AATK",1.04063757040174,1.17420256599812,1.17862275447961,1.07079834973452,1.12381785198767,1.10893696832234,0.697932041749459,2.03288548172117,1.79409933340066,1.02529995246409,1.09358373552433,0.993708216252491
"ABALON",12.884595072706,13.40268357475,12.0582174112144,15.8647229184352,16.1348134463944,15.2658855379439,14.3501636876779,14.1140334873784,13.6095249433679,16.2729749598229,17.3035401190558,16.1372615963257
"ABAT",9.2477276874876,10.4504028373833,9.50151266688175,11.5392611635865,10.2749060753158,10.2252629546606,12.0861402351736,14.1140334873784,14.9038394624641,13.4167822351015,12.6246628708631,13.3800711934842
"ABCA1",68.1885814172519,68.187620439748,65.2050373093641,30.376858447732,31.5070362075115,29.7828785778,78.6960933904329,76.5526589973859,78.8250357124819,36.0612640423798,37.8324601163036,36.151384825073
"ABCA10",0.643693342516538,0.68774721722747,0.634643021642865,0.91581437806242,1.17733298779661,1.00812451665667,1.03838669626139,0.987401519693141,1.02519961908609,1.23035994295691,1.01052674295286,1.11967122958027
"ABCA11P",5.56794741276805,6.12262766556163,5.18594011971027,6.84747365751286,7.50549779720337,6.75443426159972,6.00902465213559,5.90117614122489,5.33103801924768,7.93875106050765,7.2259583537177,7.03993285598596
"ABCA12",36.8299874143212,32.0389557293773,26.2560884382534,69.5878032807737,68.673298026818,70.5687161659672,56.1579952617431,46.0129108177004,39.7136702443475,88.3076201915141,90.2414224288998,91.0572627456156
"ABCA13",1.72724380241938,1.74452952662578,1.48687793642043,1.43712410095949,1.71248434588597,1.64180278426944,1.54906867802929,1.90510410858441,1.7172093619692,1.91877562532565,1.27354055276251,1.79147396732843
"ABCA2",3.40084649296238,3.77422253356539,3.55400092120004,3.29693176102471,3.66578680291216,3.81647138448598,3.84713759598483,5.61076392955044,5.97178778117649,3.14913556828256,3.39149386333494,3.66692327687539
"ABCA5",13.1206159649621,12.3626755877231,11.296645785243,11.8492291069307,15.5461469524961,11.9102710753581,16.5290734765543,13.7306893679682,14.0324197862409,16.9760377843697,15.7946714206741,15.8573437889306
"ABCA7",17.5728282507015,18.5020775756561,18.4590456009268,21.1905357631674,20.108312280208,20.6089454762243,22.8785527832018,23.6163210533665,27.1421599153043,22.4394218167855,24.0588421815352,25.1646108848166
"ABCA9",1.673602690543,1.9290470727112,1.88579640716737,1.74709204430369,1.76599948169491,1.75701701474449,1.9916597288948,2.09096792405606,1.92224928578642,1.94806990968177,2.06258198219145,1.63751917326115
"ABCB10",23.3767965557256,23.6182458989336,23.1010059878003,21.1341779552866,22.797447854607,21.1562130709808,24.0190758758168,22.2571919027301,21.9520868436809,22.1757732575804,21.8578318783913,20.0561108998566
"ABCB5",1.56632046679024,1.74452952662578,1.81326577612247,1.28214012928739,1.39139353103235,1.52658855379439,1.71929600528525,1.77732273544765,1.75565434768493,1.40612564909361,1.39812604161971,1.59553150215189
"ABCB6",8.92588101622933,9.54458942932758,9.13885951165726,8.45367118211465,7.38508874163326,8.81388863134121,7.60916152834167,8.43357062702612,8.53478682889171,6.53262541141405,5.98010346514568,6.95595751376744
"ABCB7",15.1697064386397,15.19753606849,14.7599834176369,16.9214318161995,18.8507065886979,16.893286543404,14.3671864204035,13.9397861603738,14.480944619591,17.6205120402043,17.1651117981034,17.0749862510991
"ABCB8",38.1924716559813,39.3190116385656,37.1356830949882,32.4480078873501,30.2895668678582,30.7766013156473,38.1819895035131,40.890039403763,40.6619798920021,31.0665885596619,30.5788160983954,33.3522067511223
"ABCB9",8.59330612259578,8.06844906064422,9.13885951165726,7.70693022769452,6.79642224773496,8.25221925777535,7.35382053745772,7.93406162294606,8.41945187174453,7.25033537813891,6.76914489457463,6.95595751376744
"ABCC1",114.051732071555,115.306691981015,115.867683094226,104.67053868655,94.9893660608626,100.668433877574,110.937149172713,112.215278591009,111.387938613704,94.9281284559965,94.6296002030924,94.0523832847428
"ABCC10",30.2106742087762,30.8647531633792,30.8980488251269,21.8668294577366,21.6201148668104,22.524382057872,31.9176238604936,33.3625548771612,35.1259019489372,23.318250347469,23.145215263249,25.934384855153
"ABCC2",2.40312181206174,2.39872809911045,2.13965361582452,2.04297053567771,2.02019637678736,2.03065081212273,2.17890978887636,2.38138013573052,2.28106915246655,1.61118563958642,1.59192569095313,1.74948629621917
"ABCC3",32.0130155678225,34.3370378942593,33.6904781203555,22.6417493160971,24.1754626016872,24.3102026302352,32.0367829895727,34.1989420467836,35.4847218156174,19.7736419403788,22.4946021547725,22.9952478775048
"ABCC4",30.6612595485378,30.6970099396651,31.8409470287106,24.5438253320729,24.4430382807318,24.756657773326,31.0664872242137,30.4932822258176,29.1925591534765,26.1012073613001,24.9447834356308,25.4725204729512
"ABCC5",34.6199736050145,33.531870420432,36.2471828646882,33.4906273331442,31.0120212012788,33.5705464046673,34.5391247002354,35.3605908934814,33.3446176107751,34.6258441089301,30.8695155723955,33.5621451066686
"ABCC9",144.487698950212,130.43713076002,120.709102716473,135.343275625656,140.597640554029,124.157735115674,131.55167850341,121.764032110865,125.292208447559,136.101245118519,136.490324459112,136.319972201398
"ABCD1",2.47821936868867,2.49937403333886,2.55670474433268,2.01479163173732,1.76599948169491,1.56979389022254,2.87684183062582,3.06675295528223,3.16530382392831,1.80159848790118,1.59192569095313,1.94542876139572
"ABCD3",40.5419523561666,35.9473728419139,36.6279686776739,45.0439779487009,46.7187135612017,43.536577340759,36.9903982127214,32.7817304538123,35.8307266870589,42.901479439533,40.628712199543,40.5600902915453
"ABCD4",10.4922014830196,10.1652393570694,10.6076047903165,10.3839261020308,10.1946333716024,11.1901821348891,11.2860717970705,11.3260762553037,12.2511354480788,10.6191780790923,11.2265368292434,11.4906259935675
"ABCE1",132.289710109524,124.482246318172,121.688266235579,146.840268433331,154.003182074168,141.641494590263,122.223220969783,111.01878027891,107.440920080222,142.165161980235,137.237837392255,132.960958512657
"ABCF1",82.8004202923773,84.5258104294932,86.8010327029827,84.578980177057,75.4964778424574,85.1145127634421,89.45446047301,89.5863590573353,87.6417524366223,92.6871157027535,88.2618974392798,90.5534106923045
"ABCF2",88.4541934841476,89.8097219764848,92.7304117909032,97.4003814699309,90.3469280294374,93.9284013947833,83.8029132081119,86.6473874751899,86.5396628461047,95.0892470199551,91.4457488211861,93.3945764373644
"ABCF3",31.0796602211735,32.2570219202055,33.3096923073698,30.7431841989569,29.5537337504853,32.6776361184856,31.3218282150977,31.8988773303219,31.5505182773745,32.0772413699479,31.8108281548722,31.6167163452729
"ABCG1",3.04681515457828,3.01937802685231,2.68363334866126,5.31172339276204,5.99369521060091,5.7031044085149,4.86850155952062,4.89054164459779,4.71591824779602,7.36751251556337,7.28132968209868,7.78171504558289
"ABCG2",6.49057453704176,5.98843308659041,5.96564440344293,4.64951915016306,5.31137722903697,5.19904215018656,5.66856999762366,5.28550225247505,5.21570306210049,5.02396976707403,4.73424857657367,4.19876711092602
"ABHD10",15.2340757728914,14.4426915617769,14.3429322891288,14.9348190884025,14.7166623474576,14.7906268372344,12.6138449496671,12.9756176176146,12.6355853052361,13.4900179459918,12.9707336732442,12.4703383194503
"ABHD11",15.6739328902777,17.2272290754296,16.7364431136104,12.1310181463345,12.7633598904314,13.0624133801086,15.2183230566833,15.7519583612223,16.7876437625348,12.6258365574863,11.7664072809579,12.9741903727614
"ABHD12",21.8963018679376,20.0453152338251,21.8317199445146,21.8809189097067,21.0180695889599,22.0635251359718,20.4443020034415,22.838016326079,22.041791810351,21.560593286102,20.9165192959147,21.6376465116387
"ABHD13",13.8286786417303,11.7923486270954,12.348339935394,14.3289726536843,16.5896921007704,13.5952791960557,13.9416181022636,11.5467895361763,12.1998754671245,15.8921492631934,15.3378579615311,13.8419355756861
"ABHD14A",2.1992855869315,2.58324564519586,2.23031690463064,1.94434437188637,2.00681759283513,2.18907037902592,1.34479588532213,2.47431204346634,2.37077411913659,1.59653849740837,1.93799649333425,1.91743698065621
"ABHD14B",15.9421384496596,16.4891588910879,16.1743307230124,18.3444664651888,19.198554971456,19.31278538338,16.5120507438287,16.0772200382977,16.8004587577733,14.4127879032095,15.8915712453408,16.5851300881578
"ABHD15",15.4593684427722,15.6672170948892,15.6847489634594,11.8069607510201,12.1345570446764,13.1056187165368,13.9926863004404,15.5777110342177,15.4036242767685,11.4247708988855,11.5726076316245,12.2743958542737
"ABHD16A",13.5604730823484,13.3691349300072,13.7445545830083,13.7653945748767,12.7098447546225,13.4368596291525,13.8735271713612,15.1711339378734,13.212260090972,12.7137194105547,14.0781602408638,13.3100917416355
"ABHD16B",6.47984631466648,6.8103748827891,7.56131828643071,4.60725079425248,4.45513505609398,4.88220301638018,6.58779756480587,7.2254558264604,8.45789685746026,5.02396976707403,5.12184787524052,5.41640957309456
"ABHD17A",55.9262232423119,58.8443228788772,58.822341777413,45.3821247959855,42.3706087767256,48.7788248273737,57.468745681614,57.7571806578153,58.1288184021814,43.6631308327921,44.6292906750687,46.2984053431442
"ABHD17B",15.2126193281408,14.0568821472346,13.8533505295757,14.1176308741315,14.3554351807473,14.8338321736625,15.4566413148417,13.4518936447607,14.9422844481798,14.0026679222238,13.8289892631494,14.6117095460225
"ABHD17C",29.0949390817475,27.6273089456986,28.7583952093024,28.9256448948023,27.9482796762172,29.8980928082751,26.8959177064426,26.1138660737668,25.9888103438324,26.086560219122,25.7891961934408,25.6404711573882
"ABHD18",3.66905205234427,4.42842110605005,4.7688889912021,4.40999846666981,5.09731668580122,4.8678012375708,4.13652405231997,4.33295019818284,3.90857354776573,4.9653811983618,4.96957672219283,4.26874656277479
"ABHD2",79.6141382469205,80.3657784813856,80.6721943796888,69.1510302696978,67.6163740945915,68.782895593604,85.5392319461228,87.6115560179491,85.8476531032216,79.6951005908157,78.5165436442276,80.2804271609055
"ABHD3",16.1674311195404,14.8452752986905,15.5034223858471,9.24268049244535,9.63272444560861,8.4394423822973,17.2610509837549,16.8903742309862,16.8517187387276,9.87217382801136,10.6036093849574,10.5668972291638
"ABHD4",14.5689259856243,13.6878470550638,13.5269626898736,16.9496107201399,16.6432072365793,18.4486786548171,15.0140502639762,16.2863168307033,15.9418540767887,20.0226433574058,20.4597058367716,20.9518478835208
"ABHD5",21.9821276469398,20.1124125233107,20.58056655899,27.8971149009783,27.025143583513,25.8655947416484,20.801779390679,18.7838618511036,19.6966476816915,27.1704487402983,26.1214241637266,27.0260643039938
"ABHD6",7.40247343894019,6.62585733670368,7.14426715792254,6.32616393461579,5.41840750065484,6.37998801255581,7.16657047747616,6.92342712631897,7.11232235740976,6.21038828349676,5.70324682324079,6.186183543431
"ABHD8",16.424908456547,16.1368981212884,16.3737899583859,12.7650434849931,12.1880721804853,13.4368596291525,16.4950280111031,17.9242417045473,17.1080186434992,13.0213093962939,13.4552327965778,14.359783519367
"ABI1",43.1059975038575,40.7448290401348,41.1792657757413,50.9615477761811,54.103802302835,48.8220301638018,48.7190610606574,45.5017853251533,43.3915738778188,58.2516844421382,56.6310261016458,57.2711833930309
"ABI2",33.0321966934737,33.2467069401182,34.4883150618494,37.5483895005592,37.3268072267333,35.6155989955994,32.2070103168287,32.6887985460765,35.676946744196,35.4753783552574,35.4514929959215,35.7315081139804
"ABI3BP",1.86671069329796,1.34194578971214,1.21488807000206,3.56463134845834,3.87984734614791,3.21159667449198,2.31509165068113,2.10258441252304,1.96069427150215,4.55526121737616,4.47123476676402,4.40870546647232
"ABL1",80.9337095990794,81.3051405341841,80.2732759089418,81.2679589640621,76.045007984499,82.0469338770439,82.1006399355523,82.4538351386108,82.9002041983491,82.8442361590983,81.3543242237527,82.1138887993432
"ABL2",140.925929121621,144.007557558484,138.896158450981,151.038925120448,148.236926190755,139.553236662902,166.397212392706,154.429597680007,152.306218410478,184.085282893838,182.185513205515,181.582681657181
"ABLIM1",86.2441796748408,78.4870543757886,80.7265923529724,109.024179345339,103.270833327296,107.466073475601,79.9047074139503,76.2390138087775,69.7776490740471,102.500700962053,98.685550006999,98.7829942297194
"ABLIM3",9.84850814050303,9.7626556201558,9.2476554582246,12.0887497904239,11.9740116372496,11.5358248263142,12.3244584933319,11.4190081630395,11.3540857813785,11.9227737329395,11.9602069302914,12.8482273594336
"ABR",50.755220057429,52.3358857987734,51.4967480418782,41.8315828994973,40.9524576777888,42.2692208055334,75.6149787671,79.0618205062532,79.9783852839537,59.4966915272732,63.7185561344111,64.2551326875378
"ABRACL",23.9883052311163,22.2595257868501,24.0801695069064,19.4998015267445,23.0382659657472,19.7592405264708,27.9172816699784,24.429475246055,26.245110248604,22.6591289494563,22.7714587966774,21.4836917175715
"ABT1",24.3959776813768,25.2285808465882,24.6966798707881,22.5572126042759,21.8743117619029,22.034721578353,25.2447126320597,26.044167142965,24.5022708961576,23.2450146365787,24.3080131592496,23.1911903426814
"ABTB1",6.8660623201764,7.56521938950217,7.34372639329601,5.6921385959572,5.71274074760399,5.05502436209275,7.69427519196965,8.01537704221491,9.09864661938907,4.5406140751981,5.56481850228834,5.40241368272481
"ABTB2",5.86833763927577,7.12908700784573,5.65738922150211,7.19970995676764,6.26127088964559,7.58973743254382,7.72832065742084,8.58458497709684,8.49634184317599,9.31558242524514,8.84556970886132,9.79712325882737
"ACAA1",35.5104160621623,37.0880267631692,36.4829074155841,44.5931154856548,42.7853510792449,44.861540991222,37.9436712453548,38.6248241527023,36.9840762585308,45.2450221880224,47.8823562174512,47.5300436956825
"ACAA2",5.77178363789829,5.35100883647715,5.34913403956129,9.04542816486267,9.03067916775807,9.46196867776336,5.19193348130695,5.64561339495137,4.97221815256755,7.86551534961736,8.4025990818135,7.68374381299461
"ACACA",225.045920766157,232.206944587314,228.797875631133,248.664737821902,242.303156158913,244.153356155437,221.618957354542,215.729807320251,218.764783717733,234.69115911903,231.770537770681,234.319196570411
"ACACB",5.79324008264884,6.32391953401845,6.63655274060825,4.94539764153707,5.51205898832048,5.96233642708376,6.40054750482431,5.78501125655511,6.85602245263824,4.92143977182762,5.45407584552639,5.94825340714519
"ACAD10",13.2064417439643,13.5201038313498,13.4544320588287,12.5255228014999,12.0141479891063,12.2127084303551,12.5968222169415,13.4170441793597,13.5838949528907,11.8055965955151,12.333963396863,11.5466095550465
"ACAD11",19.6111905020039,19.5253112403116,17.9694638413737,21.4723248025712,23.6001748917411,20.220097448371,18.2313467491139,17.7151449121416,19.2096778626256,21.3994747221433,20.9303621280099,20.43399993984
"ACAD8",9.17263013086067,8.89039085684291,9.26578811598583,9.89079528307414,9.25811849494605,9.67799535990407,9.02204834456618,9.59521947372394,9.67532140512499,9.5059952735599,9.52386848152831,9.25128353440699
"ACAD9",41.5718617041931,42.0196775403613,42.1040313215638,36.5339489587055,35.4537774734206,37.300607116297,41.1609677304925,39.3682794145889,39.0088455062258,34.6844326776423,35.2853790107786,35.3536190739971
"ACADM",21.1882391911694,20.9008056747665,20.5080359279452,21.1764463111972,20.911039317342,19.4135978350457,21.0060521833862,19.14397299358,19.4659777673972,19.5392876655299,18.8539373137232,19.2863369295202
"ACADS",3.95871405647671,4.51229271790706,4.38810317821638,4.18456723514675,3.85308977824344,4.23412296995803,4.54506963773428,5.22741981014016,4.34428338587731,4.21837694728082,4.09747830019241,4.64663560275813
"ACADSB",21.1560545240435,21.4879069577656,21.4690667892901,22.8671805476201,24.3092504412095,24.2093901785696,21.6188705615076,20.3637042826127,21.0165921912649,22.7177175181686,22.7437731324869,22.3514369204962
"ACADVL",77.3182986586115,78.8560894679595,79.4754389674479,73.5046709284869,72.8340998359628,77.0063112937605,95.8039397796575,95.1855064984188,96.3943941845698,82.7856475903861,86.5869147557552,90.2175093234304
"ACAP2",53.5016449854996,50.85974543009,50.1186660520251,51.8773621542435,60.2580429208627,51.0831094368746,54.5408356528114,46.8841474527237,48.4022370161021,54.4580746180211,55.3297998846928,53.2123751858024
"ACAP3",26.8741970500655,26.6879468929001,26.5824762779554,26.7417798394227,24.6972351758243,27.968254447818,25.3638717611389,27.3684468282005,30.1793137868468,22.7909532290589,22.6053448115345,26.4102451277247
"ACAT1",28.0972144008469,30.3279748474943,30.1183445413943,32.0394137802145,32.6308540594991,33.0376805887202,27.1682814300521,27.0548016395921,25.7325104390609,29.1478129343362,29.9282029899189,30.3011026505161
"ACAT2",130.00459874359,132.148111641903,131.226044217983,133.765257004994,138.216217010531,132.726793507256,132.607087932397,130.197602737891,127.44512764764,141.725747714893,147.163148004546,144.885457107687
"ACBD3",53.1261572023649,50.5410333050334,49.6109516347108,52.8636237921569,58.0773011366485,50.1181902566461,58.5411778433266,50.5898072736898,52.4005155305379,60.1265186409297,58.9150933973612,57.6210806522747
"ACBD4",3.90507294460033,3.84131982305099,3.227613081498,3.53645244451796,3.97349883381355,3.96048917257979,4.51102417228309,4.54204699058845,4.66465826684172,4.1890826629247,4.33280644581157,3.9048534131612
"ACBD5",18.9996818266131,17.8478790031714,18.2958516810757,25.2764768345228,24.6437200400153,23.4172923440536,19.3378243762777,17.7151449121416,18.0435132959152,23.581898906674,22.6053448115345,23.2891615752696
"ACBD6",36.7012487458179,36.6854430262556,36.7367646242413,38.788261273936,38.7583371096224,39.9505344172231,35.6796477928504,34.6519850969958,34.7158221013028,36.8375625778169,38.8845153555422,38.082817696099
"ACBD7",5.39629585476364,5.8710128299906,5.87498111463681,4.56498243834191,4.17418059309706,5.01181902566461,5.00468342132539,5.81986072195604,5.92052780022218,4.27696551599305,4.1251639643829,4.63263971238837
"ACCS",1.26593024028252,1.17420256599812,1.23302072776328,1.43712410095949,1.45828745079352,1.51218677498501,1.36181861804773,1.54499296610809,1.74283935244636,1.43541993344972,1.28738338485775,1.27362602364756
"ACD",25.533169253156,24.6582538859605,27.0901906952697,22.1627079491106,21.6334936507627,22.2363464816844,26.5895085173818,26.9154037779883,25.8478453962081,20.579234760172,21.3733327550577,21.2597574716554
"ACER2",6.09363030915656,4.74713323110669,5.83871579911436,5.83303311565911,5.52543777227271,5.77511330256181,4.56209237045988,5.35520118327692,5.02347813352185,4.92143977182762,5.12184787524052,4.50667669906059
"ACER3",62.2666026660998,62.4004792216144,61.0526586820436,49.2144557318774,46.6651984253928,47.3386469464356,57.9283594652051,59.5228869047959,58.7183081831559,47.1930920977042,44.3939625294496,47.3480971208757
"ACIN1",146.526061201515,150.314702770131,153.964397050559,151.813844978809,147.434199153621,153.623774559668,151.332093930554,148.226392838641,145.257971029261,150.601915874796,150.23625672969,150.805718734093
"ACKR3",2.87516359657387,3.20389557293773,3.26387839702045,1.38076629307873,1.21746933965331,1.54099033260377,3.16622828696096,3.81020821716883,3.37034374774553,1.56724421305225,1.38428320952446,1.66551095400065
"ACKR4",1.56632046679024,1.30839714496933,1.50501059418165,1.95843382385656,2.0737115125963,1.51218677498501,1.46395501440131,1.4869105237732,1.46090945719768,1.68442135047672,1.82725383657229,1.74948629621917
"ACLY",616.851330133598,634.522292343013,649.131015194084,694.849502813913,671.494545346585,670.489214249545,620.972267097037,622.759946714698,626.999272037815,687.214616710144,692.418461404137,698.870789723266
"ACO1",31.5409737833104,32.6931543018619,33.9987333022963,27.728041477336,25.8879469475731,27.3489779590146,37.7734439180988,37.7768204946129,36.5868114061349,36.5153254498996,36.5450767314458,35.4096026354761
"ACO2",82.1138140603597,83.9219348241228,85.6405426062643,82.0428788224227,75.8978413610245,81.4420591670499,82.5942991845946,84.475104131865,85.2197183365314,74.4514236910708,75.4157492548928,74.0802477271047
"ACOT1",5.25682896388506,5.25036290224874,5.83871579911436,1.71891314036331,1.40477231498459,1.52658855379439,5.10681981767897,5.65722988341835,5.38229800020198,1.24500708513496,1.57808285885789,1.17565479105928
"ACOT11",3.93725761172616,4.09293465862202,3.98918470746944,4.66360860213325,5.01704398208781,5.1702385925678,4.9706379558742,4.89054164459779,4.9978481430447,4.11584695203441,3.98673564343046,4.38071368573281
"ACOT13",20.0295911746396,18.9214356349411,19.1118212803309,23.5012058862787,22.4897358237056,23.2156674407223,20.1719382798319,19.2485213897828,19.8504276245545,22.1757732575804,22.3700166659153,22.1414985649499
"ACOT2",9.36573813361563,9.62846104118458,9.30205343150828,6.62204242598981,6.26127088964559,6.81204137683724,9.20929840454775,8.4451871154931,9.06020163367334,5.82956258686724,7.48897216352735,6.95595751376744
"ACOT4",1.33029957453418,1.19097688836952,1.4687452786592,0.732651502449936,0.682317981563943,0.892910286181626,1.36181861804773,1.62630838537694,1.31994450957334,0.878828530683504,1.06589807133384,0.909732874033971
"ACOT7",93.0566008831408,93.0471661941653,94.3079530161297,86.1147304418079,86.5072170351462,88.3837165531716,93.8463255162139,95.5107681754942,93.3316103225501,84.0892432442333,87.2652135284222,88.1461175487069
"ACOT8",5.86833763927577,6.10585334319022,5.78431782583068,5.81894366368892,5.63246804389059,6.04874709994005,5.49834267036769,6.83049521858314,6.70224250977533,5.99068115082588,6.28464577124107,5.96224929751495
"ACOT9",36.744161635319,37.0880267631692,37.443938276929,37.7174629242015,38.1295342638674,37.4446249043908,40.5821948178222,37.7535875176789,39.3804803681445,39.5912253072919,40.4487553823048,41.5677943981676
"ACOX1",43.3742030632394,41.8854829613901,41.3243270378311,50.6374903808667,51.6287272716717,50.3918240540243,48.3615836734199,46.0709932600353,45.9673879207726,55.4101388595949,54.6653439441211,56.0815327116018
"ACOX3",11.5864801652977,11.8762202389524,12.6384624595736,12.2719126660364,11.19804216802,11.982279969405,11.4562991243265,12.3250942634638,12.5074353528503,11.1611223396805,11.3649651501958,11.7985355817021
"ACP1",36.9265414156987,36.7189916709984,37.6071321967801,41.366630984481,40.109594288798,40.929855376261,35.3391931383385,33.6878165542366,33.4215075822066,39.4740481698674,39.9642562589713,39.0625300219817
"ACP2",13.9788737549841,14.4091429170341,14.5605241822634,14.1880781339824,12.5492993471957,14.8338321736625,16.6141871401823,16.1004530152317,15.57021921487,14.9107907372634,15.1440583121976,15.5914218719053
"ACP5",4.61313562136852,4.34454949419304,4.5512970980674,3.70552586816025,3.96012004986132,3.93168561496103,4.98766068859979,4.97185706386664,4.65184327160314,3.85219839282936,3.8759929866685,3.84886985168218
"ACP6",4.99935162687845,5.21681425750593,5.54859327493476,5.48079681640433,5.2444833092758,5.4726759475648,5.4813199376421,5.83147721042302,5.44637297639486,5.39014832152549,5.17721920362149,5.44440135383407
"ACP7",3.75487783134647,3.12002396108072,2.91935789955718,4.79041366986497,4.3079684326194,5.27105104423347,5.49834267036769,5.78501125655511,4.34428338587731,6.22503542567482,6.2015887786696,8.17359997593598
"ACRC",1.04063757040174,1.17420256599812,0.906632888061236,0.859456570181656,1.31112082731895,1.02252629546606,0.749000239926249,1.1151828928299,1.20460955242616,1.08388852117632,1.27354055276251,1.39958903697534
