"","logFC","logCPM","F","PValue","FDR"
"COL22A1",1.0670444319264,3.95689280473808,648.093098236654,9.8076216378656e-15,6.16096959251375e-12
"TNFAIP3",1.7503584809099,9.34892528558651,624.591924738619,1.32273435373318e-14,7.74438186830608e-12
"C1QTNF1",1.63003485128826,3.0147163402652,623.310949632924,1.34489989029917e-14,7.74438186830608e-12
"H19",-1.391329680326,7.21429641923572,601.177652199733,1.80190762971566e-14,9.4819551054985e-12
"PLAUR",0.835302402253061,5.4166643521805,599.591770727298,1.84081262124021e-14,9.4819551054985e-12
"ABR",0.593146462524844,5.69960805408045,599.123469608011,1.85248037516975e-14,9.4819551054985e-12
"CLDN1",1.06544821304887,7.35347950795426,589.346695865958,2.11603806711576e-14,1.04441593169785e-11
"TMEM132A",1.23077555724753,5.59715015509232,585.680253215294,2.22550768213396e-14,1.06056952300315e-11
"PEG10",-0.535280346128421,6.25745986436173,573.982622677999,2.61951993208341e-14,1.17548865979424e-11
"HLA-B",0.69713863260567,7.13367639348963,573.516425755561,2.63676906321429e-14,1.17548865979424e-11
"IL32",2.68924187645722,1.66902670503041,570.450395843528,2.75343337467086e-14,1.18608529538071e-11
"NFKB2",1.16590429005082,5.43506867432222,568.461882409845,2.83218630590183e-14,1.18608529538071e-11
"SYNPO",1.06494326511704,4.95887169698611,566.284923246634,2.92130969731033e-14,1.1874264710832e-11
"SDC4",0.680551760675728,7.68093906139205,545.751124715647,3.93578883012105e-14,1.55407433235066e-11
"LAMC2",0.625709164378523,12.0821872169378,539.810487608992,4.29900762335906e-14,1.63369513908291e-11
"SQRDL",0.61484993530807,5.55677013890717,538.656196826872,4.37385818712502e-14,1.63369513908291e-11
"IL1B",1.24377324811649,4.95268770227115,532.518603824102,4.79721319711334e-14,1.74467069431859e-11
"G0S2",1.04538817065563,6.35250614652014,528.204212985194,5.12228836091091e-14,1.8151288499433e-11
"RRAD",0.892484027691079,4.71147605727444,515.145876471217,6.26680559056336e-14,2.16518133153964e-11
"EDN1",0.862049305228685,5.10428522214925,510.542319354338,6.73653907792362e-14,2.27070658675377e-11
"MTSS1",0.641082432571629,4.8667303787411,499.408410113184,8.04463464004501e-14,2.63306633634824e-11
"RELB",1.44366574884928,3.78556021411383,498.278261144584,8.19260871656834e-14,2.63306633634824e-11
"B4GALT1",0.45222124580874,7.30528393436167,495.946934932494,8.50759153765011e-14,2.67215716023465e-11
"MMP10",1.7601803583817,1.08481469006806,486.72172206412,9.89421835105616e-14,3.0386243913688e-11
"ITGA5",0.500660450641818,6.98157314538427,484.128358218433,1.03283898179659e-13,3.10300754965846e-11
"IKBKE",0.786070046373963,3.4204938618253,482.438955192459,1.06226950802506e-13,3.12352438317155e-11
"MEST",-0.539215537829089,5.10603236016661,479.339170719355,1.11874635040021e-13,3.22105720052727e-11
"CXCL2",1.6028606054817,3.45646948960143,477.952759188281,1.14508902157669e-13,3.22961842412039e-11
"IRF6",0.531959189255515,8.58517256403993,470.956735672512,1.28908247221882e-13,3.56302395321282e-11
"INHBA",1.61331507653302,6.11537231654239,467.81569888663,1.36024657527661e-13,3.68600150398486e-11
"KCTD11",0.612637209158068,4.8236016726751,461.311746111757,1.52203927677898e-13,4.04511207790107e-11
"LAMB3",0.514122577314179,11.1894721169051,454.353340079673,1.71943980597999e-13,4.48352039974404e-11
