"","fpool2_eGFPorf_IL17_24h1","fpool2_eGFPorf_IL17_24h2","fpool2_eGFPorf_IL17_24h3","fpool_eGFPorf_IL17_24h1","fpool_eGFPorf_IL17_24h2","fpool_eGFPorf_IL17_24h3","fpool2_TNFAIP3orf_IL17_24h1","fpool2_TNFAIP3orf_IL17_24h2","fpool2_TNFAIP3orf_IL17_24h3","fpool_TNFAIP3orf_IL17_24h1","fpool_TNFAIP3orf_IL17_24h2","fpool_TNFAIP3orf_IL17_24h3"
"GPRIN1",36.6766617964849,36.3480176538215,36.3488360798524,27.046472753223,26.6597296139186,27.195717448642,37.6676570455383,36.937857934439,39.4846644540641,25.9690730117283,27.5472400895002,25.8577792687209
"GPS1",77.2024485191377,71.890621703496,73.5535885428992,73.6907072300574,68.8922219398504,68.48788177483,71.8386684084507,69.2787880784443,71.6828821011439,65.1114401372867,67.0919134616507,66.3250714917242
"GPS2",24.1944995359121,22.4471754489132,24.2555658914929,22.8614527198144,23.5841839916039,22.5724454823728,24.2942301930308,22.7572290968114,20.7269872009489,21.041505982724,22.3494420188153,22.0201354673242
"GPSM1",7.28584361024625,7.24872243732345,7.20626374237864,8.15141961731087,7.99641861801835,9.24654393253826,9.56191734064038,9.03141996989801,9.00959301133883,10.6797067664912,11.1910662863595,9.95140737465614
"GPSM2",91.6229201175307,89.7737867289092,86.5303853203627,79.1874499605046,84.3749686824301,79.4417124138663,86.6704119437594,88.5598951005107,87.5522380974365,89.7194714494715,84.1345888967687,87.4982786718436
"GPSM3",5.21006552506289,5.92128149715516,5.63248200553733,3.56039017767601,4.06572128608438,4.01892268963264,4.75610099959062,5.37661872308677,5.33354777538273,3.95397515633813,4.2170814535746,4.35374072641206
"GPT2",44.6498491435469,43.0299675548933,39.2202974944401,32.1059745846574,31.5355946249054,36.472478845012,38.6785356552074,39.7317504431125,39.6815954488475,40.9802701504894,40.0568253833081,37.0266460562339
"GPX1",166.80457805043,159.635959355294,165.937337516075,185.967923797998,180.181965482928,180.579563858983,163.49718627861,162.484341652679,159.530516690755,184.038667766743,180.637104020429,177.934339839929
"GPX2",1.37468747363137,1.20812040622058,1.2286541629726,0.983792022778898,1.06518897163096,1.17848108944115,1.60746270717871,1.68933035408164,1.26364054985991,1.08287259306748,1.12237568402632,0.873394796179927
"GPX3",10.2689154280263,9.15785098048683,8.83526589103895,7.90156767501781,7.83138934072342,7.84143186435843,10.8710879990643,10.8019681294643,10.9624920429405,12.3685906272386,11.6923214462159,12.0290283292054
"GPX4",75.0166954360638,73.1285722432035,72.3525445858361,67.4600244191244,65.4266071166567,66.2668981831909,70.4797824085677,67.8980853852045,70.8787472057785,64.9326171402664,64.0843825025122,65.0017460429667
"GPX8",28.9371713199403,29.0396349495242,28.7422243517861,30.1227747927063,29.1351687733427,32.5744260107067,25.7691186563185,25.778531460842,25.8800148977802,28.095079754081,28.5824409631167,28.094199277121
"GRAMD1A",25.459212011653,24.177323191155,24.1451250678549,22.7521424950612,20.0135505374043,21.9832049376522,24.7582400466494,24.5277772563777,24.4194433531369,24.1510392086884,24.1583193348188,23.0523293173551
"GRAMD1C",0.948534356805644,1.14846013924672,1.21484906001786,1.90512105998453,2.3254125437014,2.46272330229369,1.0771657316146,1.15329283788266,1.08312047130849,2.09620290951594,2.22295766545018,2.36875255327586
"GRAMD2",2.90059056936219,2.56539147987579,2.47111342889996,9.1664431328764,9.19663154379972,10.8933957113727,2.66805665830693,2.97257168073981,2.95396492175043,12.4778713476399,12.1499892008674,11.9628620567675
"GRAMD3",24.4419432811657,24.7291806606631,24.0622944501264,41.1318759999939,41.3623379547403,44.8578250583433,26.2994156318826,24.8201613561226,25.7979603166205,48.4510975815605,44.4918438629072,42.8625112852543
"GRAMD4",25.8166307547971,24.3264738585896,25.070066965823,19.8476136659044,20.7036729697286,21.4543993205953,24.1947995101126,25.2587375057399,24.9610035887912,26.5949535012994,24.3871532121446,26.0033450680842
"GRB10",29.2808431883482,28.7264185479115,28.7146141458766,23.5173140683337,22.639016312551,24.9596251250869,28.1720268268434,27.5653231815053,27.3405864424235,25.8995307351093,25.6729816656893,23.3831606795444
"GRB14",2.3094749557007,2.17759974454573,2.27784198753348,2.12374150949095,2.415428513135,2.53826696187325,2.75091556073883,2.51775197002552,2.39599376986424,1.98692218911464,2.51717265058329,1.81295586479773
"GRB2",77.216195393874,72.7706106413603,75.0859549708763,70.3489375018879,68.5771660468328,68.5483167024936,73.5455617985477,73.1772427417096,73.5373156353539,63.6808561611242,66.3291338705648,65.4781432045194
"GRB7",15.8776403204423,14.2289736732646,14.6886295438523,14.0385560075909,12.977302260011,16.0152558308669,12.7602709745114,13.1410409274235,13.900046048459,18.6472647448409,18.0015983496259,18.4206902467039
"GREB1",32.2776618808645,31.3514702947611,34.6922237252826,25.1413516932385,23.089096159719,24.8840814655074,34.9001697043131,32.2434687774237,30.1140312856225,22.4919591807777,23.2429838255158,25.4343151251185
"GREB1L",9.98023105856374,9.62021804953421,10.809395613568,16.3340707274084,15.2277014958511,16.0454732946988,9.90992473085433,9.04766353099495,8.8618947652513,10.5505568241987,11.3545190558779,10.7851024073733
"GRHL1",12.0010216448018,10.6344425880898,7.52378111033785,19.4103727668916,19.9835452142598,23.3580995420003,6.82757356038793,9.84359802474495,8.336745445829,25.7008385161979,21.9898459258748,24.2168557122616
"GRHL2",60.8986550818696,59.9585683087248,59.6104345586034,65.0708152209471,63.6562930511292,61.6285174850059,58.5812440193479,57.1610915001279,58.045410712396,61.4654379202614,61.4582413389167,60.8332708793807
"GRHL3",27.4662557231547,24.3115587918461,18.5126430623175,42.3967514578525,38.4368189481483,43.9361924114727,17.4003695106974,21.1816036704083,18.6263899232597,52.8024571757215,45.9193313833679,52.6551196060596
"GRHPR",42.8490085530898,41.1208390117299,41.7190211292495,45.2075858086494,42.6825721730998,43.8606487518931,42.6557629719382,41.7946827024237,42.8489022816132,43.1857537804067,43.7290642718214,43.9344048987479
"GRIN2D",2.07577808518337,2.26709014500651,2.02935013434801,1.07748650113879,1.12519961792003,1.19358982135706,2.17090324371558,2.03044513711736,1.96930994783362,1.15241486968649,1.17685994053245,1.32332544875747
"GRIN3A",0.921040607333017,1.02913960529901,1.17343375115361,1.37418568261179,1.00517832534189,0.906523914954732,0.97773504869633,0.958370104719393,1.34569513101964,1.28156481197894,1.14416938662877,1.24392592183202
"GRINA",80.5429390800619,75.0526158531103,74.8650733236003,76.735777776754,71.4726797302804,71.7060416729193,82.3286054563283,80.0969997690055,78.8872743269686,74.648666645037,76.5612772424164,74.0400588579802
"GRIP1",4.9213811556003,4.80265149139537,4.92842175484516,4.16940428701533,3.99070797822304,4.09446634921221,4.64009853618597,5.34413160089289,5.20226044552715,4.62952870063711,4.33694681788809,4.43314025333751
"GRIP2",2.03453746097443,2.08810934408494,2.70580017913068,1.35856993621848,1.26022357207043,1.05761123411385,2.70120021927969,3.03754592512757,3.28218324638937,1.95711835627792,1.90694897771461,1.78648935582258
"GRIPAP1",24.6481464022104,26.041706534088,27.0303915853973,23.2986936188272,24.1692877929223,24.5516893633573,25.5039701685365,26.574465954592,26.1754113899552,25.4524732425585,25.6729816656893,25.6857469603824
"GRK5",18.7507371403319,20.0756798367024,19.6860768134712,11.4151106135139,11.1319748866222,10.9387219071204,17.2180799253472,15.7237671418368,16.4765598968746,8.74245763210441,9.90523783281476,9.10447908745136
"GRK6",74.4530735718749,70.8913122316839,73.8158854990395,55.2016635003715,53.6945257671439,54.8446968547613,71.0929382865637,72.4462824923474,76.4748696408724,57.0147322166446,57.8077961530058,56.3868973715556
"GRM6",3.56044055670525,3.66910641889212,3.97586965096753,2.95137606833669,2.70047908300807,3.12750750659382,4.07665799964911,3.68728836900512,3.77451073334778,3.1492716697467,3.29084909297036,3.82441054690908
"GRN",187.232433908592,178.399113318572,174.675967686431,163.27824428851,156.327733583023,166.165833611202,175.627729594639,176.713701173598,176.794800566764,173.259614890797,168.073034470115,165.137782750444
"GRPEL1",44.9797741372184,46.2217918379946,45.3359581033936,45.5199007365157,45.0980006862348,43.5131479178271,45.1249582644086,45.2383176549747,45.5895252923484,36.4004145045802,36.8531511007475,35.623921080551
"GRPEL2",40.1958617289812,41.0462636780126,39.1788821855758,43.8802473652175,46.568261520317,44.736955203016,37.3859367772698,37.0678064232145,37.2363689302874,45.6594719058544,41.593281416781,43.6300400455336
"GRSF1",92.2002888564559,90.5344551328258,90.2577631181448,91.2584219225378,98.192419990488,92.8733750871123,89.2224661386617,91.5649539034444,89.0128096420798,88.3981681937103,85.3114488373012,85.341258190369
"GRTP1",8.59179671019606,9.42632218186918,9.81542820082608,5.76221041913355,5.10090493457081,5.25783870673744,9.84363760890882,9.29131694744903,9.56756416322502,5.94089734545277,5.37214769150459,5.99466428287132
"GRWD1",76.5838391560036,76.1861609256135,78.5648409154729,74.1279481290703,69.2372831560126,65.8891798852931,76.2633337983138,76.8482875496178,76.7046224681196,53.1700377807077,58.9628623909358,58.676250397906
"GS1-124K5.11",15.9463746941239,15.8248858148152,16.8836409136572,14.7881118344701,13.7874459849134,14.5194913711916,16.903216096106,16.194830413648,18.5935680907958,13.5905477735441,14.2312877994016,14.5168801728694
"GSAP",3.09304681567058,3.11724894938395,2.89907162049715,2.71713987243696,2.88051102187528,2.58359315762099,2.51891063392953,2.22536787028062,2.23188460754477,3.34796388865817,3.42161130858508,2.8186832058534
"GSDMA",7.91819984811668,8.38226750982671,7.22006884533339,12.3676711435061,12.077142565675,14.9274271329213,9.04819214556265,9.11263777538271,8.336745445829,14.593943479047,13.5556830187256,14.6095129542824
"GSDMB",2.47443745253646,2.07319427734148,2.66438487026643,3.01383905390996,2.70047908300807,3.29370355766886,2.17090324371558,2.14415006479593,2.60933568087955,2.87110256327065,3.05111836434338,3.21568084048064
"GSDMC",17.486024664591,16.8689404868577,15.8896735009154,15.1472740015164,13.7424380001966,15.5317764095577,15.8094785840051,15.6425493363521,15.5575485878856,18.5379840244396,17.5112400410708,18.0633923755394
"GSDMD",23.4109276759422,22.1190439805569,23.2754035817057,16.0998345315086,16.5479357142106,16.2569955415215,21.1455919006189,21.6526669422195,21.8429295047213,17.0676616044948,17.8381455801076,15.774039349189
"GSE1",30.0369212988454,30.4863964236402,28.6317835281481,30.2945480030327,30.4253976685576,32.347795031968,27.8074476561431,29.23840997449,27.2421209450318,32.029185688528,31.6226624761589,32.9640369285485
