"","fpool2_eGFPorf_IL17_24h1","fpool2_eGFPorf_IL17_24h2","fpool2_eGFPorf_IL17_24h3","fpool_eGFPorf_IL17_24h1","fpool_eGFPorf_IL17_24h2","fpool_eGFPorf_IL17_24h3","fpool2_TNFAIP3orf_IL17_24h1","fpool2_TNFAIP3orf_IL17_24h2","fpool2_TNFAIP3orf_IL17_24h3","fpool_TNFAIP3orf_IL17_24h1","fpool_TNFAIP3orf_IL17_24h2","fpool_TNFAIP3orf_IL17_24h3"
"AATF",56.4721614167766,55.1260866838425,55.6759802165001,56.8725483644563,54.6396934461967,52.4575172120472,55.5154646293679,56.4463748118626,53.3682995862912,48.0735823656287,51.749146829524,47.7852819546321
"AATK",0.879799983124076,1.40201627388561,0.993967412741882,0.874481798025687,0.870154371191491,1.16337235752524,1.17659641453287,1.47816405982144,1.542626125803,1.28156481197894,1.02430402231528,1.57475728402138
"ABALON",12.1659841416376,13.408645002374,12.6040589976853,15.3658944510228,15.2126988342788,18.0096084437673,13.3734268525074,11.8090689174746,12.357419922656,16.5709310572161,15.4735288477414,14.4242473914564
"ABAT",9.01794982702178,8.72531404492638,8.8490709939937,9.41629507516945,9.5266900983896,10.5458948773067,8.61732585291681,10.3309048576531,9.60038599568891,9.87500327989976,10.4064929926712,9.67350903041707
"ABCA1",59.6614363556014,62.0019324525794,61.4465132515849,26.9840097676498,28.4600490025907,28.0871326316808,68.9717503843072,71.0493362380106,70.9936236194021,23.2469896126413,24.6813681972777,22.0995349942497
"ABCA11P",5.43001552084391,6.10026229807673,6.08805040304402,6.96462289141886,7.53133610927808,6.96512541323552,6.47956617017398,6.41620663329085,7.20439222582467,7.44102359823432,8.11815421941364,7.49002203996726
"ABCA12",46.5606647318945,42.7764114202544,31.3928041190978,86.1208413591369,84.3449633592855,95.2454459979105,34.7013083384765,41.5997599692604,38.2538457366681,103.568319107601,93.0591101124731,94.6574693496215
"ABCA13",1.33344684942243,1.53625187457678,1.43573070729383,1.79581083523132,1.60528478823258,1.57130811925487,1.64060626815147,1.4619204987245,1.42774971217938,1.49019164183598,1.53645603347292,1.50859101158351
"ABCA2",3.78039055248626,3.17690921635781,2.77482569390442,2.7639871116169,2.74548706772488,3.18794243425747,3.54636102408499,3.23246865829083,3.10166316783796,4.55005181307252,4.67474920822611,4.23464143602389
"ABCA5",10.4613716743347,11.2907055248022,11.6929222026719,9.74422574942908,11.0569615787608,12.1172029965616,11.0036622429553,12.3613499947705,12.045612514249,12.3983944600753,11.3000347993717,12.5054254907581
"ABCA7",17.224834044601,17.5401184903135,18.5264481652723,19.4572200060715,17.3880847622575,20.9407024354543,18.5935377057167,19.118671411097,18.2817606823888,20.6143177120644,21.4776939147172,21.1335074166567
"ABCA9",1.78709371572078,1.58099707480717,1.78085828116254,1.65526911769148,1.80031938867205,1.61663431500261,1.70689339009698,1.65684323188776,1.77237895305026,1.6690146388563,1.83067101860603,2.07762095454922
"ABCB10",24.2082464106484,24.3115587918461,25.2633384071895,20.0506183690175,21.8288725876486,22.3307057717182,25.4211112661046,26.4445174658165,25.7979603166205,23.2966626673691,22.1859892492969,22.9993962994048
"ABCB5",1.47091559678556,1.9837038768807,1.67041745752455,1.60842187851153,1.60528478823258,1.13315489369341,2.08804434128369,1.86800952614797,1.70673528812247,1.44051858710811,1.73259935689499,1.81295586479773
"ABCB6",8.55055608598711,8.87446471236101,10.0225047451473,7.91718342141113,8.11643991059649,8.18893269842441,9.95964007231346,9.32380406964291,9.63320782815281,8.65304613359425,9.24052990343995,9.23681163232711
"ABCB7",14.5304465962836,14.7808311427727,15.1994183531779,17.3178627501873,17.4480954085466,18.5081965969924,14.450592584122,15.6263057752552,15.442672174262,18.2300110851268,18.1214637139394,17.3487966332104
"ABCB8",39.9209242342549,37.6754585939898,38.7923393028429,33.2615398177627,29.7652805593779,31.9096418064066,36.1430532407915,36.5317689070155,37.6466418360861,30.3800402715628,31.1214073163025,30.9128824829744
"ABCB9",8.50931546177817,7.97956070775318,8.62818934671772,7.60486849354481,6.97623763110419,7.59969215370383,8.26931846270286,8.52786957589291,8.04134895365396,7.72912731565595,7.88932034208788,7.7811536386939
"ABCC1",127.969656920344,122.333377429891,123.376205106586,106.280769952908,99.6176728398534,106.093515513535,127.07241276955,129.038849354082,128.349775850056,101.750285304561,100.872152495452,102.875320386405
"ABCC10",29.2945900630845,30.0389444213363,29.791412176347,22.9239157053877,22.6240136509788,22.8746201206911,32.5635486557337,32.5683399993624,31.8864102386727,21.1905251469076,22.6654507065508,22.3642000840012
"ABCC2",1.78709371572078,1.95387374339377,2.12598585503125,1.90512105998453,1.56027680351578,1.7375041703299,2.60176953636142,2.51775197002552,2.21547369131283,1.76836074831203,1.85246472120848,2.13055397249952
