"","fpool2_eGFPorf_TNF_24h1","fpool2_eGFPorf_TNF_24h2","fpool2_eGFPorf_TNF_24h3","fpool_eGFPorf_TNF_24h1","fpool_eGFPorf_TNF_24h2","fpool_eGFPorf_TNF_24h3","fpool2_TNFAIP3orf_TNF_24h1","fpool2_TNFAIP3orf_TNF_24h2","fpool2_TNFAIP3orf_TNF_24h3","fpool_TNFAIP3orf_TNF_24h1","fpool_TNFAIP3orf_TNF_24h2","fpool_TNFAIP3orf_TNF_24h3"
"ABAT",12.0861402351736,14.1140334873784,14.9038394624641,13.4167822351015,12.6246628708631,13.3800711934842,11.8601721535057,11.4908223490513,11.7121444514719,12.0593323413827,12.203525459413,11.8024621687634
"ABCA1",78.6960933904329,76.5526589973859,78.8250357124819,36.0612640423798,37.8324601163036,36.151384825073,86.148370757785,83.1394793490185,87.8065342873621,28.897878911435,32.0570221023386,31.1605844455652
"ABCA10",1.03838669626139,0.987401519693141,1.02519961908609,1.23035994295691,1.01052674295286,1.11967122958027,0.951119516563033,0.772492258759754,1.07102205898415,0.916561632895538,0.938732727647152,1.09426801564694
"ABCA11P",6.00902465213559,5.90117614122489,5.33103801924768,7.93875106050765,7.2259583537177,7.03993285598596,6.41285128591742,5.84197270687064,6.44340690324337,7.59436781542017,7.72002586468031,7.45144410654821
"ABCA12",56.1579952617431,46.0129108177004,39.7136702443475,88.3076201915141,90.2414224288998,91.0572627456156,46.258994669202,47.2990572603108,49.9925457854861,116.350952427282,108.738876108501,120.721210726193
"ABCA13",1.54906867802929,1.90510410858441,1.7172093619692,1.91877562532565,1.27354055276251,1.79147396732843,1.59961009603783,1.6737332273128,1.72745493384541,1.82002952817828,1.54120298568935,1.60232102291159
"ABCA2",3.84713759598483,5.61076392955044,5.97178778117649,3.14913556828256,3.39149386333494,3.66692327687539,3.80447806625213,3.95902282614374,3.50673351570618,5.83980697530586,5.61838542964937,6.64377009499928
"ABCA5",16.5290734765543,13.7306893679682,14.0324197862409,16.9760377843697,15.7946714206741,15.8573437889306,16.370784406297,15.1118798119877,16.5144691675621,16.9563902085675,18.1721842949008,17.2607752468118
"ABCA7",22.8785527832018,23.6163210533665,27.1421599153043,22.4394218167855,24.0588421815352,25.1646108848166,21.227258301475,23.1425805853443,22.3878159426365,25.5196946073343,25.8781992233476,28.1122664019773
"ABCA9",1.9916597288948,2.09096792405606,1.92224928578642,1.94806990968177,2.06258198219145,1.63751917326115,1.85900632782775,1.75420117093361,1.9174749765684,1.66290467682476,2.07361856256386,2.07129302961742
"ABCB10",24.0190758758168,22.2571919027301,21.9520868436809,22.1757732575804,21.8578318783913,20.0561108998566,26.2998957231445,23.9955407877249,26.1536676984195,21.7225106996242,22.7537604432683,21.9765493142427
"ABCB5",1.71929600528525,1.77732273544765,1.75565434768493,1.40612564909361,1.39812604161971,1.59553150215189,1.72930821193279,2.07607294541684,1.96929862458376,1.40102992456889,1.40109362335396,1.32875401899986
"ABCB6",7.60916152834167,8.43357062702612,8.53478682889171,6.53262541141405,5.98010346514568,6.95595751376744,7.76747605193143,8.48132125763313,8.53362737319631,7.59436781542017,7.5378836936443,7.79014611139131
"ABCB7",14.3671864204035,13.9397861603738,14.480944619591,17.6205120402043,17.1651117981034,17.0749862510991,14.9585160332186,14.5003234404695,14.5451705429783,19.5620439935133,17.527681228158,19.1627172740077
"ABCB8",38.1819895035131,40.890039403763,40.6619798920021,31.0665885596619,30.5788160983954,33.3522067511223,35.2778875234288,37.6750912032622,34.9118642130157,30.4429399497447,32.5754267429795,33.726903482261
"ABCB9",7.35382053745772,7.93406162294606,8.41945187174453,7.25033537813891,6.76914489457463,6.95595751376744,8.01246138195524,8.27210460421903,8.2745091331195,6.97896214761888,7.10354467040457,7.60776810878349
"ABCC1",110.937149172713,112.215278591009,111.387938613704,94.9281284559965,94.6296002030924,94.0523832847428,113.975822068137,118.320064300036,116.361364343827,105.771212436145,106.623224737236,105.9095115144
"ABCC10",31.9176238604936,33.3625548771612,35.1259019489372,23.318250347469,23.145215263249,25.934384855153,32.1651327419498,34.4885606358782,32.2688581642322,22.9795095104524,23.2441432114422,24.6080033518699
"ABCC2",2.17890978887636,2.38138013573052,2.28106915246655,1.61118563958642,1.59192569095313,1.74948629621917,2.66601682672971,2.46231907479672,2.86757519018338,1.80693579056549,2.56400133073774,2.11037403017624
"ABCC3",32.0367829895727,34.1989420467836,35.4847218156174,19.7736419403788,22.4946021547725,22.9952478775048,32.5109943843364,34.1345016839466,32.0270144734938,26.5933810915834,25.6680351798445,28.0862124016048
"ABCC4",31.0664872242137,30.4932822258176,29.1925591534765,26.1012073613001,24.9447834356308,25.4725204729512,30.565522645912,30.3203211563203,30.0404412995716,18.8811696376481,19.4051466834523,17.794882254449
"ABCC5",34.5391247002354,35.3605908934814,33.3446176107751,34.6258441089301,30.8695155723955,33.5621451066686,33.3756484903028,33.7160683771184,31.7506216840786,30.6786272267749,30.5858737978169,32.4763114643788
"ABCC9",131.55167850341,121.764032110865,125.292208447559,136.101245118519,136.490324459112,136.319972201398,141.183604602546,133.625067176713,137.038999901956,136.868839266529,142.645341793667,136.562042952701
"ABCD1",2.87684183062582,3.06675295528223,3.16530382392831,1.80159848790118,1.59192569095313,1.94542876139572,3.50184912916389,3.29918568845312,3.14396797959864,2.3830602455284,2.66207788437252,2.60540003725462
