"","fpool2_eGFPorf_TNF_1h1","fpool2_eGFPorf_TNF_1h2","fpool2_eGFPorf_TNF_1h3","fpool_eGFPorf_TNF_1h1","fpool_eGFPorf_TNF_1h2","fpool_eGFPorf_TNF_1h3","fpool2_TNIP1orf_TNF_1h1","fpool2_TNIP1orf_TNF_1h2","fpool2_TNIP1orf_TNF_1h3","fpool_TNIP1orf_TNF_1h1","fpool_TNIP1orf_TNF_1h2","fpool_TNIP1orf_TNF_1h3"
"AATF",55.2151196353107,53.1454742069123,56.438164952369,56.2766583006517,56.3052141374392,55.6271333376522,53.9658866963465,55.9029893056673,53.8898572960986,54.7192626029698,52.3022371266478,52.8029929257327
"AATK",1.0448825649181,1.60268349933368,1.08065664825413,1.25362648618567,0.943844630049558,1.36596873638076,1.27208799102902,0.876753352147339,1.05797405313688,0.978521391697355,1.07476696309852,1.17456508593487
"ABALON",13.8730191149367,14.8156466999472,16.7443680659592,15.9123678741587,15.7741389895639,18.2795491063636,15.2405926617515,13.8985332527902,14.7336807610536,16.9639239498683,16.473583279217,16.2656290025445
"ABAT",12.5134128858866,13.3597739028426,13.3745785176399,12.1639005590293,12.2157362463885,11.8050794046565,11.4610235345595,12.0155061669283,12.0386310677997,12.4436746891071,12.415411470276,12.5741387324635
"ABCA1",69.8812423838599,72.8548109811609,73.194152982288,36.0448645136949,35.6599689537115,34.6711739429327,78.2945695247766,75.0221902462439,75.3611622902871,34.4127788549141,35.9676323340384,34.7650291060187
"ABCA11P",5.70279279407107,5.51763555877474,6.60013952912201,6.44190243891448,6.56351725494233,6.91868717695294,4.9171093499391,5.20074147523762,5.92465469756654,6.00102057032095,5.63326132382672,5.82038948833797
"ABCA12",42.2736825662046,35.8829824698144,34.4415731766156,83.1985973950746,84.5120651504145,81.9025969984397,28.3284210309924,27.7771402930316,26.4827610353632,121.18944138765,128.110368954855,129.265082582439
"ABCA13",1.47290674813756,1.70055730081971,2.04511365691105,1.87423365756471,1.67071348307623,1.31044155197504,1.41886737460929,1.43468730351383,1.16933974294076,1.45479286553235,1.66774183929081,1.48918073395314
"ABCA2",4.53202076350019,3.98835741055558,3.9856476381846,3.67399445456394,3.23293907764102,3.46489630691704,3.24137805406433,3.40738234584534,3.53029236678307,4.2604648204876,4.52143343096618,4.10049061250477
"ABCA5",17.5993472982591,18.5837880571593,17.5345256152203,16.3716171809792,14.6241673713426,15.4143463910284,14.5433905897452,14.0579429531806,14.6223150712497,13.4741529688592,14.7131891155211,16.2551418142772
"ABCA7",16.7558878783854,17.702923843785,17.3021263360258,20.7655159543428,19.0287756449072,20.2452114343262,18.3107281016389,17.764218487258,17.5178230061507,22.3328023821901,23.0426330795346,21.802864407666
"ABCA9",1.74986357257369,2.28780010973587,2.21941311630687,1.71287579300616,1.62731832767165,1.86571339603225,1.7491209876649,2.32140376193557,2.09367496831299,1.59334456701162,1.55655905000475,1.95061701771326
"ABCB10",21.1116633899717,21.0428673194957,22.3568106585048,21.1006438268875,18.7792535013309,19.9342592016541,22.0046759217424,22.1479852479947,21.3933490113258,19.5357899085773,19.2531530113683,21.3728896887077
"ABCB5",2.87027981688345,2.92397981939504,2.62611185489714,2.34589510781279,1.85514289354568,2.05450582301171,2.21392236900243,2.61033384389321,2.7395959691755,1.57602560432671,1.67700707173131,1.79330919370413
"ABCB6",8.63601734378092,8.44161537816978,8.59877333019417,7.81965035937595,7.59415219580104,7.34069377843643,7.32673756371523,7.88081706305165,7.62854975156593,7.90610646566093,8.65372709943118,8.20098122500953
"ABCB7",14.5402332828964,15.023628528105,15.3964522466315,16.4088536112619,16.4359151094837,16.9802129912697,15.3873720453318,14.4365409916079,14.9564121406614,16.1239542596502,16.2141567708828,16.9263218633828
"ABCB8",35.7651971919557,36.4090541528018,36.7307060766808,31.1420678598004,31.8194977004064,31.8059712275975,38.4561984980312,38.4675533254645,36.917726169987,34.4647357429688,34.0589944512945,34.5343109641386
"ABCB9",6.64696378646695,6.48413934844925,6.21668071845119,6.98803674972803,6.83473697622094,6.7076838762112,6.83747295178099,6.63542877875145,7.06058473356613,6.43399463744367,6.22623620001901,5.90428699447617
"ABCC1",119.368391331969,120.690631457456,122.079341360838,112.193364441904,109.301547675279,110.676783957485,121.386550220885,123.054325595134,119.784935953056,117.301334264888,116.167484339045,114.205480230631
"ABCC10",31.1702316956291,30.2185362088106,31.5482021506448,24.9732325762927,25.0932486126969,24.2098524008947,30.3466375552212,29.3911635094847,29.9350974192835,27.1994308966495,27.0174177965111,27.5078948250639
"ABCC2",3.05911401536263,3.46228572756818,3.09091041328601,1.88664580099229,2.02872351516399,1.91013514355683,2.91112444100872,2.73985422546043,3.00687362470482,1.8444695259428,1.96422927738695,2.25474547746426
"ABCC3",30.2512385963638,31.7233459066583,30.3629658267532,21.4357716994322,21.491450714117,21.6333910444692,31.4230197014765,32.7188410051348,31.7169484561457,20.92130692337,21.5694611214944,19.5271445536672
"ABCC4",33.3481194514222,32.6898496963328,32.1175803846712,26.2765076361887,25.3753171228266,26.3754125927179,30.3344059399228,31.5631206773042,30.4696527303422,22.540629934409,24.4694788753723,23.9212764376557
"ABCC5",30.5281954207999,30.4876891628972,30.0724667277602,31.6261414534761,30.441701516311,31.3950700629951,30.0163839421656,29.7199460165399,29.3114495563818,30.0743787023444,31.057059140571,31.1154875890068
"ABCC9",131.302712675853,133.169541146925,128.633001034121,142.292812253787,128.731728507679,138.529219655395,121.386550220885,123.412997421012,124.517977769721,112.902317742921,123.338774247996,130.76475050466
"ABCD1",2.15270986266259,2.42237658677915,2.19617318838743,1.60116650215793,1.67071348307623,1.7768699009831,2.54417598205804,2.5007396748748,2.34981605486192,2.02631863413435,1.8715769529819,1.7198988758332
"ABCD3",34.4433578026015,33.3382636311777,34.7901720954072,40.7118304424653,40.8022948691539,40.2349978203861,34.2485228353967,32.9778817682692,35.1247385641445,38.3701618284158,39.0900156664884,41.3300089613332
"ABCD4",10.0459793590921,9.39588494265853,10.1442285368372,10.0786604631957,10.5667203410146,9.79499532916934,10.6659685401664,10.7302654575305,10.5240576864669,9.94108458113773,10.1454295223524,10.5920601499484
"ABCE1",127.563795545965,124.593349291712,127.42452478231,140.828179329333,142.260168205056,145.248008968487,130.315629388684,119.258382104587,126.388921358426,131.407629371747,134.169830970945,147.019892318937
"ABCF1",106.137408491861,104.761670265605,106.462109798972,100.277706751426,102.998401352764,101.525903967422,95.3087464047897,96.9011716248298,98.6588645972593,98.0253287965846,96.5622524949377,92.6647955296473
"ABCF2",90.6152373768733,90.5210321493886,90.9843178046221,94.0468107507803,96.272152265055,97.4168923213984,88.1410198399531,89.9469234452975,87.7561635654592,89.85943789065,89.5670020023568,87.630945161355
"ABCF3",30.5407843673652,29.6802303006375,30.455925538431,29.3919556365115,30.2681208946927,30.5066351125036,29.6494354832149,31.3638585518162,29.489634660068,29.0352409412498,28.3886721977057,29.185844947828
"ABCG1",3.889984488671,3.5112226283112,3.38140951227906,6.52878744290754,6.12956570089656,5.96361960517453,3.71841105070021,3.23800953918051,3.37438040105763,10.7810542713558,11.349909739618,11.4205480230631
"ABCG2",7.28900006129614,6.58201314993527,7.35543718650393,5.61028882926656,5.80410203536223,5.4305586348796,5.98125988089607,6.18708899640338,5.71305988693916,4.42499496599423,5.05881691251544,5.06531193309412
"ABHD10",11.1034508705755,11.3655951975648,10.818186446501,12.3376705670154,12.6713853781366,12.2604023167834,12.6719534490968,12.3841410990812,11.9495385159566,11.5430886294918,11.6186014803926,12.5321899793944
"ABHD11",16.3026858020354,15.7576820392502,15.4313121385106,12.9458655949669,13.4091030200144,13.3154188204921,15.7787837348792,16.8177233911899,15.8139279521513,12.2012092115183,12.1189240321799,11.3366505169249
"ABHD12",20.9731849777537,21.2997860483965,21.4853133615257,22.7886953330385,22.2617147225482,21.6111801707069,20.7570511613101,21.8690182723115,21.2151639076396,22.9389660761619,23.802382139656,22.7467113517208
"ABHD13",12.9792039088019,12.5033781398399,13.4907781572371,13.2065206069461,12.6062926450297,12.1382425110908,12.5985637573066,10.7501916700793,11.303617515094,11.6296834429164,12.0170064753343,14.1052682194857
"ABHD14A",2.34154406114177,2.42237658677915,2.21941311630687,1.84940937070955,2.09381624827086,1.8768188329134,2.34847013728435,2.74981733173484,2.38322576180308,2.2254867050108,1.93643358006544,2.30718141880064
"ABHD14B",15.2829811302479,16.0023665429653,15.1408130395176,14.1001949337319,15.8826268780753,15.5031898860775,15.5219198136137,16.6882030096226,16.0255227627787,17.3622600916212,17.650267799161,17.3667837706084
"ABHD15",15.7991279394243,13.836908685087,13.7696572922704,12.6976227264152,12.1940386686862,12.0382935791605,14.3476847449716,14.3369099288639,14.3773105536812,14.6431829500905,14.3147841205794,14.2940376082967
"ABHD16A",13.1932160004117,13.6166926317434,13.0840794186468,12.6852105829877,12.5411999119229,12.8934122190086,13.3936187516998,12.2944731426115,12.5397766719171,13.2663254166402,13.2492823899214,13.014600639689
"ABHD16B",7.23864427503503,6.98574258106513,6.62337945704146,5.79647098068027,5.23996501510272,5.59714018809676,5.38191073127663,6.00775308346415,5.79101586980188,4.81467162640469,4.7623294744193,4.43608063705759
"ABHD17A",53.6415013146509,52.4603575965101,51.3602407019706,48.4445957978482,46.5304553825581,46.2985663574909,54.7609416907397,54.5878592774462,51.5289046722563,46.2762682940767,48.0494954364562,46.0072949285381
"ABHD17B",12.6141244584089,12.894873345784,13.328098661801,15.4655307107658,14.3963428054686,13.4486840630658,13.2590709834179,13.2808206637773,12.9963760001131,13.7772348158451,13.7959311039112,14.7659610803241
"ABHD17C",23.3776737717218,22.4375689906715,23.0307685681687,25.5814276042442,25.4187122782312,24.4652774491611,23.8761130623909,23.3933735322949,23.8211210490504,26.8876895683211,28.2404284786576,28.2210236272387
"ABHD18",3.63820555736543,4.17187078834187,3.56732893563461,3.73605517170184,4.25272522964859,3.84248116087595,3.82849558838542,3.82583280937021,3.46347295290074,3.71491749591297,3.80801053304734,3.99561872983201
"ABHD2",77.0191750863727,76.7085919146732,75.738925089467,70.8236903977765,70.0614784006902,69.5866674972506,79.1385509803631,76.1779105740745,77.0873304822473,68.080842314377,67.7103186752067,68.376467502637
"ABHD3",13.9989085805895,15.6353397873927,15.7682910933426,9.44564114838905,9.67711965522076,9.52846484402187,14.7513280498173,14.3070206100407,14.3216277087793,8.55556756634502,9.68216790032718,10.0677007365846
"ABHD4",14.3262211912867,13.3842423532141,14.0950162831426,18.8540458664954,19.2457514219301,19.5455689108141,13.1734496763294,13.2608944512285,12.8738737413288,17.5008117931005,16.52917467386,16.9577834281847
"ABHD5",18.1784388402619,18.498148480859,18.2433434167633,23.2355324964314,21.947099845865,23.3214174504032,17.662452490826,18.3918941825453,18.7539821629738,21.8305524643277,22.5423105277474,23.8688404963193
"ABHD6",6.43295169485722,6.71658962697856,6.15858089865258,6.09436242294221,6.0427753900874,6.19683377967856,6.43382964693524,6.18708899640338,6.06943009431158,7.7588952828392,6.85627200597331,6.97398019773828
"ABHD8",13.4575838782825,13.7757375591582,14.1531161029412,15.5027671410485,14.8194455706632,14.7369147412786,16.3536696539019,14.5560982669007,14.7225441920732,18.1762513378119,17.5112893125535,16.8424243572446
"ABI1",53.0749987192134,51.8853490127797,53.4402142507608,57.7288790816787,55.5132525513056,56.8376259576969,46.7003072091231,45.0033510414719,46.7067703037482,60.2699901434831,60.1869499335171,62.5770523908336
"ABI2",30.7799743521055,29.1174559420928,29.7006278810491,34.4064615812542,33.5553039165895,32.8720931681873,30.615733091785,32.3502060729819,30.7592035238323,29.4422365643452,32.4561092390872,31.010615706334
"ABI3BP",2.3793109008376,2.16545785787833,2.26589297214576,4.26977733908782,3.77537852019823,3.49821261756048,1.8347422947534,1.72361738547147,1.81526074380328,3.94872349215924,3.66903204643977,3.97464435329746
"ABL1",84.4088867201911,82.519848877906,85.5229347435529,88.0020969015484,89.2529858783646,88.6769134959378,85.7069283955803,85.6727508535792,84.3706465954212,91.5133988270588,90.8733997764679,85.3657124956235
"ABL2",301.832582849113,300.227886058386,305.291313113772,340.887107095081,312.46681649066,322.646257707887,260.190920626628,260.166594143448,251.029401386931,354.268041201155,345.157704106113,338.51595007939
"ABLIM1",95.6885828426804,89.3343123063706,89.6828818411333,122.147903470823,116.89569987108,122.08206763442,71.9585928002282,67.5897129655403,70.6726667495437,140.30957619179,144.704400255799,147.261097649084
"ABLIM3",10.0082125193963,9.55492987007332,10.9343860860983,11.8535969733397,12.3350729237511,11.5052326088656,10.9472956920286,9.97306938067598,10.212233755016,12.460993651792,13.7681354065897,13.1614212754309
"ABR",57.3300626582774,56.2162647285364,57.2050825737107,43.6410962913744,42.917808695127,44.2995877188849,55.0055739967068,56.1122145374297,55.8944397125685,47.2894276111439,46.4558754566894,45.8604742927963
"ABRACL",21.1494302296676,21.7646866054551,23.100488351927,19.2884708864607,18.5948240908614,18.92366444547,22.4939405336766,22.626214349166,20.9033399761887,18.4273762967431,17.9096943074952,18.719631057087
"ABT1",24.3218447641177,26.780718931614,25.8776597383006,23.6699575163967,25.5055025890404,24.7873351187142,26.9340168869798,26.422157839713,25.3134212924224,22.3328023821901,22.8017370360815,21.687505336726
"ABTB1",7.26382216816558,7.24266130996595,7.84347567281225,4.91520879732203,4.77346709450351,5.41945319799845,8.86792109130808,8.68782867127818,8.53061183897738,6.91026611127867,6.63390642740121,6.58595423184909
"ABTB2",8.48494998499758,8.94321861078566,8.71497296979139,11.0095712202642,11.2176476720833,11.7273413464885,6.38490318574182,6.71513362894666,6.93808247478186,10.9455844168624,11.6741928750356,11.8610099302887
"ACAA1",35.5385961537807,34.3904069971525,37.2187445629891,42.1144026497819,44.3932439788827,43.0224624775533,33.881574376446,32.1808332663171,34.3897250114388,42.3448637646024,42.332847020665,42.0745993283098
"ACAA2",7.8932694964295,7.21819285959445,7.50649671798032,9.32151971411324,9.6879684440719,8.22912872892798,6.67846195290236,6.9343219669835,7.08285787152691,9.42151570059046,9.49686325151709,9.03995628639158
"ACACA",246.806297412281,240.916362357854,240.591353786041,260.357120536936,255.499826233301,255.536102635132,239.874207616059,236.055876959397,236.997324471642,261.516336542125,266.254984642777,260.208115287643
"ACACB",6.34482906890027,5.71338316174679,5.65892244838454,5.36204596071494,5.0880819711867,5.1307118390887,5.49199526896183,5.54945019484168,5.25646055874324,5.46413272708877,5.48501760477865,5.41138914591422
"ACAD10",11.5566529469255,11.6347481516514,11.9569429145538,10.897861929416,11.0549158393161,11.4052836769353,12.4762476043231,12.6431818622156,12.3504549992505,12.5302695025316,12.4432071675975,12.3748821553852
"ACAD11",16.0005510844687,18.7550672097598,17.7669248944147,18.9905794441987,18.562277724308,18.3017599801259,17.7847686438096,17.1863583233427,16.9275848501901,19.8042338301934,19.8831888173226,20.6178121334639
"ACAD8",9.34099835143651,8.34374157668375,8.97061217690527,8.63885182559629,8.78751896942692,8.99540387372694,9.88314516107162,8.98672185951022,8.92039175329097,9.36955881253574,9.33008906758801,9.43846944054805
"ACAD9",40.0202611310198,41.1559335248741,41.064952633657,36.454465246805,37.9490634013029,37.1476863674279,39.8750658726405,41.5860055893522,40.2586968641034,38.5346919739224,37.5241913840431,36.6841845589301
"ACADM",21.6781659854093,19.9784897283351,20.6951558122646,18.41962084653,18.2802092141782,18.2906545432448,21.1117680049624,20.4144047562488,21.025842234973,18.4360357780856,18.3822211619609,19.6005548715381
"ACADS",3.72632818332238,4.20857346389913,4.06698738590265,3.45057587286748,3.66689063168679,3.76474310270794,4.28106535442459,4.21439395407187,4.05371110886131,4.15655104437815,4.24347645775105,3.89074684715925
"ACADSB",22.0936012220634,21.7769208306409,21.5666531092438,21.9074331496802,20.4933621398117,21.6111801707069,20.2188600881824,21.1815639393778,23.0972440653252,19.3712597630706,20.0314325363707,20.5339146273257
"ACADVL",73.4565032083989,74.3596206790085,76.9474013412781,74.125320549513,74.4877842519571,76.3276676841053,78.5025069848486,76.9251435446546,77.7777977590314,83.1743182942752,80.2554433996498,78.1715013442724
"ACAP2",47.5736290701867,48.8267927163414,48.9084283064693,51.3986859336124,50.3166826916075,50.4964214985635,52.2779237851734,48.998556657507,48.4329384957084,52.1214182002334,54.803849885584,59.7245371821346
"ACAP3",28.3125408253109,29.3132035450649,29.8400674485657,28.8209970388428,28.1417582798684,28.8297141434508,28.2427997239039,28.5941150075325,28.4316606069311,32.2652274819854,34.0311987539729,32.4158989341489
"ACAT1",28.9797549932707,30.499923388083,28.6199712327949,29.466428497077,30.7129212375897,29.8069925889915,31.5575674697584,30.566810049864,30.6144281270872,31.7110206760683,30.102740199199,31.3671801074214
"ACAT2",145.351977042703,144.204812264474,147.376002901152,147.927925369909,155.452295448047,153.965776920186,145.935402124685,143.996774983926,147.15862250685,141.911580240144,138.246533244767,136.941704394085
"ACBD3",53.2008881848661,53.6470774395282,54.183891944183,53.7818174717079,53.0180311155424,54.0834776111731,53.6845595444844,53.6712535002013,52.2750547939423,55.5332538491605,57.8613765909505,61.5388207523733
"ACBD4",2.94581349627512,3.03408784606682,3.17225016100407,3.53746087686055,3.5475539543242,3.52042349132277,3.62055812831337,4.06494735995584,3.89779914313588,3.75821490262524,3.76168437084482,3.94318278849563
"ACBD5",17.5112246723021,16.6874831533675,17.5926254350189,21.0013466794668,21.3829628256055,20.3451603662565,17.9927061038816,16.7280554347203,16.7271266085431,20.8606905539728,21.1525256616717,22.8201216695917
"ACBD6",37.5780054973558,37.7792873736062,38.6944799858738,39.8678046893898,39.7282647728906,39.7019368500911,39.3613380301095,37.7701358862564,39.2229959489273,35.7290200189671,35.170822344155,35.8766710623499
"ACBD7",6.49589642768361,6.87563455439335,6.29802046616925,5.59787668583898,5.73900930225536,5.25287164478129,5.38191073127663,8.16974714500929,6.59284883638983,4.19118896974796,4.28053738751307,4.61436283760127
"ACCS",1.39737306874589,1.55374659859067,1.2781960355694,1.14191719533744,1.11742525166787,1.16607087252016,1.34547768281916,1.74354359802028,1.43661739847008,1.43747390284744,1.63994614196929,1.57307824009134
"ACD",23.8434647946371,23.5998203833181,23.3445075950812,20.5917459463567,22.2725635113993,21.2558061905103,25.8576347407245,26.2129326079506,24.7788659813638,20.8866689980002,20.3557156717883,19.7054267542109
"ACER2",5.28735755741689,4.42878951724269,5.12440410623734,4.95244522760477,4.91450134956839,4.75312698512979,4.96603581113252,4.83210654308477,4.5437201439984,5.48145168977368,5.53134376698117,5.31700445150874
"ACER3",58.9288588720678,59.4828028531325,56.5543645919663,48.419771510993,49.4813259500694,51.5070162547476,57.5619815940632,61.0838045683561,58.6563088197048,44.7435400964622,47.9105169498486,48.1361941467951
"ACIN1",153.031234447523,152.499616940415,153.883182718597,150.07522618288,150.440154998819,151.111679641731,150.938132781713,151.49899400855,150.61095889077,148.622678280546,147.261604409378,143.726915203012
"ACKR3",6.91133166433779,7.25489553515171,8.20369455556363,2.65619869350231,2.92917298980897,3.27610387993759,5.19843650180129,4.45350850465751,4.43235445419451,2.59784440273634,2.9000177538779,2.80007926736259
"ACKR4",1.20853887026672,1.34576477043286,1.16199639597219,1.43980863759938,1.21506435132817,1.22159805692588,1.23539314513395,1.32509313449541,1.33638827764659,1.10841361183417,1.22301068214659,1.37382166301311
"ACLY",632.733043317453,625.083267415693,629.441827734173,714.517448552121,730.904602479297,715.678774368468,646.624342747588,636.134372514266,637.379252454559,719.89732192361,712.635353161402,695.373992438244
"ACO1",34.4433578026015,32.7020839215186,32.4080794836643,27.9149105686294,29.2700323203875,29.4183022981514,30.5912698611883,30.9254818757425,30.5698818511657,26.4980129079107,25.970446530734,24.655379616365
"ACO2",84.8369109034105,79.3144818792386,80.4682504210738,77.6007207092356,77.6230842299378,74.9061717633188,82.4410871109192,83.2218267100764,79.9717018481678,80.732344555703,80.3573609564953,76.9130387521994
"ACOT1",4.44389813754324,4.61230289502899,4.81066507932485,1.56393007187519,1.4428889172022,1.61028834776593,5.78555403612237,5.49963466346967,5.3900993865079,1.80117211923053,1.93643358006544,2.04500171211875
"ACOT11",4.05364079401962,4.30644726538516,4.24128684529848,4.39389877336363,4.29612038505316,4.29780407300287,4.08535950965089,4.27417259171828,4.28757905744947,4.99652073459623,5.36456958305209,4.89751692081771
"ACOT13",19.9283024128356,18.8284725608743,19.010261038105,22.9748774844522,22.3376562445062,22.7550401694648,20.1943968575857,20.7631134758529,20.9367496831299,25.2337286319123,25.0346580542431,25.0119440174523
"ACOT2",8.86261838195593,8.64959720632758,9.09843178046221,7.21145533142449,7.27953731911786,7.24074484650613,10.1522406976355,9.51476649205351,8.87584547736942,7.44715395451084,7.236146536034,7.25713428095473
"ACOT4",1.01970467178754,1.01544069041752,1.24333614369024,0.682667888516948,0.726868853026671,0.88843495049155,1.34547768281916,1.34501934704421,1.36979798458775,0.718736951423721,0.574444411311278,0.807513496580222
"ACOT7",80.0153443689089,79.5591663829537,79.1435745296656,80.7161687095584,87.8968872719715,83.6572560256605,91.847199275355,91.5111311303785,88.9255033084,91.8511185994146,91.6794749987918,89.3193824723864
"ACOT8",5.96716067194192,5.78678851286131,5.5311028448276,5.62270097269414,5.73900930225536,5.55271844057219,5.67546949843717,6.10738414620817,6.01374724940964,6.1049343464304,5.78150504287479,4.91849129735226
"ACOT9",40.8133647646323,39.1862232699678,40.4955743996307,41.7296262035269,44.0026875802415,42.9336189825041,41.0493009412826,41.9147880964074,41.7509971074755,42.1889931004382,41.5360370307816,39.8932641687164
"ACOX1",47.8631748411881,46.2453712021475,47.9788311896915,53.5211624597287,51.5100494652334,52.3954512052391,40.168624639801,39.5535319093743,41.7509971074755,55.8882925842011,57.1479536930316,58.7072799202089
"ACOX3",12.1483334354936,11.5368743501654,11.0041058698566,11.7542998259191,12.248282612942,11.7162359096073,12.0114462229856,11.4476091092874,11.8381728261527,13.508790894229,14.3147841205794,13.4236009821128
"ACP1",36.9863250087877,35.3813792371985,36.8236657883586,40.2401689922172,42.5814962407416,40.1461543253369,37.7589964260249,36.1760388823521,38.5659383790844,38.0584205000874,39.0251590394049,38.4879809409015
"ACP2",14.4772885500701,14.3140434673314,15.0246133999204,14.1746677942974,14.1034255064877,14.3260135766762,14.2498318225847,14.7852497112119,14.2770814328577,14.3920579911593,13.8978486607567,13.2348315933018
"ACP5",4.15435236654184,4.62453712021475,4.03212749402348,3.74846731512942,3.86216883100739,3.52042349132277,3.87742204957884,4.49336092975511,4.05371110886131,4.95322332788396,4.62335098781173,4.51997814319579
"ACP6",4.30541972532518,4.00059163574133,4.54340590825124,4.56766878134976,4.68667678369436,4.85307591706009,4.84371965814896,4.73247548034075,4.17621336764558,4.55488718613105,4.80865563662182,4.6458244024031
"ACP7",2.5555561527515,2.75270066679449,2.44019243154159,3.09062371346764,3.41736848811047,3.22057669553187,2.14053267721229,2.82952218193005,3.06255646960676,6.08761538374549,7.32879886043904,7.70808337644758
"ACSF2",11.6321866263172,11.255487170893,11.7245436353594,13.7278306309045,13.9623912514228,13.7929526063813,12.782037986782,11.8560964665379,12.4618206890544,15.4485147149388,15.9732607274297,15.0071664104714
"ACSF3",13.8478412218061,14.7667097992042,14.745734264887,16.7563936272342,16.457612687186,16.3694139628068,14.8002545110107,15.5723351068897,15.9252936419552,17.0851566886627,16.9739058310042,17.0416809343229
"ACSL1",63.4482906890027,61.9418821154689,63.6774024992758,63.227458620097,63.584751456557,62.6679803202977,53.880265389258,52.0373040711994,50.7604814126095,65.050023844518,65.5515195165692,67.5899283825914
