"","fpool2_eGFPorf_unt_24h1","fpool2_eGFPorf_unt_24h2","fpool2_eGFPorf_unt_24h3","fpool_eGFPorf_unt_24h1","fpool_eGFPorf_unt_24h2","fpool_eGFPorf_unt_24h3","fpool2_TNIP1orf_unt_24h1","fpool2_TNIP1orf_unt_24h2","fpool2_TNIP1orf_unt_24h3","fpool_TNIP1orf_unt_24h1","fpool_TNIP1orf_unt_24h2","fpool_TNIP1orf_unt_24h3"
"C17orf100",1.79161313667103,1.54323765816896,1.6863371717939,1.54983971672102,1.35125717917565,1.26735653522553,1.99635262715687,1.67477552359367,1.89870107718358,1.55365183715641,1.50546896155898,1.50748001510937
"C17orf107",1.3195713521589,1.27484850022653,0.96103086134491,1.36667684110853,1.63221164217257,1.3681689868912,1.46751749413518,1.48415066724968,1.22997616949628,2.16693545708657,1.6980289450142,2.09145875970129
"C17orf49",10.663853041024,12.5304188114371,11.4417070473328,11.7646923951096,12.4288902916255,11.7950568448831,12.3086377210798,14.0109269412836,12.2997616949628,11.0936192582922,12.6214316428375,11.2042433555426
"C17orf51",20.5445458486528,20.3975760036245,20.0728521416758,15.1461608679554,14.3286776128428,13.9121183298621,19.8577592449644,20.8461896473326,19.9542735847406,14.7733209778732,14.2669442287275,14.1920415836873
"C17orf53",12.9060515174566,14.5265631736339,13.5450953476349,11.4406349997952,11.8669813656317,11.5214230475049,12.9829025156824,13.9973108801162,13.1476093457806,11.3934468058136,10.9934245099888,12.1413255270971
"C17orf58",2.4674911463134,2.70066590179568,2.59297005985513,2.77562203812764,2.56872651882896,2.88035576187621,2.55162951682964,2.81852466165764,2.03005775547929,3.12093219920015,2.95842156399381,2.9198937229596
"C17orf62",17.476274249324,17.5123925557434,16.3919226161471,15.48430771524,15.2919500574037,15.8419566903192,17.1078165532516,18.1365934750144,17.1957833405305,16.749457086537,15.3172714112105,16.6230228693142
"C17orf67",1.72724380241938,1.9290470727112,1.7588678028388,1.40894519701911,1.08368150013097,1.64180278426944,1.86414384390145,1.98794493044452,1.70763681784435,1.70356561091711,1.26039261897961,1.52106091614639
"C17orf75",16.1888875642909,17.3446493320294,16.0836674342063,16.076064697988,16.4425254772958,16.9364918798321,16.6318649335321,17.2787816214664,17.4107306322871,17.5944256295519,17.4179257761765,16.514375661018
"C17orf80",17.0149606871872,16.9923885622299,16.5732491937594,20.2606319331348,20.683599990154,20.7961686007463,15.2040100743735,15.549541853203,15.4403804578513,19.297991240469,18.3457147873699,19.7873728109401
"C17orf89",32.8927298025951,31.4518544463782,31.5689571622922,30.5600213233444,28.8580369849691,30.6325835275535,31.1616102133029,31.2624764404152,31.0957082074593,26.698280254293,28.7964702530758,26.7951177460432
"C17orf96",20.9951311884144,22.9304986817061,21.3240055272003,17.5413677028879,15.9742680389676,19.8744547569459,22.9778865297923,21.81292999022,22.5694656344463,19.4342764893424,20.6739400418739,20.3849324565691
"C17orf97",2.4674911463134,2.58324564519586,2.84682726851228,3.98731490756408,4.24107451285823,4.06130162424546,2.7896053266894,2.95468527333192,2.80625630904491,4.45652763815916,4.11378146472511,4.54960184740216
"C18orf21",10.2025394788871,9.27620027138515,8.64927775210419,8.77772857742904,9.20460335913711,8.62666550681926,9.08274340964748,7.50244970325295,8.44265195955212,9.10385462474104,9.73303189100921,8.31151143465708
"C18orf25",49.9291469345328,49.4507023508923,45.2953790875393,52.3141351653195,52.6722724199459,49.09566396118,45.4930423181907,42.5229590258783,44.2194345208225,49.4579168161456,51.7811300964123,50.0456203214238
"C18orf32",7.35956054943908,6.57553436958947,6.63655274060825,10.4543733618818,10.6896483778351,9.67799535990407,7.17893693076941,6.52209329919812,7.24850033868195,9.79890939399522,10.1881736700852,9.80541054872943
"C18orf54",19.8793960613857,17.3781979767722,18.2051883922696,20.3029002890453,23.3325992126964,18.5638928852922,20.0164097848709,18.8310125945532,19.1064259339228,18.5075367970035,19.7811619367633,18.9317760456078
"C18orf61",1.94180824992489,2.24775919776783,2.35724550895921,1.62028697657197,1.21746933965331,1.54099033260377,1.73193506064603,1.94709674694224,1.88675956097487,1.73082266069178,1.64551258589005,1.61612722340554
"C18orf8",15.0946088820128,14.3755942722913,14.9413099952492,15.0757136081045,14.5026018042218,14.0561361179559,15.4023232492566,13.6569093509305,14.1387551911029,14.4462363805771,14.9146459912587,14.8439248334644
"C19orf12",11.9619679484323,11.9097688836952,11.6774315982287,10.4261944579414,9.87354255674882,9.66359358109469,11.0262125235022,12.3225353565225,12.0848144032062,10.3440503894887,9.87307551534028,9.79182964769241
"C19orf24",17.4548178045735,17.579489845229,17.3529534774921,16.0478857940476,14.3152988288906,16.3604207274569,16.0765880438593,16.7069070524344,16.1210468817473,15.0322629507326,15.3697877703347,14.8303439324273
"C19orf25",15.9528666720349,16.7910966937731,15.3402284659961,14.5403144332372,14.8236926190755,14.8482339524719,15.3494397359545,16.4754340125881,16.2285205276257,15.6319180457754,14.3194605878517,14.9254102396865
"C19orf33",77.414852659989,84.0225807583512,82.4491948402888,82.9164248445745,81.5169306209628,87.3323867000868,88.5270012678305,91.2003776994342,87.2208343883574,92.8102544827642,90.3281376935387,86.6461486161964
"C19orf35",2.9073482636997,2.9522807373667,3.60839889448372,2.64881697039592,2.20749935211864,2.53471307045107,2.69705917841061,3.29508680251763,3.35556605464519,3.09367514942547,2.71334522141444,2.86557011881151
"C19orf43",79.5926818021699,83.6535456661804,83.3014297550663,68.7565256145325,64.5927689213866,74.6588213478314,78.9418644818124,75.3512825005478,77.63179687277,69.4237057760941,68.1487286901058,67.0217466177005
"C19orf44",7.5741249969446,8.45425847518647,7.9965020727001,7.83373529542624,6.78304346378273,7.79136233587515,7.60200503718676,6.83526270604897,7.66645340598651,7.07320441652784,7.29977391825691,7.40159106517665
"C19orf47",19.3751696097478,19.3240193718548,19.69206632869,18.8094183802051,15.6397984401617,18.4774822124359,17.0152704049728,17.5647189059824,17.93615734547,17.2809695571432,17.3829148700938,17.0168689993878
"C19orf48",64.262052027901,67.7850367028343,67.9068033157866,58.400778416442,52.4849694446147,58.7880610998935,64.4121192020415,65.0303081356372,65.4633918561029,56.8854628797442,55.7023515776822,54.024824325271
"C19orf52",9.6875848048739,9.61168671881318,10.8795946567348,8.0450770749791,8.08078550714944,9.31795088966955,9.75700820425013,10.7022240775986,9.93534148563984,8.65411330345892,8.94528650414695,8.23002602843495
"C19orf53",37.5165936463389,38.8661049345378,40.6896840161883,46.8756067048257,43.9091689312326,46.7193704576322,40.1650283529972,41.3247456431446,41.0668742417253,46.0507855943113,44.5338725372795,42.8477427718024
"C19orf54",5.92197875115215,6.15617631030443,6.41896084747355,6.04437489521197,5.51205898832048,5.50147950518357,6.6765435543988,7.52968182558781,6.98578698209051,5.77849455223084,5.89933767494623,6.13856726873366
"C19orf60",18.2487062603439,18.9382099573125,19.1662192536145,15.5688444270611,14.8638289709322,16.28841183341,20.7303372144501,19.9202974879475,20.5871739438018,17.0765416838331,14.6345587425966,15.7131024998337
"C19orf66",19.8150267271341,20.1459611680535,20.653097190035,18.8375972841455,18.1148734713251,20.9257846100307,18.8133098572465,18.5450753100372,19.6318526471056,22.1872385165845,20.5689073236256,20.6972931804206
"C19orf68",9.97724680900634,11.0878270874965,10.0636250574797,8.86226528925019,8.58917929733434,9.13072776514759,10.8543411052701,12.2816871730203,11.3444403982666,9.78528086910788,10.3107118413749,9.45230712176688
"C19orf70",27.3676952793281,26.8556901166141,25.9659659140738,24.9524194392084,25.4999622129583,26.3552552211673,28.3852257649391,29.0975227147941,28.0506215742404,24.8584293945025,25.242863285675,24.2283274500461
"C1D",8.47529567646775,7.69941396847339,7.50692031314703,9.82034802322318,10.569239322265,9.11632598633821,8.03829402192965,6.4676290545284,7.80975160049093,8.99482642564235,9.19036284672632,8.93623288236006
"C1GALT1",26.037395704794,23.4169540304768,21.9767812066044,24.1774995808479,28.6172188738289,23.1436585466754,24.4057413889509,20.8189575249977,21.2678403676978,22.6097227880919,26.4157286394477,24.2554892521202
"C1GALT1C1",5.21391607438396,5.63617231679098,5.42166467060619,7.1010837929763,7.71955834043912,6.25037200327138,5.51310626175109,4.92901414260902,5.00349529144603,5.96929390065356,6.80962123309817,6.7361269143626
"C1orf106",45.5520322054203,45.4416393041272,46.8910529705271,51.1165317478532,47.5615769501925,52.1776446263876,42.7959831397801,45.1236267088571,44.4940893936227,56.3403218842507,52.3062936876538,55.5187234393434
"C1orf109",14.8907726568826,13.7046213774352,14.0165444494267,13.8921996426084,13.1513446250462,13.681689868912,12.7184849491716,13.1258829654008,13.6491530265461,12.7971848692093,13.374166123617,12.7524660737631
"C1orf112",15.1482499938892,14.4930145288911,16.3193919851022,16.2733170255707,16.0144043908243,15.9571709207942,14.5958496713986,13.8611502684419,14.6044743232422,14.7460639280985,15.0897005216725,15.1427046562788
"C1orf115",1.72724380241938,1.9122727503398,2.06712298477962,1.84571820809503,1.96668124097842,1.58419566903192,2.27399107199326,2.00156099161195,2.50771840382736,2.45313447972064,2.29321434842123,2.14578236384938
"C1orf116",175.610272060887,180.22331955834,176.593953936567,202.80357165893,197.510987486833,201.941742465141,162.801895700726,160.097647206621,160.613393007038,202.846964423122,196.848819450357,198.376221447771
"C1orf122",43.00944350248,43.7138840998729,45.9844200824659,33.8851319883095,29.6875215900076,35.3707687558399,39.5700888283478,39.0372473670167,39.9324302018986,34.2621115667649,33.9080625411598,32.0237646452964
"C1orf123",10.5136579277701,11.440087857296,10.0454923997185,11.8210502029903,12.6563296188135,11.8958692965488,10.3519477288995,11.4647235029746,10.9384288471708,11.1753904076162,12.3763553002581,11.2314051576167
"C1orf131",7.50975566269294,6.34069385638985,7.59758360195316,7.22788886070802,7.37170995768103,7.01366628016858,6.91451936425856,5.95021873016613,5.94687507193346,6.84151949344312,7.15973029392584,6.355861685326
"C1orf140",1.42685357591166,1.81162681611139,1.65007185627145,1.04261944579414,1.21746933965331,1.46898143855687,1.67905154734386,1.33437399440797,1.30162526674849,1.06302494121228,1.61050167980728,1.07289118192469
"C1orf159",15.3628144413947,16.5562561805735,16.7908410868941,13.27226375592,12.1345570446764,12.6159582370178,15.5741946674887,15.168292140515,15.2612577147208,13.2196691407168,11.9562244272649,11.5030231783571
"C1orf174",27.1638590541979,27.5769859785844,28.1962828187044,24.4592886202517,23.2121901571263,24.1949883997602,25.1328896968557,26.7827923163313,27.7998497338576,24.5177162723191,25.2603687387163,24.5135263718236
"C1orf186",1.46976646541276,1.34194578971214,1.66820451403267,1.18351396549605,1.44490866684129,1.26735653522553,1.37497134585639,1.74285582943081,1.57628013954863,1.51276626249439,1.13785444768993,1.56180361925746
"C1orf198",18.0877829247147,19.458213950826,18.1507904189859,20.7114943961809,18.395827934322,18.5782946641016,17.55732641632,17.3060137438013,18.1033385723918,19.8431322359625,19.7111401245978,19.7873728109401
"C1orf21",41.8722519307008,41.1977357441626,39.8737144169331,38.3092199069495,38.5308977824344,35.7740185625026,40.2179118662993,39.649970119551,42.5117977029782,34.3302541912016,34.9058733645186,35.568379815959
"C1orf210",3.37939004821182,3.72389956645118,3.24574573925922,3.84642038786216,3.69254437081663,3.87407849972351,4.27034369915013,4.49330018525131,3.77351912194975,4.32024238928579,4.4463850725114,4.52244004532812
"C1orf216",10.5243861501454,10.7020176729543,11.2422478119593,9.39766446411745,9.91367890860552,9.87962026323541,10.2594015806207,9.73548373471118,10.7115400392055,10.7665346609961,10.8533808856577,9.94121955909965
"C1orf226",1.35175601928473,1.34194578971214,1.66820451403267,1.05670889776433,1.08368150013097,0.748892498087815,1.6922724256694,1.62031127892396,1.56433862333993,0.83134001812755,1.05032718248301,0.814854062221283
"C1orf229",5.08517740588065,5.38455748121995,4.9139502532919,5.60760188413605,4.41499870423728,6.14955955160571,5.19580518193808,5.86852236316156,5.01543680765473,7.33214638938725,6.05688675231868,5.83978744591919
"C1orf233",7.47757099556712,6.74327759330349,6.87227729150417,4.93130818956688,5.12407425370569,5.14143503494904,8.52746651997471,8.75512733065634,9.50544690212658,6.62346309524573,5.98686494015315,6.79045051851069
"C1orf27",17.5835564730768,16.6233534700591,16.0474021186839,21.9513661695577,20.3625091753004,19.6008209595676,15.9576001389294,15.6993185260447,16.1210468817473,19.257105665807,19.6586237654736,19.8145346130142
"C1orf35",18.8923996028604,19.4414396284546,19.3112805157043,17.69635167456,17.0445707551463,18.3910715395796,18.6149966823634,17.9459686186704,17.7689761185482,18.7392217200882,17.0503112623075,17.6415904470908
"C1orf43",87.9928799220107,90.0445624896844,86.8554306762664,94.0470919010254,91.698185208613,93.0930982238392,91.369490107822,92.0173413694799,91.3884235451944,92.6875977587782,92.988966555829,91.9834427237458
"C1orf50",4.30201717248553,4.61293865213547,5.0590115153817,5.53715462428509,4.64243803142526,5.02622080447399,4.87850410212507,5.22856748829244,4.88408012935901,5.64220930335747,5.26914136545642,4.9570288785128
"C1orf52",9.93433391950524,10.148465034698,10.009227084196,10.9052358249279,11.19804216802,9.85081670561665,9.0563016529964,9.55847493953461,9.46962235350047,10.3031648148267,10.5557881839542,9.77824874665539
"C1orf56",2.64987092669308,2.21421055302503,2.39351082448166,2.62063806645554,3.1707717966795,3.0387753287794,2.60451303013181,2.98191739566678,2.31665414448814,2.87561875122808,2.62581795620752,2.83840831673747
"C1orf74",29.7279042018888,30.814430196265,30.2815384612453,38.1119675793669,41.3538211963558,36.2780808208309,27.7109609703364,27.8176129650559,26.6773472102397,37.137730317993,38.4244694258367,38.0536847057339
"C1QBP",165.268265691121,161.301883923399,166.475930905804,165.14246654261,156.331090481856,162.797707661244,158.571214636553,154.569526372645,161.32988397956,150.118201634016,152.174903288746,147.244129043386
"C1QTNF1",7.63849433119625,8.57167873178628,8.1415633347899,3.35328956890548,4.00025640171802,4.26292652757679,8.01185226527856,8.19686882279179,7.85751766532574,3.36624564717221,3.06345428224211,3.54461517066258
"C1QTNF6",22.7867443250854,24.7588998201889,21.142678949588,22.2331552089615,19.7203275455932,21.617069992881,23.0968744347222,22.4256527427543,22.0559804374721,24.5858588967557,23.0896925615848,25.5728366527112
"C1R",1.95253647230017,2.60001996756727,2.53857208657146,1.94434437188637,2.28777205583204,2.11706148497902,1.5997262773906,2.04240917511423,1.79122743130526,1.32196691407168,1.12034899464854,1.12721478607277
"C1RL",12.9275079622071,15.5497968382894,14.3247996313675,17.1186841437822,15.9475104710631,17.310938128876,14.0537936600513,15.7129345872122,14.8433046474163,18.4121371227921,17.3128930579282,18.1576646864976
"C1RL-AS1",11.8868703918054,12.7149363575225,10.9521252877797,18.7107922164138,19.6935699776887,17.8150003872044,11.4492806299195,11.6961965428208,10.7473645878316,18.5075367970035,17.5929803065904,19.081165957015
"C20orf194",21.9284865350634,24.4401876951323,24.2252307689962,25.7696076534795,25.4865834290061,23.8781492659538,23.9958941608591,25.1624810374073,24.5278742926734,24.2451457745723,22.7570889537985,24.9888579081193
"C20orf24",51.4203698446961,50.5745819497762,53.0742892671047,48.66496710504,46.1568046352079,48.1739501173797,48.3487520365078,45.2189391370291,47.5869420916764,47.6316944812424,46.6520323552869,43.7033395371348
"C20orf27",41.5611334818178,42.1370977969611,41.0160718558903,40.6198900300609,36.791655868644,42.4564439300554,43.1661677328952,42.4957269035435,45.2225218823535,41.2262877841941,39.8424111221888,40.5118277934348
"C20orf96",1.74870024716993,1.84517546085419,1.72260248731635,1.46530300489987,1.48504501869799,1.51218677498501,2.08889877543567,1.86540037993767,1.64792923680084,1.39010953850836,1.27789807202099,1.3988328068132
"C21orf2",6.11508675390711,6.35746817876125,6.36456287418988,8.18597159468102,8.34836118619412,8.55465661277235,6.65010179774772,7.17566423523467,6.85443030379479,9.03571200030436,8.84025378589865,9.00413738754517
"C21orf33",23.9561205639905,24.6750282083319,23.8263122982493,34.1669210277134,32.3498995965022,34.1034122206144,27.5655313087555,28.9613621031198,26.4982244671091,36.8242742455843,35.746135110505,36.2881675709211
"C21orf58",10.5458425948959,10.6181460610973,10.9158599722573,10.172584322478,9.87354255674882,10.5565038672763,11.4492806299195,11.6553483593186,11.5593876900233,10.8483058103202,10.135657310961,11.3264714648758
"C21orf59",29.191493083125,29.3047411828388,29.4293035464677,35.6040451286729,35.7347319364175,37.415821346772,28.8876191413097,29.8327900178352,29.4238959382411,35.965677177682,36.5863968564914,36.5326237895875
"C21orf62",22.7974725474607,24.3898647280181,22.2306384152615,16.8509845563485,15.7468287117796,17.7429914931575,21.0344174159376,22.0852512135686,23.3098396393858,18.6983361454262,19.4835692350598,20.1540571389397
"C21orf91",22.7009185460832,19.1395018257694,19.4744744355553,32.5607235031116,35.8952773438443,31.3382706892132,21.1137426858909,17.4966386001453,19.7751508416101,28.279189141224,29.3041283912759,29.3890698441143
"C22orf23",20.9629465212886,20.7498367734239,19.8189949330186,26.248649020466,25.7006439722418,25.433541377367,22.0392041686788,24.3046691838594,21.33948946495,33.4307715486374,27.938703054048,30.9916161664828
"C22orf29",66.1073062764485,68.1372974726338,68.5958443107131,62.2190199003638,61.1544214456624,65.5857006979214,69.6475870189562,70.653741397785,73.4522661997243,63.2772410519052,63.5973108993461,65.446362097406
"C22orf39",7.20936543618522,7.26328158681694,7.25306310448989,7.93236145921758,8.37511875409859,7.71935344182825,8.17050280518507,8.07432427228493,8.20382163537809,8.58597067902224,8.24506838249161,8.0670552159907
"C22orf46",9.12971724135956,9.19232865952814,10.244951635092,11.6942451352586,11.6662996063482,10.9165483375108,10.0875301623887,10.7294561999334,9.80398480734412,11.652388778673,11.5535990073131,12.1413255270971
"C2CD2",92.6489284328804,93.449749931079,93.7458406255318,65.0932681022828,62.6528452483126,65.2256562276868,90.8935384881025,86.3666759849972,94.767872632257,68.0063391878111,64.6126271757464,67.5649826591813
"C2CD2L",11.7795881680526,12.4297728772087,13.1280442191267,8.65092350969732,7.29143725396762,8.9002993041975,12.0045575195923,10.715840138766,11.1653176551361,8.50419952969822,8.61268289636067,8.48806314813836
"C2CD3",33.3862280318578,33.0118664269186,33.5091515427433,35.2236299254777,33.8617021831047,34.1754211146613,34.0437616882711,33.2640374320271,32.7555789604689,35.6249640554986,34.8533570053945,34.3868414257381
"C2CD4C",8.36801345271499,9.51104078458477,9.42898203583685,4.17047778317656,3.69254437081663,3.62924825996403,8.59357091160242,9.24530553268376,8.69342379993486,4.25209976484911,4.3413523542631,4.88912437332769
"C2CD5",26.0266674824187,25.597615938759,25.9297005985513,27.5589680536938,30.2628092999537,27.7666295444867,26.4681984077355,26.2926141143039,26.3310432401873,27.8021907701673,28.393844833124,28.1667887507823
"C2orf42",6.17945608815876,5.25036290224874,6.89040994926539,6.9460998213042,6.10072548221878,6.30797911850891,6.55755564946892,6.53570936036555,6.8783133362122,6.74611981923176,6.52953398443603,6.85835502369579
"C2orf44",12.2301735078142,11.2387959888392,13.1461768768879,11.9055869148115,10.796678649453,11.4206105958392,11.1055377934554,10.0350370803946,11.3563819144753,10.3849359641507,10.8533808856577,10.7289118192469
"C2orf47",11.1895359374125,10.1652393570694,10.408145554943,11.426545547825,10.9572240568798,11.86706573893,10.2197389456441,9.29976977735347,10.5443588122836,10.3304218646014,10.818369979575,10.823978126506
"C2orf49",15.0409677701364,14.7781780092049,14.0346771071879,17.0200579799908,17.3255252181433,16.4180278426944,13.4456332570764,12.5676244575362,13.2431414754502,14.8278350774225,15.5623477537899,15.264932765612
"C2orf68",12.884595072706,12.7988079693795,12.5659318285287,13.5258738913834,13.940692878228,14.6898143855687,14.2917694699111,14.1607036141253,13.9476909317636,14.4189793308024,13.6892642783619,15.5093889842784
"C2orf69",19.0533229384895,17.6801357794574,16.7545757713716,17.5272782509177,20.4962970148228,17.4261523593511,18.0861615493417,16.0669521775653,17.9003327968439,18.8482499191869,18.0131111795836,18.0082747750903
"C2orf74",5.82542474977467,6.91102081701751,6.49149147851845,6.12891160703312,7.50549779720337,6.32238089731829,6.94096112090965,6.83526270604897,6.83054727137739,5.98292242554089,6.70458851484987,5.69039753451196
"C2orf76",0.976268236150083,1.0232336646555,0.906632888061236,1.08488780170471,1.11043906803544,0.993722737847293,1.1898790492988,1.04843670989197,0.82396461840042,1.09028199098695,1.29540352506238,1.00498667673958
"C2orf81",2.04909047367765,2.01291868456821,1.79513311836125,2.45156464281325,2.43493867930662,2.24667749426345,2.41942073357422,2.50535525480679,2.60325053349698,2.37136333039662,2.45076342579369,2.24084867110853
"C2orf88",2.62841448194253,2.8851834478811,1.74073514507757,2.66290642236611,3.1306354448228,2.59232018568859,2.14178228873783,2.08325735861652,2.22112201481852,2.39862038017129,3.09846518832487,2.7297611084413
"C2orf91",4.87061295837514,4.73035890873528,4.80515430672455,5.35399174867261,5.72611953155623,5.37186349589914,4.8256205888229,4.67030898042788,4.99155377523732,5.32875323094872,6.12690856448421,6.01633915940047
"C3",1.12646334940394,0.9729106975413,0.888500230300011,2.83197984600841,2.54196895092449,2.1314632637884,1.53362188576289,1.48415066724968,1.26580071812238,1.13116756564896,0.997810823358858,0.99140577570256
"C3orf14",6.94115987680333,6.50843708010387,6.41896084747355,8.49593953802522,9.75313350117871,9.53397757181026,6.82197321597977,5.500888711641,6.53200936615985,8.32702870616284,9.26038465889185,7.8769226014724
"C3orf17",31.7126253413148,28.7847371893253,28.2688134497493,31.9971454243039,33.0857327138751,31.0358333342162,28.4777719132179,27.3955150688656,29.6985508110412,30.1462970507892,30.5645210102555,29.9866294897432
"C3orf18",1.26593024028252,1.42581740156915,1.74073514507757,1.77527094824408,1.73924191379044,1.58419566903192,1.96991087050579,2.06964129744909,2.23306353102722,1.49913773760706,1.57549077372451,1.69761262962767
"C3orf33",3.42230293771293,3.52260769799436,2.99188853060208,2.86015874994879,2.78278706206471,3.08198066520755,3.00113937989808,3.21339043551306,3.27197544118427,3.65244466980629,3.16848700049041,3.08286453540385
"C3orf38",15.3306297742689,12.9497768707221,13.1824421924104,17.6822622225898,18.6366460454622,17.2677327924479,14.6487331847007,12.526776274034,13.2670245078676,16.5586577381143,16.1050167980728,15.6180361925746
"C3orf52",7.84233055632649,7.63231667898778,7.63384891747561,6.11482215506293,6.16761940197995,6.04874709994005,5.81718646323856,6.34508450402155,6.32900359061192,6.35089259749899,5.91684312798761,6.57315610191835
"C3orf58",18.9353124923615,17.2272290754296,17.5524127128655,16.3437642854216,18.1416310392295,16.3172153910287,16.1030298005104,15.1410600181802,16.8255963380607,16.1770590412689,16.3675985936935,15.6859406977597
"C3orf62",4.82770006887403,4.22712923759323,4.95021556881435,5.33990229670242,5.65922561179506,5.67430085089614,4.46865687403326,5.47365658930614,4.93184619419381,5.30149618117405,6.12690856448421,5.60891212828983
"C3orf67",3.42230293771293,3.23744421768053,3.75346015657352,3.80415203195159,4.84311979070877,3.88848027853289,4.25712282082458,4.73838928626502,4.17953067304561,4.41564206349715,4.46389052555278,4.6989917588094
"C4orf19",2.12418803030458,2.09679029642521,2.10338830030207,2.09932834355847,2.03357516073959,2.57791840687921,1.89058560055253,1.75647189059824,1.93452562580968,1.93525053400184,1.99562164671772,1.95564974933108
"C4orf26",1.57704868916552,1.67743223714017,1.74073514507757,1.38076629307873,1.37801474708012,1.55539211141315,1.73193506064603,2.01517705277938,1.55239710713123,1.96250758377651,1.87308347542803,1.80625983792384
"C4orf27",8.92588101622933,9.05813408055693,8.70367572538786,9.59491679170012,11.5057541989214,9.10192420752883,8.95053462639206,8.53727035197749,9.29049961036995,9.58085299579783,10.4157445596232,9.34365991347071
"C4orf3",26.1983190404231,23.8698607345046,24.7329451863105,33.0256754181279,34.5707777325731,31.4534849196882,25.23865672346,23.7055624924925,23.7755587715251,36.3472758745275,35.9386950939603,36.4103956802543
"C4orf32",9.86996458525358,9.02458543581412,8.26849193911847,7.49558844814165,9.49893660608626,7.3017018563562,9.45292800276266,9.62655524537175,8.87254654306539,7.0186903169785,8.29758474161576,6.84477412265877
"C4orf33",3.37939004821182,3.57293066510857,3.57213357896127,4.05776216741503,4.42837748818951,4.30613186400494,3.43742836464097,3.40401529185705,3.4630397005235,4.1021859910884,3.53610151435946,3.59893877481066
