"","fpool2_eGFPorf_unt_24h1","fpool2_eGFPorf_unt_24h2","fpool2_eGFPorf_unt_24h3","fpool_eGFPorf_unt_24h1","fpool_eGFPorf_unt_24h2","fpool_eGFPorf_unt_24h3","fpool2_TNIP1orf_unt_24h1","fpool2_TNIP1orf_unt_24h2","fpool2_TNIP1orf_unt_24h3","fpool_TNIP1orf_unt_24h1","fpool_TNIP1orf_unt_24h2","fpool_TNIP1orf_unt_24h3"
"AASDH",10.4063757040174,9.39362052798496,8.86686964523889,13.5399633433536,15.5193893845916,13.2784400622493,10.8940037402468,10.8656168116077,10.1025227125617,14.4053508059151,15.1072059747139,15.0068956459086
"AASDHPPT",35.2851233922816,32.5421854005193,31.8590796864718,38.3514882628601,42.0361391779198,38.4671511998568,33.3562760153429,30.6361376267135,33.7586663219998,35.8157634039213,40.5076183377613,37.6326767735862
"AASS",32.9249144697209,33.196383973004,30.8980488251269,25.5019080660458,25.6738864043374,26.3840587787861,33.4091595286451,34.530331120598,34.1169118082609,25.6625123628554,25.382906910006,26.67288963671
"AATBC",2.87516359657387,2.43227674385325,2.62923537537758,6.21344831885427,5.33813479694143,6.01994354232128,2.49874600352747,2.88660496749478,3.02120360080154,5.13795388252601,5.12909774112536,5.05209518577195
"AATF",50.8410458364312,55.6572016283109,51.8956665126251,53.3567546111136,49.0733795367949,52.7393139999535,49.2213300059936,48.936123835737,50.9783326949477,53.1239900108392,52.8839736380195,52.0012700707548
"AATK",1.04063757040174,1.17420256599812,1.17862275447961,1.07079834973452,1.12381785198767,1.10893696832234,1.03122850939229,1.18459732156626,0.96726281290484,1.32196691407168,1.41794169635206,1.42599460888724
"ABALON",12.884595072706,13.40268357475,12.0582174112144,15.8647229184352,16.1348134463944,15.2658855379439,14.5165244014453,14.8006584889945,13.5297378644591,17.2945980820305,16.3325876876108,15.6587788956856
"ABAT",9.2477276874876,10.4504028373833,9.50151266688175,11.5392611635865,10.2749060753158,10.2252629546606,8.91087199141543,9.32700189968833,9.29049961036995,10.3440503894887,9.87307551534028,9.99554316324773
"ABCA1",68.1885814172519,68.187620439748,65.2050373093641,30.376858447732,31.5070362075115,29.7828785778,64.3460148104138,65.0303081356372,67.1352041253211,29.4376137566477,29.8643028886002,31.6842421193709
"ABCA11P",5.56794741276805,6.12262766556163,5.18594011971027,6.84747365751286,7.50549779720337,6.75443426159972,6.02872051644724,5.84129024082671,5.64833716671592,6.5008063712597,7.21224665304999,7.21145845065835
"ABCA12",36.8299874143212,32.0389557293773,26.2560884382534,69.5878032807737,68.673298026818,70.5687161659672,22.3168426135152,22.76605427194,21.5066706918718,103.045276673154,103.194645678956,105.740895474248
"ABCA13",1.72724380241938,1.74452952662578,1.48687793642043,1.43712410095949,1.71248434588597,1.64180278426944,1.5997262773906,1.48415066724968,1.32550829916589,1.55365183715641,1.76805075717973,1.69761262962767
"ABCA2",3.40084649296238,3.77422253356539,3.55400092120004,3.29693176102471,3.66578680291216,3.81647138448598,4.09847228091808,4.03035410555875,4.32282886755003,5.38326733049807,3.88621057518713,5.05209518577195
"ABCA5",13.1206159649621,12.3626755877231,11.296645785243,11.8492291069307,15.5461469524961,11.9102710753581,11.9913366412668,11.478339564142,11.2847328172231,11.8568166519831,11.8511917090166,11.8289648032456
"ABCA7",17.5728282507015,18.5020775756561,18.4590456009268,21.1905357631674,20.108312280208,20.6089454762243,21.629356940587,22.28949213108,19.858741455071,24.4904592225444,22.8096053129227,23.0603699608623
"ABCA9",1.673602690543,1.9290470727112,1.88579640716737,1.74709204430369,1.76599948169491,1.75701701474449,1.86414384390145,1.96071280810966,1.64792923680084,1.78533676024113,2.34573070754538,2.10503966073831
