"","logFC","logCPM","F","PValue","FDR"
"RAB26",-0.20954138393558,1.3536179728814,7.70921106798049,0.014742949761542,0.0632661276409029
"RALY",0.0605157294343899,6.96373246620305,7.70777289299759,0.0147504850884774,0.0632788970812642
"CDCA8",-0.0688551187780702,5.24601062087474,7.70670367263825,0.0147560901649338,0.0632833805033842
"JUP",-0.102516441053731,9.7986152027657,7.70021958547002,0.0147901339667,0.0634097865893923
"ATP11C",-0.0991248370481466,4.49171952817525,7.69664628680194,0.0148089339339345,0.0634707798440835
"LRRFIP2",-0.0782984154118909,5.92874526716763,7.6934080020553,0.0148259952133617,0.0635204131562312
"SEC22A",-0.0990323797975837,3.26797450728625,7.69271137619915,0.0148296684411435,0.0635204131562312
"HSD3B7",0.175672557817137,1.5444001699574,7.69114775998335,0.0148379170461228,0.0635361347627562
"SAE1",-0.0703381023345949,6.45883545223383,7.68646354461275,0.0148626596773442,0.0636071102519166
"DHX15",-0.0695588179371603,7.23091292492567,7.68627455934128,0.0148636589239779,0.0636071102519166
"C15orf62",0.227443579132561,1.6076742881933,7.68461186846666,0.0148724536407919,0.0636205146261566
"RAD51",-0.0985633990338197,4.15010754721843,7.68394932853964,0.0148759597897304,0.0636205146261566
"ZSWIM4",0.156878791358416,3.7886261571516,7.68143458016211,0.0148892765033254,0.0636578494495226
"CTSC",-0.102041548613586,8.22775582304069,7.68004021845404,0.0148966662176161,0.0636698286935866
"MTURN",0.0690678251231987,4.2486113997113,7.67138716805785,0.0149426199376339,0.0638465761990402
"ZFP90",0.103546693912475,4.09483909484714,7.67005417629362,0.0149497136309502,0.0638572255371889
"CUEDC1",0.07719752239106,4.26198689308367,7.65896340842558,0.0150088860452971,0.0640902524728104
"GSK3B",-0.0499111404366813,7.23061766543306,7.65653390615972,0.015021884314044,0.0641260259951715
"TTC4",-0.0907310762689342,4.68718569092939,7.6545603822326,0.0150324526121218,0.0641360438831402
"PEX7",0.201478589120675,1.91806779415235,7.65436975249972,0.0150334738976693,0.0641360438831402
"CALML5",-0.842665992699511,5.00054476161205,7.65245996793345,0.0150437098709232,0.0641599894249145
"RAP1GAP",0.250342582837268,1.04236996837493,7.64741997578523,0.0150707617541849,0.0642556164745248
"GLUD1P3",-0.174378051877107,1.68555596885152,7.64513781300939,0.0150830296620458,0.0642881712683879
"CCDC85B",0.0736629343708003,5.64089645506598,7.64365746713676,0.0150909935360257,0.0643007874485467
"SURF6",-0.0711682152302598,5.56799505766724,7.64286548401509,0.015095256197389,0.0643007874485467
"AGPS",-0.0851844842025432,6.02202293914494,7.63897988019364,0.0151161897479615,0.0643701998533934
"UGDH",-0.0751716401422349,5.62228916932122,7.63378845737037,0.0151442108292585,0.0644697416835733
"EXT2",-0.0512798458942658,6.79975943167607,7.62793448730852,0.0151758802344544,0.0645497584671553
"LAMA3",-0.0661108543669324,11.6194883507544,7.62701752859899,0.0151808478349358,0.0645497584671553
"RXRA",0.0914641969054379,6.08757270986757,7.62688147319276,0.0151815850720394,0.0645497584671553
"AGER",0.28494404667584,1.14604345994274,7.6265085200063,0.0151836061887163,0.0645497584671553
"LINC01204",0.155380278698881,2.7209668414173,7.62601830435036,0.0151862632508475,0.0645497584671553
"WNT10A",-0.441622595159872,0.575097794501393,7.62218435053901,0.0152070625921554,0.0646060028742106
