"","fpool_eGFPorf_IL17_1h1","fpool_eGFPorf_IL17_1h2","fpool_eGFPorf_IL17_1h3","fpool2_eGFPorf_IL17_1h1","fpool2_eGFPorf_IL17_1h2","fpool2_eGFPorf_IL17_1h3","fpool_TNIP1orf_IL17_1h1","fpool_TNIP1orf_IL17_1h2","fpool_TNIP1orf_IL17_1h3","fpool2_TNIP1orf_IL17_1h1","fpool2_TNIP1orf_IL17_1h2","fpool2_TNIP1orf_IL17_1h3"
"FIGNL1",18.7192500471463,18.4063454861129,19.5255923740019,20.4079346509526,21.4510529567529,18.8473823591414,17.8251867697914,18.8963250836114,16.217783054518,21.2648511100817,20.4726908099101,22.5388605084815
"FILIP1",1.02772353200019,1.05179117063502,0.927929602566375,1.57657864256286,1.41143736067234,1.43368976919965,0.793237809208771,0.845578251100077,0.935148627946142,0.717085721063455,1.04702553652424,0.925152513435589
"FILIP1L",41.5598811971097,38.9734358771173,40.0865588308674,40.7720754507228,36.417878830813,35.7294821133126,41.2710300162621,39.7774102288328,42.6581497405569,33.1032844687293,30.0629991816906,31.5490415088977
"FIP1L1",46.1636631414779,45.5699957190347,47.5490663715065,36.3926903324926,37.7175191728183,36.4221636871955,46.7443708998026,47.5050559124974,45.8735237900703,38.6835151708231,35.9441638974864,38.8027735345303
"FIRRE",2.24421261069429,2.48085526117174,2.48099072686168,1.29921758507495,1.11797018667116,1.86862936210291,2.10774617875474,1.28011151902651,1.69095368340946,1.51239897533383,1.71533970877375,1.00560055808216
"FIS1",34.607016893884,32.8684740823444,33.5226778527137,38.2466300325434,34.9505429608071,36.4704903086292,34.9364595112949,32.225926680814,32.6661507022282,35.7760585199659,36.6013395001984,36.2552521207222
"FITM2",1.86668151730647,2.11501485399434,1.68004096464649,2.02911510477997,1.98439708134131,2.3680044502511,1.72245924285333,1.78510964121127,1.90872802142432,1.92961248577075,2.35023817241079,1.98438510128213
"FIZ1",11.462263474247,11.249592520705,10.8811955500941,13.1965471562669,12.3535705627163,12.3232884655925,10.0061283647335,10.3113570064704,11.4651783837232,10.9648925711703,13.7338562397275,12.925319173216
"FJX1",97.4659439429568,94.935585662535,95.5865167443637,143.424862622038,136.210692618547,145.898070108328,89.2165895985808,88.7269956536261,93.8351191740478,130.040236034307,143.409082795208,133.543754113311
"FKBP10",21.4563504742081,21.4130963326021,22.2117043814309,4.23340561428916,4.22033745468363,4.12387169567539,21.8253717219442,22.9597983458424,23.9295566712794,5.0456758918465,5.33537480845862,4.98777876808752
"FKBP11",10.4135659926142,10.8151570371818,10.7249126696619,14.3351872870067,15.3860646940618,14.1597000800729,9.76815702197087,9.80635888428561,10.0816708245701,15.9584167742122,16.1620643989007,15.4594325795831
"FKBP14",35.3306181562106,35.6465746743478,35.4859815381436,36.7430411419511,35.8728683648108,34.3602278393578,35.9223407884544,37.6047438892006,37.0600682280574,37.484026328317,35.0419397649495,35.6116677635496
"FKBP15",38.6235282485378,37.8759146555851,38.5237300265451,35.5460092096348,34.587202650139,35.4234135108991,39.2426076184282,39.542527381305,38.8791244632403,33.416194601557,35.5097596855242,34.6999232575551
"FKBP1A",217.206222395795,217.800799910519,219.870477408096,245.625113331136,249.461072528336,245.805305485589,235.025030899856,234.84761510067,231.686275137451,253.613662656842,258.192041879062,255.757741938896
"FKBP1AP1",5.15959160963361,5.20179328955364,4.75686017315605,5.15307648911749,5.92524198935715,6.3468962816254,5.16737772856,4.62719209629764,4.73979441561743,5.21516888046149,5.12374198724627,5.52409906573134
"FKBP1B",3.17755336934753,2.85812818107343,2.93030400810434,3.98524045758945,3.43775832401382,4.25274268616525,3.1616192681321,3.17091844162529,3.13851251844938,3.6636561385242,4.02102360303457,4.08944226953412
"FKBP2",22.7252744269838,23.4137860593535,22.0749568610527,30.1885614149999,28.9135039527829,29.2053882197636,21.8933635341621,21.3038742707714,20.8550954287167,29.8568418406421,28.1026109430921,29.7389605043498
"FKBP3",35.8969147962924,34.9720564236145,37.6544065041408,29.5754474984477,29.7380069654529,29.1248438507074,36.7042466289601,37.616488031577,35.6765606689042,31.1867099051597,30.4417105459654,30.1143847127005
"FKBP4",133.929155379331,135.944008804577,141.504380551359,126.403652462517,128.189256529182,129.918067287586,135.87030474876,134.658336487687,130.549310512317,137.30235870035,134.765552834114,132.269993406407
"FKBP5",171.231324801011,170.024329235696,174.997755363991,122.024267344286,125.799595255172,125.439800368064,166.591271902545,168.51669895882,161.40921523454,125.933290540944,122.145553548136,119.961442575481
"FKBP8",153.172754167294,150.097459557252,151.711606179589,165.453169766735,160.05140684931,167.032912548665,151.961700306995,146.484687860712,150.622980375216,156.494180180448,166.710970267641,165.213467689179
"FKBP9",96.6269859576506,95.5872388878197,95.5767490643367,121.790700137981,119.846404011148,119.978892146056,112.435793470992,113.659809918702,114.984850471843,123.351781945115,129.808889389931,125.592805700741
"FKBP9P1",1.55207227281661,1.84063454861129,1.68004096464649,2.8174044260614,2.78095083934451,2.93181503364422,1.84711089858614,1.73813307170571,1.92153827660166,3.33770808349536,3.17449231818519,3.23132979330401
"FKBPL",4.49891219620492,4.56157257699319,4.63964801283188,4.61295232453577,3.80109863468194,4.04332732661923,4.97473426060929,4.93253979808378,4.99599951916432,4.99352420304188,4.33290355008435,4.37101042579713
"FKRP",20.6908013126161,18.0405050789355,19.6232691742721,21.8093378887862,20.6544991987497,21.5375642856172,18.5957606415942,18.520512527567,19.2922442970807,19.7524521347479,20.6843236311225,20.1522351839665
"FKTN",29.9298261258015,30.9592444573874,31.8231015280132,23.7070714400193,26.2862740141056,24.1472018430368,29.3951268155365,31.9205789790279,28.7590228731382,25.3066069924394,24.092725909595,24.5366536172047
"FLAD1",27.8429181373521,27.2779753601648,27.691372876586,25.0500828762765,24.469572460765,25.967504583706,25.9388763611268,25.026767404087,25.069669382063,24.8242038709967,24.6496543864696,24.4562055725582
"FLCN",24.5604950198413,23.7910589792552,23.4815027849428,30.5827060756406,29.4026159094515,31.5895015438259,25.7009050183642,24.0872360139758,25.3643052511419,26.4669820683421,29.550624982966,28.6797279165032
"FLG",91.4883682976496,97.6336586654683,79.1865819790064,79.8799845565181,84.9098356776746,67.496181269062,148.301474415931,153.131872445749,166.213060926044,46.9495578463546,35.1421868907869,47.464346341478
"FLG2",14.4510512969006,15.5024872541423,11.2914381112287,9.22590464907154,10.942133202044,7.21677546743193,22.9019087487275,26.2246699264788,24.3522950921317,5.0456758918465,4.63364492759663,5.36320297643819
"FLII",373.053155141253,352.658720006288,367.14755685542,399.940046947172,378.335085796854,403.060131630836,329.590309726244,317.831725132241,333.771198645709,388.165019772749,408.97485770809,396.139579847166
"FLJ10038",9.49071220877727,10.4264516045559,9.66023554671732,7.98507886557299,7.99348683469879,7.71615055558012,9.20155858682175,9.91205616567312,9.18495296215594,9.16565930741108,7.563088715957,7.24032401819156
"FLJ12825",1.04869748163285,0.868870967046322,0.840020482323245,1.38680528743955,1.52323437933946,1.43368976919965,0.804569777911754,0.763369254465347,1.08887169007427,1.68189196394883,1.40345976172398,1.36761675899174
"FLJ13224",4.19478992653139,4.42438242430167,4.30754689191338,4.81732363005318,3.94084490801584,4.41383142427757,3.8075414842021,3.33533643489475,3.99679961533146,4.49808315939804,3.94305361627213,4.11625828441631
"FLJ20021",3.59703236200067,3.30399617732088,3.35031424926597,3.69328144970744,3.47968220601398,3.41508124798118,3.89819723382596,3.46452200103504,3.72778425660722,3.78099743833458,4.23265642424692,3.76765009094783
"FLJ23867",20.1559655969833,17.9261799516925,17.7478746090853,19.9991920399177,20.9619410000842,21.6986530237295,21.5534044730726,21.022014853738,21.3931261461652,20.8997892884494,21.5197163464343,22.3779644191884
"FLJ31104",5.64199245118472,4.93884549689488,5.03035521391245,7.18219159389746,6.62397335602662,7.08790447694208,3.97752101474684,4.36882096401706,5.41873794001669,5.63238239089841,6.6051717357327,6.62355567590117
"FLJ31356",9.96262607551205,9.53471561206096,8.52718466358364,11.9265254719801,11.3473973947123,12.9998611656642,6.85584106530438,6.85857914781174,9.69736316924972,9.51768320684223,10.4702553652424,11.2895422654024
"FLJ31662",3.79628488351091,4.45867996247455,3.39915264940104,3.83926095364844,4.13648969068329,3.9788918313743,3.52424226662754,3.28835986538919,4.08647140157287,3.71580782732881,3.67572794737233,4.29056238115056
"FLJ35934",1.46817647428599,1.22327886149943,1.42608128394411,1.24082578349855,1.17386869600472,1.5625607596895,1.23518458862509,1.13918181050983,1.40912806950789,1.31683014231653,1.34776691403652,1.55532886316708
"FLJ37453",1.97155126546975,2.14931239216722,1.99260672551095,2.45245566620889,2.23594037334232,2.013609226404,2.09641421005175,1.77336549883488,1.69095368340946,2.13821924098921,2.46162386778571,1.81008100454789
"FLJ41200",1.96106429065342,1.58911926867683,1.79725312497066,1.85393970005077,1.80272692600725,2.06193584783769,1.31450836954596,1.56197093605986,1.53723062128133,1.42113351992576,1.68192400016128,1.83689701943008
"FLJ42102",17.9537008855543,16.3827907339129,16.6538944460597,23.1961431762258,21.4231037020861,24.2921817073378,13.6776862244998,14.1751798483027,17.4988085722525,19.0223284914833,20.8068478960349,21.4394038983117
"FLJ42393",4.41501639767429,4.04710950439997,4.04381953118399,4.43777691980656,4.27623596401719,4.12387169567539,3.43358651700368,3.3940571467767,3.93274833944473,3.80707328273689,3.63117366922236,3.49948994212592
"FLJ42627",25.5357836777598,25.8374787569038,23.7061594255641,21.2546157738104,21.9401649134215,22.8907096857607,16.5446743063544,16.112963340407,17.0760701514001,17.8749913377818,18.1558683461118,18.395786209183
"FLJ46906",0.96480168310222,1.01749363246214,1.09398016302562,1.31381553546905,1.57913288867301,1.69143175017936,1.17852474511017,1.13918181050983,1.31945628326647,1.4080955977246,1.19182694051163,1.4748808185205
"FLNA",3184.03431978402,3004.04134097359,3085.58081749379,3778.92762466962,3589.34110669909,3759.37620794864,2714.59576673685,2684.89885352077,2828.91427132332,3379.28601739484,3546.50940216788,3492.42392220446
"FLNB",2339.42385505174,2285.07348076821,2322.60779522364,2098.64514250708,2034.81753676018,2111.40619931199,2358.63596583877,2349.95591294612,2373.48407925837,2240.21490636884,2241.81533653284,2217.72465477952
"FLNC",15.1431916347783,14.2792083926428,13.9873177986847,12.8899901979908,11.2356003760452,13.0481877870979,20.8054945386758,22.889333491584,22.4435670707074,16.3365165180456,17.0642885314376,16.3577690781365
"FLOT1",35.8549668970271,35.6465746743478,35.8180826590621,34.9182973426885,33.4552578361345,34.2474657226792,32.0808033981433,30.5934908904958,32.4611866193907,33.4683462903616,35.030801195412,34.6328832203496
"FLOT2",48.6490761729478,49.1941022526358,49.3170164563961,53.9248287558074,52.9358883388794,55.1406750558471,47.2203135853279,47.2584289225932,44.4003444446757,55.9978758539553,59.2571899394569,57.9494081604147
"FLRT1",1.39476765057169,1.17754881060225,1.22096000337681,1.24082578349855,1.31361496933861,1.32092765252102,1.08786899548631,1.08046109862788,1.35788704879851,1.3820197533223,1.52598402663639,1.7832649896657
"FLRT2",93.7535548579766,93.4836565465497,93.8283343395011,124.301547605766,125.785620627839,117.530343326749,91.4716513704743,93.9061624416141,92.2338372768798,116.871934611142,111.396833944456,115.858592298506
"FLRT3",44.8947391887022,48.0051209293093,48.5356020542349,37.3415571081092,39.2547281794911,35.4717401323328,55.0280400216828,55.7846762878523,50.6645592263971,40.0524970019443,37.0580208512355,37.2742606862454
"FLT3LG",1.01723655718386,0.80027589070056,0.820485122269216,1.16783603152804,1.15989406867133,1.64310512874566,0.691250090881929,0.775113396841737,0.691753779576598,1.16037507590268,1.05816410606173,1.1799046548164
"FLVCR1",15.4053660051865,15.4338921777965,15.6966618034123,19.7364289328239,19.5505036394119,17.8808499304675,16.6919898994931,15.9837777742667,15.9615779509711,19.1005560246902,18.7239353925239,19.1332266184433
"FLVCR2",3.22998824342917,3.73843166084404,3.09635456856359,1.16783603152804,1.50925975200607,1.04707679773008,3.55823817273649,4.11044983173649,4.06085089121818,0.821389098672685,1.04702553652424,1.28716871434517
"FLYWCH1",42.9022139735998,41.8086990327421,42.3819636372158,45.9397498902344,47.0525702315224,47.8755729669815,42.8121777598677,42.5960043991664,42.4275651473647,48.2272742220677,49.5666344418389,48.6576590037355
"FLYWCH2",8.44201472714442,7.87700126703837,7.94112386196277,10.2769570774468,8.67824357403488,9.87473964628521,8.00036990430561,8.11520238208546,8.23699407903245,10.1174276280953,9.30070556380574,9.41242122364903
"FMN1",12.4060912077166,10.1635038118971,10.812821789905,14.5833524437064,14.1982213707237,14.9812526444458,10.1081160830603,10.569728138751,12.8358756876991,14.2765248102633,15.3489488226638,15.8348567879338
"FMNL1",1.63596807134724,1.77203947226553,1.68004096464649,1.19703193231624,1.83067618067402,1.35314540014349,1.52981577490263,1.64417993269459,1.6140921523454,1.59062650854076,1.52598402663639,1.51510484084379
"FMNL2",106.390359511652,111.055428603789,110.521299505669,104.039592458755,103.887379596418,103.209554508563,124.96895085649,126.660575529366,123.900788075275,112.569420284761,110.683965494057,110.88422153786
"FMNL3",6.82702060542984,6.81377758367905,6.90574977909924,14.7585278484356,14.4637392900581,14.4818775562976,6.30057459885824,7.11695028009231,7.2121736648449,15.5803170303787,15.5494430743387,15.7007767135228
"FMO4",1.20600210387777,1.39476655236383,1.18188928326875,1.08024832916344,0.880401522003538,1.01485905010762,1.39383215046684,1.25662323427373,0.87109735205942,1.22556468690845,1.16954980143665,1.00560055808216
"FMR1",41.6542639704567,43.4321158395918,43.0950042791879,33.0789555930318,34.3077101034712,31.8794612724281,47.0050061799712,48.5150521568669,43.22180096836,36.0368169639889,30.8092833407026,34.1636029599113
"FN1",5626.18858013651,5170.18239187097,5369.15696332948,8594.71846993142,7831.82834570614,8140.94155798231,4243.44832429973,4324.1345022749,4486.86873739594,6842.79701220912,6426.43111036456,6680.24473136212
"FN3KRP",18.1739273566972,18.0862351298327,18.6660365316247,21.3859973273573,20.3750066520819,20.0072212735501,17.9158425194152,19.5187646295601,17.8318752068634,18.7615700474602,20.8179864655724,19.4684268044706
"FNBP1",24.3088076242494,23.7796264665309,22.93451270343,21.4151932281455,21.5907992300868,22.3913345976125,25.5989173000373,25.4730448143898,26.4147461756842,23.2987669734617,24.1038644791325,21.5868919801637
"FNBP1L",38.025770684007,37.9445097319308,40.3112154714887,24.8019177195768,25.1683038274345,24.3243994549603,40.3191446452116,42.7017016805539,39.31467313927,28.070646499084,26.6991511813681,28.9747040802073
"FNBP4",56.8394035045003,57.5741340795431,55.1092507124157,52.567219369156,54.9482346748875,57.5086795060982,61.4872621823828,59.4136162821568,60.5028352025976,53.4945947913338,54.6235450118603,54.7046703596696
"FNDC3A",56.7345337563371,59.1518208354957,58.5963124820598,53.8226431030487,57.1702004208964,54.367449112908,59.2661963165982,61.2457024928736,56.3779330354927,59.1269771822322,54.9020092502976,58.13712026459
"FNDC3B",128.801024694146,124.854471462012,128.591507555646,130.491078572865,127.60232218118,126.744619146773,121.32005693413,125.356975725586,124.080131647758,126.428731584588,124.384406025172,124.158148904544
"FNDC4",3.22998824342917,3.15537351190506,3.19403136883373,3.83926095364844,4.05264192668295,4.15608944329785,4.21549235750947,4.89730737095461,4.56045084313461,4.79795537002457,4.83413917927148,5.0414107978519
"FNIP1",37.5538568172723,37.0642062521602,36.8436890618986,43.9690265870308,42.9300551681725,41.174281461509,40.0811733024489,40.2706642086412,39.6605500290583,40.626165578795,41.4020629708574,38.5212053782673
"FNIP2",23.815919807882,24.2369269755027,24.0089575064016,23.4881021841078,23.6590440754284,21.9563950047092,25.6895730496612,27.316875167483,28.7718331283155,21.6820646205187,20.56179936621,20.2594992434953
"FNTA",38.9066765685786,39.7851442805421,41.864276595784,37.7211038183558,37.6336714088179,36.7604500372314,42.8235097285707,42.8073989619414,42.5556676991381,36.7408647628512,36.9243580167856,35.7859718602839
"FNTB",8.62029329902201,9.9920161210327,8.65416450393483,6.61287152852754,6.63794798336001,6.47576727211526,9.25821843033666,9.19566348071334,10.4275477143583,6.66237824478956,7.49625729873205,7.38781210004361
"FOCAD",39.2107988382522,40.8483679639014,41.1121652337039,35.1080706978118,37.6616206634847,37.3725872420582,37.7241238122286,39.5542715236814,36.0736785794019,40.7565448008066,38.5617277387969,39.7145180405248
"FOLR3",3.58654538718434,3.82989176263839,3.62380929002237,7.05081004035056,6.02306438069087,6.7496181269062,4.05684479566772,3.55847514004616,4.17614318781428,5.17605511385803,5.54700762967096,5.44365102108477
"FOPNL",23.7005630849024,25.9060738332495,25.8550490315073,25.4296295865231,25.9089590761041,23.1967782881741,25.2476262702449,26.3068789231135,24.0832797334075,25.697744658474,24.003617353295,25.0595659074075
"FOS",42.6190656535589,40.7111778112099,43.1438426793229,64.8586936009887,56.0662048615587,48.4232746765634,41.8262964827082,42.1849594159927,40.2113910016841,48.0968950000561,40.2770674475707,33.144594394388
"FOSB",25.1792265340047,27.6666807927908,25.3373619900756,40.9764467562402,37.9411132101525,31.6217192914484,31.4688770881823,28.820125391661,28.1697511349804,35.2023899431151,31.633537486477,25.0327498925253
"FOSL1",233.251293864778,206.917047796992,207.084584252734,304.046110808326,274.321934554436,291.58672485711,193.470701666019,192.451261121902,208.807159390714,225.008461347511,229.198345372971,231.489248470514
"FOSL2",186.447925259504,177.741275324594,170.09437999043,161.073784648505,148.690034827264,163.18289170778,152.007028181807,143.947953107412,155.823943977217,115.868014601653,118.425271322614,119.653058404336
"FOXC1",18.6668151730647,18.9779711223276,17.6111270887071,16.6124675484864,17.1608423654023,15.2873212468592,19.5703099500507,18.0859792596405,19.3819160833221,13.0770359677572,14.0123204781648,13.756615634564
"FOXD1",40.4063139673136,37.4414791720619,38.1818612255996,51.1950120321106,45.3336910695155,51.6772671864322,38.0527509046151,37.1819547636506,40.5700781466497,43.7552669070719,47.416890521103,46.9816580735986
"FOXD2",1.33184580167372,1.41763157781242,1.47491968407919,1.56198069216876,1.27169108733844,1.40147202157718,1.16719277640719,1.25662323427373,1.152922965961,0.899616631879608,0.946778410686811,0.884928491112302
"FOXD2-AS1",2.16031681216367,2.06928480309716,2.06098048570005,1.45979503941005,1.66298065267335,1.49812526444458,2.02842239783386,1.72638892932932,1.7293844489415,1.29075429791422,1.35890548357401,1.23353668458078
"FOXE1",2.01349916473507,1.52052419233106,1.58236416437635,1.18243398192214,1.10399555933777,1.01485905010762,1.71112727415035,2.30185190577243,2.22898440085793,1.36898183112114,1.11385695374919,0.965376535758875
"FOXJ2",26.9410383031479,27.7695734073094,28.8244237597197,27.6923118976087,25.8949844487707,27.2239967409821,28.0806184459905,29.7361684970194,29.2842433354093,27.9272293548713,26.6211811946056,27.0037269863663
"FOXJ3",65.0297308360529,65.8284082664832,67.5923457869402,61.26759780404,65.4152305475962,60.2955146754413,64.4335740451582,66.6597521283894,65.9600039081464,65.3591039943837,64.1247448273408,62.1192984745954
"FOXK1",329.196626459367,317.206498048253,306.011647566337,361.167890700441,346.682554886727,365.33314916493,306.325777979022,307.825715827557,338.767198164873,332.193219763196,360.7894058889,350.552354547441
"FOXK2",119.352260384634,115.216863235432,118.511261767767,126.564229916852,125.743696745839,129.805305170907,115.518088958203,114.15306389851,118.789496259515,124.08190558838,130.187600754205,124.976037358451
"FOXL1",2.67417857816376,2.61804541386326,2.50052608691571,0.481732363005318,0.405264192668295,0.289959728602176,2.56102492687403,2.99475630597944,2.7413946079517,0.482403121442688,0.345295655662249,0.469280260438342
"FOXL2",1.39476765057169,1.2804414251209,1.15258624318771,1.73715609689796,1.71887916200691,1.75586724542429,1.63180349322947,1.89080692259878,1.31945628326647,1.56455066413845,1.83786397368616,1.87712104175337
"FOXM1",99.6577216795695,97.1992231819451,98.1749519515225,116.827397003987,112.397927642452,119.688932417454,88.3440280084512,89.8192008946304,89.1849965446718,115.841938757251,115.083700461366,115.550208127361
"FOXN1",3.88018068204154,3.84132427536269,3.34054656923895,1.92692945202127,2.41761052867638,2.30356895500617,3.39959061089473,3.46452200103504,3.49719966341502,1.42113351992576,1.54826116571137,1.32739273666845
"FOXN2",39.4205383345787,42.8147601524799,42.4503373974049,33.254130997761,36.2222340481456,32.3466186129538,48.3648424243291,49.301909696085,43.0040266303452,32.6860709582924,28.0803338040171,32.1658098511881
"FOXN3",31.6182290712304,31.8052503989851,30.6021415246364,29.9549942086943,30.1292965307878,29.6886544341006,31.3895533072614,31.2394187211973,29.9631868598086,32.9598673245166,29.6285949697284,30.0071206531717
"FOXO1",21.613655096453,23.1165407285219,21.6354112598371,17.6197261256793,19.7461484220794,19.6367171758918,22.6412734685589,23.9580504478355,24.3779156024864,18.9049871916729,19.5036352601483,17.5644897478351
"FOXO3",104.670495641775,107.499917146534,106.252823333863,102.287838411462,101.805160123742,101.034856544047,105.783927842341,107.071346045547,108.515671607284,94.9551873910027,94.4662082474688,95.8404371889505
"FOXO3B",5.65247942600105,5.00744057324065,6.02665857666793,7.66392395690278,8.04938534403235,7.99000141037107,4.87274654228245,4.59195966916847,4.95756875363229,7.24908474384148,7.8304143848568,7.93754040512853
"FOXO4",4.59329496955187,4.80165534420336,4.01451649110295,3.37212654103722,4.13648969068329,3.54395223847104,4.82741866747052,5.3788172083866,4.80384569150415,3.42897353890343,3.41954084801001,3.90173016535879
"FOXP1",50.5472186147032,51.8235801792234,53.311997587445,58.1582343700965,57.477642222231,57.6053327489656,53.1582651856907,53.6589865177257,52.6501487788855,63.3903777420095,63.3004906815665,60.0410573212256
"FOXP2",0.922853783836906,1.25757639967231,1.11351552307965,2.01451715438587,1.94247319934114,2.02971810021523,1.37116821306088,1.33883223090846,1.08887169007427,2.02087794117883,2.10518964258597,2.54752141380814
"FOXP4",41.0355324562933,37.3500190702675,38.6897805870043,44.1296040413659,41.7841357268346,45.9908347310673,36.8968900969109,36.9000953466172,41.2618319262263,43.4684326186466,46.8265463356159,43.1737839603275
"FOXQ1",6.2607239653481,7.09959040178639,6.16340609704613,5.00709698517648,6.13486139935799,5.41258160057395,7.45643540656245,8.11520238208546,8.41633765151528,5.34554810247303,6.11507467608305,5.3497949689971
"FOXRED1",17.7963962633094,16.8400912428846,17.1618138074644,16.6708593500628,17.3145632660696,17.4620192113755,15.6947766536307,14.9150608180152,15.8975266750844,17.2491710721264,17.8774041076745,16.9477214055447
"FOXRED2",13.0457966715126,13.4789325019423,12.3072768340382,14.8899094019825,15.176445284061,15.0134703920682,11.1733211411407,11.2391442542052,12.6052910945069,13.5333632447976,15.3266716835889,14.5208720587064
"FPGS",53.5045455129079,53.3784019097273,52.0128961438521,65.6761788230583,62.1591423789165,65.4020276736019,48.9994326716961,47.5755207667557,48.614918398022,60.4438073245487,64.7262275823654,64.170723613083
"FPGT",8.50493657604239,8.91735992494909,9.08394242512346,8.33542967503141,8.63631969203471,7.68393280795766,9.31487827385157,9.88856788092034,8.19856331350042,8.85274917458339,8.34278858358143,8.13866051674496
"FRA10AC1",10.0674958236753,10.7122644226632,10.4904883490135,10.1747714246881,10.9980317113775,9.9713928891526,10.4820710502588,11.4857712441094,10.3634964384716,11.1995751707911,9.55689266316805,11.5577024142243
"FRAS1",53.5989282862548,52.4066383281624,51.4756737423663,69.9679762389239,69.3281262009453,71.587835217115,50.5405804153017,48.7851674315239,48.3715235496525,67.8232712904017,68.0121055959255,68.3406139272637
"FRAT1",0.901879834204249,1.06322368335932,0.947464962620404,1.16783603152804,1.22976720533828,0.902096933428991,1.32584033824895,1.18615838001539,0.986389648655519,0.938730398483069,1.42573690079896,1.00560055808216
"FRAT2",7.83377018779737,7.8084061906926,7.63832578112532,7.47415060177947,8.52452267336759,9.05318708191238,8.11368959133543,7.78636639554654,7.87830693406681,8.86578709678454,9.33412127241821,8.80906088879973
"FRG1",14.2622857502067,13.8104753709468,14.846873641062,13.0067738011436,14.6593840727256,14.1435912062617,13.2470714137865,13.7876231498818,14.9623780471383,14.3156385768668,13.9454890609399,13.1666633071558
"FRG1BP",3.14609244489854,3.07534592283501,3.15496064872568,3.35752859064312,3.10236726801247,3.39897237416995,3.17295123683509,2.79510588558081,3.17694328398141,3.16821509488036,3.0296909141978,3.33859385283278
"FRG1HP",4.24722480061303,4.26432724616155,3.87776897072475,4.37938511823016,4.58367776535176,4.57492016238989,4.20416038880649,4.11044983173649,3.93274833944473,4.40681770398996,4.63364492759663,4.63917057461904
"FRK",4.81352144069477,4.80165534420336,5.28431489461483,5.16767443951159,5.21253599535428,4.7843355219359,4.98606622931228,4.7916100895671,4.66293288455337,5.37162394687534,5.53586906013347,4.54531452253137
"FRMD4A",13.5911193619617,13.8219078836711,13.4207923571179,17.8094994808027,19.0334424280765,18.8473823591414,13.3263951947074,13.2708808853207,13.0024090050046,19.9089072011618,20.3724436840727,20.6885554816103
"FRMD4B",77.645561540096,79.9704265064345,81.8140879062733,71.1796061216342,70.6557157976173,72.2644079171867,90.8710570292162,88.6800190841206,88.3651402133217,75.4504557780767,71.2979836094856,71.47808766848
"FRMD5",17.6915265151461,17.8232873371739,18.4804506111114,20.5831100556818,18.9495946640762,19.0890154663099,17.6325433018407,18.2151648257808,17.7165829102673,21.6559887761164,21.263529247072,22.5656765233637
"FRMD6",172.489761778971,174.860282118072,175.759634406098,171.861669989746,170.574301231352,168.353840201186,177.005351140586,175.903764513569,171.324352741804,160.588087751611,154.50309805455,160.225688921091
"FRMD6-AS1",14.8705302895538,14.6793463379931,13.7919641981444,17.4445507209501,17.5521319307372,18.2674629019371,11.8079113885077,13.1534394615568,15.8975266750844,15.4890515749706,15.4491959485013,14.5879120959119
"FRMD8",55.5285316524593,53.8814324695963,48.5258343742079,54.9028914322121,53.6765435875491,52.982085965142,66.1673652567145,66.0490567248171,70.0208547993645,48.683601499108,52.3178611175994,49.5828115171711
"FRRS1",9.10269414057312,9.56901315023384,9.5820941065012,8.52520303015471,8.69221820136827,8.68268298425404,9.33754221125754,9.58322017913421,9.10809143109188,7.70541202088186,8.56555997433127,8.05821247209839
"FRS2",39.9658610250278,40.87123298935,42.4210343573239,35.6627928127876,37.6895699181515,34.9562561703734,40.9650668612815,41.8796117142066,40.1729602361521,35.5674517647474,34.1062999238002,34.7267392724373
"FRS3",1.75132479432686,1.76060695954123,1.90469760526782,2.7006208229086,2.04029559067487,2.19080683832755,1.64313546193245,1.91429520735156,1.74219470411884,2.32075015180536,2.10518964258597,2.22572923522185
"FRY",3.0936575708169,3.13250848645648,2.88146560796927,2.90499212842601,2.9206971126784,2.96403278126669,5.14471379115403,6.23613960186307,6.77662498881519,2.69884989563882,2.50617814593568,2.90953761471772
"FRY-AS1",6.50192438612365,6.52796476557171,5.58711297545228,7.35736699862667,6.31653155469205,7.92556591512614,4.95207032320333,4.31010025213511,6.21297376101204,5.0717517362488,7.1509616430698,6.73081973542993
"FRYL",162.936127721296,165.74856947681,167.496177103244,137.527290662821,146.635764609256,141.580891926918,171.81530947462,179.450495511239,170.658219472582,149.779650246854,145.948676649756,144.29697608107
"FSBP",0.985775632734877,1.36046901419095,1.07444480297159,1.82474379926257,0.754629876003033,0.966532428673919,0.611926309961052,1.35057637328485,1.4987998557493,1.13429923150037,1.13613409282417,0
"FSCN1",712.516529945806,680.874727808036,696.523495046375,857.089461488825,838.114299692702,879.802252074246,712.826159292408,704.625054298645,727.878699176709,873.475597866294,971.528312199118,931.159300769199
"FSD1",1.38428067575536,1.50909167960677,1.32840448367397,3.63488964813103,3.01851950401213,3.36675462654749,1.33717230695193,1.3975529427904,1.58847164199071,4.06783172675997,3.76483650367226,3.41904189747935
"FSD1L",5.56858362747042,6.10496179477284,6.60295169826179,8.0434706671494,7.76989279736456,6.97514236026345,6.90116894011631,7.61020425990069,5.75180457462764,7.41857773245648,6.50492460989527,7.25373202563266
"FSD2",5.34835715632752,5.8077164639412,4.88384001350724,7.12379979232106,7.75591817003117,6.94292461264099,4.31748007583631,4.4392858182754,5.79023534015967,6.06263382353649,6.01482755024562,5.9397472964053
