"","fpool_eGFPorf_IL17_1h1","fpool_eGFPorf_IL17_1h2","fpool_eGFPorf_IL17_1h3","fpool2_eGFPorf_IL17_1h1","fpool2_eGFPorf_IL17_1h2","fpool2_eGFPorf_IL17_1h3","fpool_TNIP1orf_IL17_1h1","fpool_TNIP1orf_IL17_1h2","fpool_TNIP1orf_IL17_1h3","fpool2_TNIP1orf_IL17_1h1","fpool2_TNIP1orf_IL17_1h2","fpool2_TNIP1orf_IL17_1h3"
"ABHD11",13.9896244049822,11.8555156950926,12.7468224352539,16.8898286059743,15.5537602220625,17.2526038518295,11.8759032007256,11.6032126678733,12.5412398186202,16.2322131404364,16.2288958161257,16.8672733608981
"ABHD12",22.8091702255144,22.1562096596812,21.8503002204314,21.5173788809042,21.5209260934198,21.4731287903722,22.5052898441231,21.9028255319673,21.943967118791,21.1866235768748,21.5531320550468,21.4662199131939
"ABHD13",12.6368046536758,14.2220458290214,14.2412774793871,12.8024024956262,14.0584750973898,11.5178447750309,14.5955756894414,15.7606390691153,14.0400396743695,13.142225578763,11.9516851137288,12.8448711285695
"ABHD14A",1.45768949946966,1.90922962495705,1.92423296532185,2.26268231108558,2.2638896280091,2.17469796451632,2.30038964670544,2.41929332953633,2.15212286979386,2.07302962998344,2.45048529824822,2.54752141380814
"ABHD14B",16.0450714689826,14.8394015161332,15.4817728428179,15.7219925744463,15.7913288867301,15.625607596895,17.2812522720482,16.1599399099126,16.1537317786313,16.284364829241,16.1509258293633,15.6471446837584
"ABHD15",11.8188206180022,12.4614388694801,11.5258624318771,13.9702385271542,13.8907795693892,14.1435912062617,14.1422969413221,13.9637852855277,13.6685422742265,14.5633590986887,14.2907847166021,14.7890322075283
"ABHD16A",12.8884920492677,12.7015216366903,12.7565901152809,12.4666496365619,12.6051138547173,13.1126232823428,12.5558213229046,12.648441339372,13.4123371706796,12.8423533681364,13.1546506237779,12.4694469202188
"ABHD16B",5.56858362747042,5.76198641304403,5.46013313510109,7.40116084980897,7.56027338736372,8.27996113897324,4.23815629491544,4.41579753352262,5.35468666412996,6.14086135674341,7.16210021260729,6.18109143034502
"ABHD17A",47.568917766866,44.5753671120212,46.572298368805,57.8078835606381,53.816289860883,57.9758368466239,44.6139607836419,45.3441337152416,48.2562312530564,54.3159838900065,59.9255041117064,55.5225588135764
"ABHD17B",13.5491714626964,14.6679138252688,14.143600679117,14.1600118822775,14.10039897939,13.7891959824146,14.3122764718668,15.5022679368347,14.2706242675617,14.3808281878726,13.5890548357401,13.6359435675941
"ABHD17C",25.3260441814333,26.5348620330857,24.7219981483736,23.7508652912016,23.0162112180925,24.7593390478636,27.4800241047324,28.8083812492846,27.9775973073202,24.7459763377898,26.5877654859932,25.2338700041417
"ABHD18",4.13186807763342,3.93278437715704,3.76055681040057,3.88305480483074,4.08059118134973,4.09165394805293,4.0001849521528,3.67591656381006,3.47157915306033,3.62454237192074,3.75369793413477,3.47267392724373
"ABHD2",69.7069216041354,70.7329562252052,71.3431349173137,76.9311985769098,80.4379549309899,78.5790864511897,68.1164638736275,70.1477624141772,68.2274190745363,79.5182875048366,80.0640378354918,79.1340599173456
"ABHD3",8.94538951832819,9.04311756491633,9.06440706506943,15.0942807075,16.0428721787311,14.9007082753896,9.70016520975298,8.45578251100077,8.2498043342098,14.8893071537176,14.7808817762517,13.9979597685037
"ABHD4",18.7821718960443,18.9779711223276,18.6855718916787,13.4739082137548,14.170272116057,14.3368976919965,16.9299612422558,15.4435472249528,16.9863983651587,12.894505056941,13.5445005575901,12.080614704427
"ABHD5",22.8825790492287,24.328387077297,23.7159271055911,17.3423650681914,18.5303558440745,17.2526038518295,22.9812325296484,23.370843329016,22.9303567674465,19.9089072011618,18.3006697500992,19.4550187970295
"ABHD6",6.21877606608279,6.16212435839431,6.20247681715419,6.02895351276352,6.20473453602494,6.54020276736019,7.66041084321613,6.81160257830618,7.26341468555428,6.76668162239879,6.6051717357327,6.5431076312546
"ABHD8",14.2203378509414,13.467499989218,14.0849945989549,15.5176212689289,13.9746273333895,14.51409530392,17.5305555835138,16.1012191980306,16.9351573444493,15.1631035199418,17.821711259987,15.6605526911995
"ABI1",56.4304114866635,59.7577440098832,56.9944129576295,51.0344345777755,49.8614703255337,50.0985975529315,62.3938196786214,60.8581457944528,59.8110814230211,46.0890549810785,43.6409154478933,45.5738172922836
"ABI2",31.5553072223324,33.5315598203535,30.9733133656629,28.7287663755899,30.0035248847873,29.5436745697995,31.5368689004002,32.5195302402238,32.1537404951345,29.7786143074351,29.4726549962036,29.3635362959991
"ABI3BP",4.21576387616405,4.02424447895139,4.00474881107594,1.75175404729206,2.04029559067487,2.013609226404,4.38547188805421,3.80510212995035,3.86869706355801,1.95568833017306,1.72647827831124,1.7832649896657
"ABL1",90.7962279597719,88.2589982315475,88.6514639251834,84.4783389306598,85.3709983796765,87.5195114164234,87.0181876702022,87.0710715785551,90.3379195106328,83.5078916983897,87.226138048099,86.2268958536851
"ABL2",295.701228896014,315.926056623132,303.100878918286,301.491469489358,304.618926613224,298.352451857828,307.379651068399,304.04410198236,305.140278324344,286.912515958589,275.56821035755,261.764529272507
"ABLIM1",129.262451586065,134.617837328558,128.620810595727,87.2519495055389,89.7171074803606,88.9532011856231,142.046227691885,141.035405798067,144.051319469238,74.4726116129901,72.0554063380351,71.6657997726554
"ABLIM3",12.5004739810635,12.9759019420734,12.0923878734439,10.7148955892698,10.4530212453753,10.486876851112,11.9325630442405,12.0377459357997,12.5028090530881,9.84363126187107,9.60144694131801,9.77443742455861
