"","fpool2_eGFPorf_unt_1h1","fpool2_eGFPorf_unt_1h2","fpool2_eGFPorf_unt_1h3","fpool_eGFPorf_unt_1h1","fpool_eGFPorf_unt_1h2","fpool_eGFPorf_unt_1h3","fpool_eGFPorf_IL17_1h1","fpool_eGFPorf_IL17_1h2","fpool_eGFPorf_IL17_1h3","fpool2_eGFPorf_IL17_1h1","fpool2_eGFPorf_IL17_1h2","fpool2_eGFPorf_IL17_1h3"
"ELK4",100.512397541561,98.9443054140462,97.7600283834851,100.413786188737,93.760831937159,94.5980014475702,99.8464872262634,104.447436249147,103.488569886218,97.6602881365326,101.944906397076,95.896125798264
"ELL",39.1310369059966,39.2458761036549,38.0977974539633,35.7814775825033,36.2992354031078,36.8366099037308,36.3583416882108,35.0749490381331,34.5580519355772,44.0420163390013,41.9937551368354,42.8818220854996
"ELL2",167.934570049406,159.116800527243,161.780624602443,212.685655360092,193.081605390807,205.121057948674,216.105090040081,221.653556698606,221.189114211743,178.007407105662,177.966879090715,169.98083645612
"ELL3",4.64806913506049,4.23273038218884,5.07844303290832,4.70869508727279,4.5889469454277,5.07908732604404,4.70865169253149,4.43581493702596,4.91314305358828,3.86845685443664,4.23431208201702,4.23663381235401
"ELMO2",24.4988481486943,25.1085566271442,25.4585381145982,23.4859119267396,23.7428124567781,22.9088001268445,22.8720920744124,23.0593781649004,23.7061594255641,25.5464131896759,24.6652172434325,23.744479997756
"ELMO3",26.5460121720783,24.8884546472704,25.6196081361644,22.9448149362706,24.2881655720318,23.9008093702124,22.5889437543715,23.3566234957321,21.9870477408096,25.5464131896759,24.8888112807667,25.1620608931444
"ELMOD1",6.57777292759463,6.85702321914591,6.59439617706006,4.4554156449256,5.3870246750673,5.56847855277224,5.22251345853158,4.66446519151183,4.09265793131907,5.5472211497582,5.47805391468868,5.81530344585475
"ELMOD2",10.7056610403198,10.5648950339433,10.1474113586657,11.6048035402713,10.6011325087127,11.5337608028917,11.7978466683695,12.0384358986813,12.4733273944975,10.5105242837524,11.1377779847114,9.66532428673919
"ELMOD3",7.60135493928665,7.58505284488239,8.33774229283455,7.67897218388986,8.14039284232392,7.93607394694381,7.81279623816471,8.3571668014587,8.32206338301633,7.79530551044969,7.78386742469795,8.03832803180476
"ELMSAN1",161.507817418618,159.252247899473,161.136344516179,155.087607629955,154.98669509601,158.245314502059,183.050145419014,168.458074992468,167.242217422542,180.240893515959,170.015316138017,178.840717052298
"ELOF1",28.9623369209906,29.8661455767244,30.091669911412,29.8984868988935,31.3378521838483,30.8184204939651,31.3560547008221,30.3876188211727,30.4263232841501,31.9695113630802,29.8917278661201,31.0579087080553
"ELOVL1",69.4357764652719,69.823120384587,68.9284945231493,72.2882553862735,72.9709070800474,73.197055370645,75.9571585946671,76.6321327909407,76.1586011706319,69.7782028838006,70.3622486236161,71.0884601289668
"ELOVL4",11.7124630190333,11.3945101888523,11.739162160025,13.2741453193778,12.2238905589799,12.8299862142258,14.0001113797985,14.1534507526756,13.6356813177122,11.1090402499105,12.5352407180504,10.277461491566
"ELOVL5",76.9364512066872,73.4632685132694,74.9165094425487,73.7273431268825,70.0313207758749,71.6098405812563,74.7616434656057,76.1633997692447,76.8716418126039,76.9166006265157,81.0807877883259,76.2916263699947
"ELOVL6",87.7092323789212,84.9932260743518,87.6031423176685,84.4341559170138,81.1379025133593,82.1912725105147,80.8021409598109,81.7767635168729,87.049564400753,85.1498446487884,86.6147402123481,83.2667687302582
"ELOVL7",12.4843445360469,12.3426417944626,12.3644928319876,15.783914339,15.6955286829121,17.2741876245144,17.7020134899625,19.6296243476123,17.7771776491663,11.8243398192214,13.527439258721,12.0977642322352
"ELP2",34.147367111365,33.5570864699931,33.7015333359233,37.2090526211874,36.8445885183615,37.8947530966567,36.3688286630272,37.0299087139873,38.455356266356,34.2321936741658,33.9164205381363,34.6824053155825
"ELP3",26.4956720731426,25.2778658424317,27.2587324732784,29.311339100725,29.2495487912913,29.614782612012,29.9088521761688,28.2268739162812,30.6509799247714,25.5172172888877,26.943081498775,26.0641578265734
"ELP4",10.6385409084056,10.3617239755983,11.4738703597985,10.7874017036054,11.4258128293403,10.6211122989931,10.6233054889407,11.0209422662191,11.447720991661,10.2915550278409,11.4172705313792,11.9527843679341
"ELP5",18.9278771998131,17.5573656253193,18.7599201588777,18.673602522143,18.6617175780726,18.0677950192087,18.1949013063299,17.9147474389682,18.5878950914085,18.1014584886847,17.2167408747359,17.6875434447327
"ELP6",12.2997641732828,13.7987010459356,13.1319441112144,12.0537989153413,12.9687631066435,13.0945220124573,12.8045962507371,11.9584083096112,11.9458726730387,12.9775779003554,13.8069318053888,13.676433865736
"EMB",70.5096985758996,69.3829164248394,67.516763157658,66.1519852603165,59.9090349049459,63.5679523150199,63.7712938580935,64.9595372994369,68.6179521897767,72.4788237067092,78.0622682843137,68.6238024358483
"EMBP1",3.00362590316183,2.92904942447467,3.08875453120916,1.85354500990445,1.58285416378521,1.48140047009618,2.05544706400038,1.46336162870959,1.6214348844844,2.8466003268496,3.15826577734603,2.99625052888915
"EMC1",93.3808835256737,96.0999105972153,91.3361769351422,86.1840866095944,82.0024867204689,80.8950470991805,86.3078027383833,87.9731854134401,86.6002511195103,92.5072116474151,94.3287345003791,94.4141094076307
"EMC10",44.7859080197706,47.3049947513424,45.3743725458917,38.9474706118432,39.1191100478344,40.4475235495903,39.2212858130685,39.6365216151263,38.7288513071124,46.1003273445695,47.4857836788575,50.3885572815337
"EMC2",10.7224410732984,10.7849970138172,11.2180532667229,12.5948959058104,12.4899164688597,13.041614852811,12.3431693588186,12.7929817384847,13.9775501186577,10.4667304325701,10.4110973633752,9.89084852009644
"EMC3",16.6793527806864,17.5912274683768,17.5566323507073,19.6982329934566,21.2687714948953,21.0173691694895,19.3274945864934,19.5495967585422,19.8479258148934,16.8168388540038,17.3425125207364,17.220386104207
"EMC3-AS1",11.0916017988267,11.0389608367485,11.5117691884023,12.9517896654814,12.1706853770039,12.8299862142258,11.7768727187369,12.8615768148304,12.160761633633,10.6856996884816,10.7604630467099,11.4211915321635
"EMC4",42.1682228751156,41.2098630009905,40.3243536344362,44.3584405165332,45.0381865426614,43.6616334981025,44.2025988508245,45.4899681299647,45.0778433246718,39.633435319983,42.8601820315056,40.6426886257383
"EMC6",22.1832035976533,21.6546486352781,21.3370405039357,20.0551267531276,20.8165274480996,22.0093784128575,20.7537231615141,19.3209465040564,21.1665626185404,23.6340816880488,22.0938858140888,23.6639356286998
"EMC7",19.2970379253414,18.4377735448146,19.0631107877081,20.8725285897936,19.5928082626522,21.0173691694895,19.6525908057996,20.9672283363547,21.1763302985674,19.4882637761242,18.9495946640762,18.815164611519
"EMC8",32.9392047369088,33.6078792345794,33.7868057002818,31.7635446107228,31.4575638432942,31.7178422079521,30.8946278089037,31.5880326572235,31.3640205667435,34.4219670292891,34.7548981781397,35.6328288704452
"EMC9",6.49387276270184,7.80515482475621,7.26710038477739,6.51618928947775,6.65064774699666,6.1769108887046,6.5543592602053,6.58512732919318,6.80807297882909,7.56173830414408,7.51834950536355,7.73225942939136
"EMD",39.0806968070609,40.4987642967828,38.8652487331902,41.0658077660197,40.5024447792097,39.4158339364876,40.5845925391912,39.430736386089,39.5004980292465,42.1004889365859,40.2469267201618,41.5447855591673
"EME1",6.09115197121645,5.8750297704781,6.01643904085221,5.69878745281181,6.31811535964683,6.26949841808561,6.76409875653187,6.40220712560448,6.23177985723524,6.24792276867503,5.51997779668885,5.68643245536489
"EME2",2.80226550741914,3.06449679670472,3.01295687400158,2.09531175032677,2.36763059793081,2.68503835204932,2.61125672926579,2.66377546476043,2.10981888583513,3.69328144970744,3.42378369668043,3.54395223847104
"EMG1",29.9691388997041,29.4259416169768,29.2957945107323,28.8738564275799,30.4865692722327,29.6941433514814,29.0803811656789,27.4494630510292,29.000242000206,28.6995704748017,29.6821084561193,28.3194001601458
"EML1",3.94330774996107,3.74173365785493,4.27309292507771,2.93573899084245,2.27452152947286,2.67181156213775,2.83148320040869,2.97245330831636,2.92053632807733,3.60569374734283,3.67532698868144,4.027218452808
"EML2",39.1645969719537,39.8215274356326,38.0030503824539,36.4492142941459,38.0550064083149,36.3604454669142,37.2287605979661,37.9102121937579,36.5018202609531,38.4364033876667,39.6040938628258,39.6278295756307
"EML3",19.5319583870412,21.4853394199905,21.2991416753319,16.8776210218629,17.6774217115171,18.3191040275286,17.3139954217583,16.931551344679,17.4255411681938,22.1012968966682,22.4572261247569,23.1806694143628
"EML4",59.7872575026012,63.0338208515561,61.3676782166925,68.3393986260423,65.0832388521094,66.5439800451238,67.1271257993186,68.0920457858933,69.526346432289,58.3626056756139,62.1591423789165,59.1678935086551
"EML5",4.37958860740357,4.02955932384377,4.18782056071917,3.246581942814,3.40513164646229,3.10829562921966,3.3138840419598,3.56694396997964,3.08658688853657,4.48157077098887,3.81507326201533,4.62324678382358
"EML6",4.91654966271741,4.85917447875278,5.61850134051238,6.29744795290518,5.65305058494716,5.55525176286066,6.36559371351138,6.60799235464177,5.50897153523616,4.40858101901836,4.89111956668632,5.10651299816054
"EMP1",258.899128826167,262.818694890869,264.060088296931,295.415931392224,284.501409321023,288.344020072292,286.409769208747,293.769846963451,298.24634194486,261.0551468977,271.778552379759,267.375087518829
"EMP2",67.3382723429522,66.2168340989621,67.5925608148656,55.8711424414055,59.1508610617883,58.9782562157041,61.3173417510726,59.16325334822,58.8502721627622,65.5739931702996,64.8702200815941,66.7712819475566
"EMP3",42.1346628091584,40.2617313953802,41.8971550214936,22.8296879170219,23.4235813649223,22.7897590176403,24.5814689694739,23.8253565174281,23.628017985348,45.2098523705294,44.2855940195113,45.6364395072202
"EMSY",23.0054252136026,22.145645359612,22.4171571191438,23.9118818979599,23.7428124567781,23.2130162948106,23.6481282108207,24.6141998954044,25.1908467896703,22.6706169620381,22.0379873047552,21.8114151404081
"EMX2",1.99682392444837,1.71002307440429,1.71492199432165,4.70869508727279,4.54904305894572,4.49710856993482,4.43599034730695,4.84738539510053,4.57127425264277,1.62037249374516,1.50925975200607,1.38536314776595
"EMX2OS",6.22539223504492,6.95860874831844,6.55649734845626,7.81712460698833,8.53943170714372,8.9677635600465,8.79857187089959,7.85413624158978,7.43320450055802,5.86837605842842,6.00908975335748,6.49187614592649
"ENAH",118.316012531811,117.39900988039,115.364034269947,123.070783576885,115.801078570706,119.001428834422,122.16276963541,125.0373916656,125.417011546866,116.097499484282,113.334227673789,110.345785606939
"ENC1",98.8679543096621,95.1348480700763,98.4137831769006,121.355390990079,113.539858336727,120.985447321158,135.575610425495,129.050203631827,125.026304345785,121.367359576552,115.891584475799,116.257742295661
"ENDOD1",56.2634505771041,56.5662088275716,57.4356747490489,50.5868122578891,48.4433181891237,47.4312686229008,50.9457236577237,50.3830835759624,50.9775220609886,56.4356762235927,57.799058650899,55.8333566297301
"ENDOG",10.9238014690411,11.3098555812086,11.000135002251,8.35822159745732,9.28430425480734,9.4571547867747,9.21805086355273,8.82589982315474,8.50764930352961,12.4228557853796,11.3753466493791,11.7111512607657
"ENDOV",3.67482722230414,3.94490471619999,3.35404633143572,3.85675514483224,4.53574176345172,4.15321203223392,4.48842522138859,4.25289473343726,4.20010241161622,3.44511629300773,3.66135236134805,3.72114985039459
"ENG",4.16144817868232,4.84224355722403,4.56680884675711,4.42087753915098,4.73526119586163,4.92036584710516,4.49891219620492,4.05854201712427,4.22940545169727,4.53996257256527,4.75137329335243,4.62324678382358
"ENGASE",11.8131432169046,11.3437174242661,12.3644928319876,11.0637065498023,10.4947221447607,10.7004730384626,10.5918445644918,10.4836141681773,9.95326594752775,11.2258238530633,12.1020272707153,12.564921572761
"ENKD1",9.26257820416386,9.59983250680428,9.51260597955215,7.37964193384318,8.41972004769778,7.76412567809336,7.41429119514423,7.76267613979543,7.53088130082816,10.3645447798114,9.34902568603757,9.76197752960659
"ENO1",1469.93088892166,1504.15999953615,1482.26108552296,1369.42438126164,1399.34949115007,1394.59304790652,1403.67109219075,1373.3877535694,1433.70984204521,1520.88746180936,1485.23736761997,1535.94890015335
"ENOPH1",34.4829677709361,34.2343233311433,34.2321169363764,33.7782674475755,31.3910573658243,31.8501101070678,33.0654315958837,34.0803204311196,33.6789607331459,33.9986264678601,34.4754056314719,34.3763367131691
"ENOSF1",25.7909106880432,25.6334151945356,26.5481294369573,25.2934061289446,24.5142875954297,24.1256647987092,25.4099399799639,25.768883680558,24.5852506279954,25.7507844951933,27.1107770267756,27.288432236227
"ENOX1",1.9464838255127,2.21795072026695,1.65807375141596,1.79598150028009,1.47644379983326,1.58721478938876,1.91911639138811,1.73774193409264,1.82655616505171,1.50358889059236,2.19401649134215,2.013609226404
"ENOX2",15.0013494828306,14.8653491022472,14.6099984267624,16.0717318871218,16.7330297314436,15.3298495075131,15.2795223073906,15.7768675595253,16.7515712463298,15.2256622610469,14.4078407807246,14.304679944374
"ENPP1",2.86938563933337,3.67400997173991,3.4487934029452,4.62810617379868,4.44263269499377,3.58446006603629,4.42550337249062,4.37865237340449,4.09265793131907,3.41592039221953,3.731225498015,2.96403278126669
"ENSA",87.4239718182858,88.6672360460917,88.7022083471785,92.7808648125463,92.0582661139278,91.5161593981737,91.2681418265067,95.404318684231,95.2055772233101,89.1642810071661,87.5370656163518,90.2419110905216
"ENTHD2",10.1015798530918,9.41359236998797,9.46523244379741,8.54242482825528,9.21779777733738,9.02067071969279,9.44876430951196,8.68870967046322,8.33183106304335,10.3937406805996,10.8862346927104,10.1969171225099
"ENTPD1",27.9890950082343,28.7994975204128,29.1063003677134,27.7916624466419,29.3559591552433,27.6968980748339,27.4863609935969,28.8785271415659,26.323897672804,25.6923926936169,26.5238426787733,27.5783919648292
"ENTPD1-AS1",7.63491500524376,7.07712519901973,8.29036875707981,4.68566968342305,6.15849981371891,6.65307532552122,5.29592228224588,5.05317062413782,4.43452673226457,6.18953096709863,5.31035838668801,6.95903348645222
"ENTPD2",1.86258366061991,2.79360205224463,2.34972737343519,3.29263275051349,3.07259925911246,2.56599724284516,3.22998824342917,3.20110356280224,2.60797056721287,2.10210485675048,2.15209260934198,2.46465769311849
"ENTPD3",2.55056501274077,2.21795072026695,2.41605032349183,2.24497687535011,2.31442541595484,2.27500786479056,2.41200420775555,2.11501485399434,2.07074816572707,2.24808436069148,2.11016872734181,1.83641161448045
"ENTPD4",62.7405433068273,65.9290084329733,66.3134753494875,60.4416851055798,62.9417302775764,59.0047097955272,59.6289388056437,59.9863942643691,57.5609383991963,66.2746947892164,63.0255692735866,65.4986809164693
"ENTPD5",7.11473398290848,6.72157584691587,7.59871513506058,6.59677820295186,7.04968661181646,6.91761112375268,7.54013489294017,7.05386035088922,7.24761858004474,7.26977929626207,6.80564351136069,6.63685601022758
"ENTPD6",54.2498466196771,54.5175673225922,53.4468230384997,48.5605767191116,47.5521313910262,47.4974025724587,47.9359618854375,47.9479583656878,48.3988545338567,54.5671385731478,56.7090377188946,60.9076518802682
"ENTPD7",45.2893090091273,43.2923663490274,46.0849755822128,49.5852071904252,46.9801756847844,45.8969609931583,45.7232101991922,48.9082894345285,47.0216116500477,44.1733978925482,48.0168195175263,46.7640606740065
"ENY2",24.8008887423083,23.5001190819124,23.5162231486538,23.5549881382888,23.5565943198622,23.4378717233074,22.6308916536368,23.5738412374936,23.5498765451319,22.9333800691319,23.0301858454259,22.0691571213878
"EOGT",42.4870435017082,40.8035208843004,42.1340227002673,37.1399764096382,35.3149395365523,36.9291974331118,35.0684437858024,36.6183382559128,37.7130125843029,39.8524045758945,41.9658058821687,40.1272046637789
"EP300",157.396709338871,159.912553839094,158.208660006536,160.820933188542,154.72066918613,149.264324152101,160.335357966846,155.756553355778,152.932566182966,155.3951819452,155.090414145957,157.464241504793
"EP300-AS1",14.0113275370957,14.1373194765107,15.0174108342531,9.12957262642377,11.5056206023042,11.1898642651908,10.8330449852673,9.51185058661237,9.25976066560972,15.4592294673525,12.3815198173831,15.4967366064052
"EP400",174.7472634387,175.74296546848,178.171867973584,169.190667487924,164.949365421011,163.734432315362,171.724212617379,165.942922193123,163.979812293519,177.175323933198,179.979225426723,183.19011298133
"EP400NL",1.42630280317741,1.86240136816309,1.33593370828372,1.51967665408315,1.51634768631524,1.34913257098045,1.17454117942879,1.23471137422372,1.11351552307965,1.54738274177466,1.67695528000674,1.69143175017936
"EPAS1",105.680647698957,106.563220101986,108.504346292661,111.581107055863,105.838408245705,109.187150720035,115.587436425572,116.497304660553,112.953451832395,109.79118491403,107.422960311765,108.815442594872
"EPB41",36.0099507719849,37.298820127848,38.2114939397747,34.5150803707673,34.6897786483346,34.8922717867296,34.607016893884,35.9895500560766,34.3529306550099,39.4436619648597,37.3681534894835,36.4865991824405
"EPB41L1",2.73514537550491,2.60736191542832,2.72871565947313,2.74002305811962,2.95288759966652,2.93634736036921,3.00976177228627,3.32686120276947,2.93030400810434,2.48165156699709,2.5294075473435,2.70629080028697
"EPB41L2",62.7069832408702,63.0507517730849,66.6735142212236,57.4023317974135,54.9875555721684,53.2246026041698,57.1749866986228,55.4019566619273,57.8637364800338,61.7931240182276,62.7740259815856,62.840716737616
"EPB41L3",14.4476083945382,13.493944458418,13.8425471475355,4.4554156449256,4.68205601388565,4.32516030108437,4.92887816367438,5.14463072593217,5.16710273429066,15.1526725090764,13.2199974573865,13.193167651399
"EPB41L4A",15.7564509668657,15.3732767481098,16.2017492281217,17.6604847527542,17.8104346664571,16.4012194903505,17.1252298750644,17.6860971844824,18.5292890112465,14.4665688405536,15.2183691660612,13.4992362538124
"EPB41L4A-AS1",12.4507844700898,12.6473983819802,12.5445122678556,11.8811083864683,12.5830255373177,12.1951002984703,11.3678807009001,11.0095097534948,11.9068019529306,12.9775779003554,12.2836974260494,12.2266352227251
"EPB41L4B",10.6721009743627,10.1585529172532,10.4411272803451,16.9697226372618,15.1900794541404,15.9250550535339,16.3701676882887,17.1373365737163,17.3864704480858,10.2477611766586,10.1595540713742,10.8090543273367
"EPB41L5",19.2131377604486,18.4208426232858,18.3240836299341,26.3065238983333,25.7114041898891,25.3425294705739,26.2488979652702,27.0035950547817,27.017402954722,19.0503252643012,20.1374379874143,19.5400639330244
"EPC1",18.6258366061991,18.9964939552635,19.8968850169916,21.1833715417651,19.5263017851822,20.8586476905506,21.4563504742081,19.618191834888,20.1995622958659,18.291231843808,19.5784528940787,18.3480072709932
"EPC2",17.4847943636571,16.4229938828927,16.8176051929333,19.0189835798891,17.956748916891,18.3455576073518,19.0548332412688,19.0579987113976,19.1251174928943,17.4153548201619,17.5661065580706,17.4620192113755
"EPCAM",18.3573560785421,16.7277504704103,16.8649787286881,30.6352998220853,28.0391309013379,28.530185839263,28.765771921189,31.4051124536348,29.4593229614757,17.6197261256793,18.8657469000758,18.7024024948403
"EPG5",78.345973976886,77.3404495433544,74.850186492492,71.7701837996542,72.8777980115894,71.4378923124058,69.6649737048701,73.6939770207973,71.3919733174488,79.0333034336603,81.8633669189957,77.9991669939853
"EPGN",55.7936096537044,52.7736824051304,57.3314529703885,140.190171339171,141.738604783993,145.957626674208,136.980865050883,142.76921890098,142.236956553385,51.2096099825047,55.5910675322234,52.6760173627286
"EPHA1",29.7006583720472,30.3232804580008,31.0391406265068,25.1782791096958,25.5650899394552,26.0567761257988,27.1298038498418,25.9060738332495,24.985725509103,27.7507036991851,28.9135039527829,31.0095820866216
"EPHA10",15.6054306700587,16.6600267842953,19.1104843234628,11.8580829826185,16.014759774768,15.8060139443297,14.1049811279618,12.1527610259242,12.7077517151458,17.9700769351378,15.74940500473,17.7841966876001
"EPHA2",321.92493269363,324.768936764585,315.450899883675,339.233274918289,330.92293059506,336.873112257853,391.363413170562,372.219749277555,361.511605479833,399.356128931408,371.655213931494,400.982086909187
"EPHA4",8.2557762254504,7.9236712754575,7.36184745628687,6.36652416445441,5.93237779032102,6.13723051896988,6.5543592602053,6.02493420570279,5.97782017653286,6.48148997498064,7.04321217602831,6.49187614592649
"EPHB2",0.889341747863559,0.998924370196565,0.956945422245784,2.48674361577243,2.87307982670256,2.55277045293359,2.84197017522502,2.66377546476043,2.67634432740197,1.18243398192214,0.684756739336085,0.88598805961776
"EPHB3",18.1224356168423,20.1647275407476,19.3663014165384,22.4958195612006,21.7742207236671,22.2739142110889,23.9732244301269,23.9053841064982,20.6879462972167,16.9190245067625,18.4744573347409,18.1385919114472
"EPHB4",178.875151551425,182.735436059856,180.360525325453,164.044489727506,167.183983064002,163.390535777661,167.204326471541,158.546086460505,160.688104124415,190.926593204441,183.17941508607,191.615053984605
"EPHB6",4.07754801378953,3.96183563772875,4.77525240407797,3.81070433713275,3.67115755634216,3.29347068798168,4.21576387616405,3.98994694077851,3.56520320986028,3.85385890404254,4.61162702001853,4.28496043378771
"EPHX1",3.49024685954001,3.84331918702746,3.39194516003951,3.96036946215609,3.56474719239021,3.88867623400246,3.73336303461294,3.58980899542823,3.82893057058967,3.09476548354931,3.40980906934704,3.46340786941488
"EPHX2",2.56734504571933,2.60736191542832,2.79503860952977,2.33707849074909,2.42083577990679,2.61890440249146,2.57979580481681,2.40082767210168,2.4321523267266,2.56923926936169,2.44555978334316,2.78683516934313
"EPHX3",1.64444323189866,2.30260532791073,1.33593370828372,3.23506924088913,3.63125366986018,4.07385129276449,4.19478992653139,4.34435483523161,4.2489408117513,1.35760938665135,1.97042245400792,1.38536314776595
"EPM2A",2.85260560635481,2.43805270014077,2.57712034505795,2.60187063502115,2.43413707540078,2.28823465470213,2.26518656032695,2.44655772299885,2.52982912699675,3.03637368197291,3.10236726801247,2.62574643123081
"EPM2AIP1",17.0652935391932,16.7108195488815,16.9692005073485,18.9844454741145,18.5021020321447,18.120702178855,17.7963962633094,18.9779711223276,18.9395315723811,17.575932274497,17.1328931107355,17.1720594827733
"EPN1",134.542304422076,135.34578670087,134.834557465146,123.680956778904,127.852052288264,123.577898143827,128.853459568228,120.59014421585,121.461101135925,152.110643106528,138.837922557225,153.614220663908
"EPN2",48.8466760005815,49.6076000792531,48.1883605697233,49.0325974980313,47.4324197315802,48.1190616983026,50.7884190354788,51.1490619284901,50.3914612593677,50.5818981155584,50.6580240835369,49.0515207552014
"EPN2-AS1",1.86258366061991,1.82853952510558,1.57280138705743,1.50816395215828,1.46314250433927,1.26977183151101,1.20600210387777,1.42906409053671,1.16235392321472,1.73715609689796,1.80272692600725,1.91695598353661
"EPN3",120.463856753066,120.226473775692,116.955785071307,131.25631464547,137.016644883625,130.151612729878,127.217491496881,125.540422225469,132.781842287235,119.11927521586,119.245495035813,124.940425279915
"EPOR",1.40952277019885,1.32061187924292,1.1369648581138,1.49665125023341,1.38333473137531,1.28299862142258,1.20600210387777,1.14325127242937,1.03537408286353,1.40140323783365,1.50925975200607,1.41758089538842
"EPPIN",2.71836534252635,2.48884546472704,2.79503860952977,2.04926094262728,2.3942331889188,2.42050255381786,2.34908235885758,2.76666807927908,1.85585920513275,1.72255814650386,2.04029559067487,1.80419386685798
"EPPK1",423.326671983054,421.309051321548,427.735654329564,520.385639706155,532.610474170481,535.367548460829,558.924296785859,524.832361634151,476.838603558793,450.05481065012,426.212159041046,452.67546296943
"EPRS",191.124575625772,188.119469106001,193.672488872535,219.616301918865,219.857113220216,223.479842345938,216.545542982367,217.823664935968,227.626015349545,189.817148974489,192.50049151744,182.771282262238
"EPS15",62.5895230100203,61.5100379139681,62.2109271531269,67.9594794625215,68.2489471796798,69.9829454221328,67.5256308423391,70.412845868925,70.815680195855,62.3186502324152,65.1077887462617,61.519789085095
"EPS15L1",37.1174329485697,39.2966688682411,38.0977974539633,38.7978054868198,38.4939491596167,37.3127743405475,39.8400173272319,38.1731599864167,39.0218817079228,38.4510013380608,37.5498236448176,40.2238579066463
"EPS8",4.53060890421059,4.50362512664892,4.21624468217202,5.64122394318745,5.21410783364538,5.75365361153426,5.49517480375612,5.64766128580109,5.83130497612764,3.85385890404254,4.17841357268346,4.09165394805293
"EPS8L1",11.8634833158403,12.2749181083476,11.5970415527608,28.413348350585,30.1141329984009,29.5883290321888,31.2511849526589,30.2961587193783,28.8048883996657,12.9045881483849,12.6330631093841,13.0642966609091
"EPS8L2",99.3881353319974,103.24475948235,99.8918374924485,131.544132193591,139.291166413098,138.15382062638,142.84308397321,132.685742678153,133.807448690071,104.915469482401,101.483743695075,108.090543273367
"EPSTI1",12.2326440413686,11.5299575610824,11.9381310101949,12.6754848192845,12.4766151733657,12.8035326344027,11.8188206180022,11.5011078006395,12.160761633633,13.1235574042964,12.2836974260494,13.4670185061899
"EPT1",100.445277409647,97.1496277319981,95.3913515957481,98.9516730442778,95.2505770324862,98.2485954631643,100.538627564141,107.156941764805,103.381125405921,95.6311730317526,103.705709441083,95.2517708458148
"ERAL1",34.600428001786,34.2512542526721,34.7532258296786,35.2173551881845,36.4721522445297,35.7520131309818,35.7186362244148,35.5436820598291,36.0232039396294,35.2248543009646,32.9661458794658,35.1012360346745
"ERAP1",41.6312618198017,41.5823432746231,42.6172327649657,34.6532327938658,32.0694234360179,32.2733673842381,33.9777984049043,35.0749490381331,34.6361933757933,43.4289024224491,43.0977506961732,41.2387169567539
"ERAP2",6.54421286163751,7.34801994347982,8.00612754255136,28.1485562063129,27.6134894455301,26.3213119240303,25.8399059474334,25.9975339350439,27.4276455158566,6.80264488365085,6.47025245535934,7.53895294365657
"ERBB2",71.2648000599347,71.4484888513475,72.8225991621891,73.416500174911,72.4787591467696,71.8611495895762,74.5728779189118,71.4532045268357,72.3296706000422,73.9386187461192,69.425948592279,74.1330372792896
"ERBB2IP",112.375880857401,110.304953759841,112.407925638851,147.86914352306,136.710715087263,141.76473427224,140.305236067659,147.559441732459,153.225596583776,120.433090751329,119.902302520482,110.635745335541
"ERBB3",21.3274219157469,22.0609907519682,22.6445500907666,26.1683714752348,25.8045132583471,25.5144777394243,26.3223067889845,26.8664049020902,25.0834023093732,21.0064506171107,21.3392559380858,20.8448827117342
"ERC1",149.929594663413,151.701056897648,152.883874587703,184.007514865235,176.2687678864,178.045818999684,181.005185329829,179.398989669617,180.799757300038,150.826023471847,146.398195944588,151.971115535163
"ERCC1",126.47110855939,127.777664777517,126.894752872651,122.690864413365,122.74435481857,124.517000227548,126.011489393003,124.534361105731,124.635597144705,126.681013520004,124.150589229832,128.854881616045
"ERCC2",41.6816019187374,41.5315505100369,40.8170384062855,39.1316738426411,40.4226370062457,38.3576907435617,39.8505043020482,38.3217826518325,39.4907303492195,44.14420199176,40.7360386768304,44.7343425737912
"ERCC3",40.6915799730025,39.58449453423,41.9066297286446,40.6628631986491,40.2364188693298,39.8126376338348,41.2977068267015,40.8140704257285,40.1647002710835,41.4727770696396,39.0031848874901,42.3180115021064
"ERCC4",13.6925069105031,13.7817701244068,14.1741618978187,15.33491896393,14.7644379983326,15.2637155579553,14.5978689443292,15.9026251994926,15.9799245241957,12.8170004460203,13.7091094140551,14.095264584828
"ERCC5",39.0974768400395,38.196158968872,37.6430115107178,36.4722396979956,39.0393022748704,37.6831244580715,36.3583416882108,37.3157215320947,38.6800129069773,36.9620103978626,36.5855743588137,35.3911957632767
"ERCC6",62.1868022185349,61.8825181876008,62.9025807751461,68.6502415780138,62.2899667983708,62.4569019624478,65.8686888213592,69.6468675163973,67.6900225872103,61.3843814071928,64.1994379695914,60.0538815682729
"ERCC6-PGBD3",37.3691334432481,36.1813793069502,37.4724667820008,39.6497454292604,42.4976391033087,40.857554036849,39.493947158293,37.132801328506,40.8777409130556,33.1227494442141,33.9164205381363,33.7158728869086
"ERCC6L",24.1800275221017,24.3466651583502,25.4301139931454,24.0500343210583,22.5057919758367,23.3585109838379,23.0608576211063,23.550976212045,25.0931699894002,22.5684313092794,23.1140336094262,23.1645605405516
