"","fpool2_eGFPorf_unt_1h1","fpool2_eGFPorf_unt_1h2","fpool2_eGFPorf_unt_1h3","fpool_eGFPorf_unt_1h1","fpool_eGFPorf_unt_1h2","fpool_eGFPorf_unt_1h3","fpool_eGFPorf_IL17_1h1","fpool_eGFPorf_IL17_1h2","fpool_eGFPorf_IL17_1h3","fpool2_eGFPorf_IL17_1h1","fpool2_eGFPorf_IL17_1h2","fpool2_eGFPorf_IL17_1h3"
"ABCC2",3.07074603507606,3.03063495364721,3.05085570260537,2.07228634647702,1.92868784662903,2.12951317576325,2.08690798844937,1.90922962495705,2.00237440553797,2.8174044260614,2.9206971126784,3.31842800511379
"ABCC3",31.0934011092675,30.3740732225871,31.6360471770166,21.2179096475397,21.4682909273052,20.197308194972,22.7147874521675,20.1326549074812,20.912602937838,31.1520261410105,30.8000786427905,31.8311346509944
"ABCC4",30.657120251825,31.3391357497261,30.8970200192426,27.239052754248,26.0306352817449,25.7393331679211,25.4728618288619,26.2947792658755,25.9917965518855,31.6921503055923,32.2115160034628,31.7505902819383
"ABCC5",30.3047395592753,29.476734381563,30.9538682621483,30.4165584855127,28.9968241769055,29.0195770659912,29.6781387302096,29.8274256976823,28.6486055192335,30.1593655142117,28.1029755674463,29.720872181723
"ABCC9",131.958179343378,126.473983819802,128.657048402728,137.185356136779,137.655107067337,131.183302342981,131.108159153739,142.380513468354,129.626881638509,123.17750542542,134.533737338541,119.38286381504
"ABCD1",2.11428415529827,2.30260532791073,2.30235383768045,1.63480367333187,1.64936064125517,2.07660601611696,1.64645504616357,1.68057937047118,1.78748544494365,2.23348641029738,1.8586254353408,2.22302458595001
"ABCD3",36.3119913655989,33.9972904297407,35.1985370657731,42.0789255354084,37.0973131327474,39.3496999869297,39.0010593419256,40.6425827348641,41.6298522751357,33.692069509584,36.5715997314803,33.2164977987604
"ABCD4",9.96733958926329,10.1077601526669,10.1379366515147,8.76116616482786,10.5346260312427,9.25875293810111,9.59558195694055,9.47755304843949,9.5137203463121,10.6273078869052,9.23722866737046,10.9218164440153
"ABCE1",129.759995023187,121.631740262578,123.322788276744,144.668612387946,139.942929892304,147.954871950856,144.835609188313,146.450487998202,152.991172263128,125.688352893206,135.791453798546,122.040827993894
"ABCF1",97.391311407549,100.231055450232,100.886681743298,97.5125853036688,95.8358340342219,97.2962665895311,107.365648169571,100.103081413916,101.720619801329,102.696581022497,99.1639555577319,100.841550058312
"ABCF2",93.6493640533307,93.2893776234419,94.6144256093703,97.3859455824952,94.4524993028466,94.8360836659785,97.0045170510384,97.9652015344728,101.896438041815,92.1130669867744,92.2325404003707,91.8366895978336
"ABCF3",30.2208393943825,31.5592377296,30.2053663972234,31.2109349183289,30.2737485443288,30.3819364268832,30.2863832695566,29.5187478541264,30.3188788038529,33.2979248489433,30.4646875867891,31.4445216795248
"ABCG1",3.2553263978402,3.40311522727982,3.66671166741701,6.12475742403209,6.33141665514082,5.71397324179954,5.93562774604192,6.16212435839431,6.20247681715419,3.37212654103722,3.43775832401382,3.49562561703734
"ABCG2",7.31609437865117,7.06019427749098,6.6607191271167,6.03265580863311,6.05208944976696,6.56048779614021,5.14910463481728,5.88774405301126,5.56757761539825,7.86829526242019,6.83359276602746,6.76572700071744
