"","fpool_eGFPorf_IL17_1h1","fpool_eGFPorf_IL17_1h2","fpool_eGFPorf_IL17_1h3","fpool2_eGFPorf_IL17_1h1","fpool2_eGFPorf_IL17_1h2","fpool2_eGFPorf_IL17_1h3","fpool_TNFAIP3orf_IL17_1h1","fpool_TNFAIP3orf_IL17_1h2","fpool_TNFAIP3orf_IL17_1h3","fpool2_TNFAIP3orf_IL17_1h1","fpool2_TNFAIP3orf_IL17_1h2","fpool2_TNFAIP3orf_IL17_1h3"
"EEF1E1",15.1222176851457,15.9026251994926,15.491540522845,13.7074754200604,15.2323437933946,13.8053048562258,15.6564087037114,15.5283318334134,16.2350569235163,14.9609273022848,14.0024393414151,13.9464058571311
"EEF1G",958.404628464259,938.780782355378,973.007445891047,845.863637635762,813.770498877937,839.642829662845,921.979347109498,926.322980359289,925.091647342413,805.254217637168,814.988824679737,802.377387761525
"EEF2",2462.1319473776,2392.31045012208,2434.09609505198,2411.08507479201,2337.95515287606,2410.596312608,2096.44096903628,2115.99502192831,2084.46742998309,2267.69096295561,2297.30110986475,2269.50430861922
"EEF2K",48.4498236514376,50.4745436777567,49.0239860555857,58.800544187437,60.0210243969079,60.2471880540076,51.9185650058798,50.9678709255781,53.2749304981214,59.6362575255022,62.7136279383841,61.0464933495528
"EEF2KMT",15.038321886615,14.519291159853,15.4329344426829,15.2110643106528,15.0366990107271,15.2712123730479,16.5307919084498,16.236218929602,18.2644390389558,16.0958100421808,15.065687631175,16.0303515599208
"EEFSEC",15.929714746003,15.5024872541423,15.9603891641417,17.9700769351378,17.1049438560687,18.2674629019371,17.603148668978,17.9682831011273,18.2790389102899,17.9262660742711,18.8321095389688,17.5605214815496
"EEPD1",2.14982983734734,1.95495967585422,2.18796032605124,1.94152740241537,1.87260006267419,2.04582697402646,1.61678403895018,1.67181846121134,1.82498391676217,2.13553203743869,1.83815806026298,1.89449609344518
"EFCAB11",5.91465379640926,6.34504456198301,6.66155777842387,6.11654121512812,6.70782112002696,6.68518263166128,5.84021989579963,6.67221241726688,6.58454197167792,7.02895116322678,6.55970131309535,7.15536601447372
"EFCAB13",1.41574160020434,1.58911926867683,1.16235392321472,1.15323808113394,1.2018179506715,0.773225942939135,1.633281835266,1.21997563385692,1.56218623274842,1.15928882032386,1.06324828975996,1.3990124997749
"EFCAB14",104.135659926142,104.698951529082,106.887722535619,94.7261001073184,97.0398122030567,93.8664076980488,109.759838889138,103.351516043533,108.915040152367,92.7553086661228,92.8810455156413,91.5187343602749
"EFCAB2",1.7303508446942,1.49765916688248,1.45538432402516,1.29921758507495,1.48131049733929,1.51423413825581,1.71577081684509,1.47601990269109,1.63518558941891,1.76944083102063,1.44169259628469,1.58846210911942
"EFCAB7",1.92960336620444,2.04641977764857,2.20749568610527,2.16049665832688,2.01234633600809,1.94917373115907,2.19420691000382,2.03329272309487,2.68637632547392,2.28196852000592,2.21660236678771,2.15681093715298
"EFEMP1",63.3832757898893,63.759123463386,65.8439310621046,68.2892119436023,66.4214037156003,67.979447483399,43.5046888848125,41.6900315372341,42.3396268688824,61.002998029463,62.4793528914879,59.1228511623623
"EFEMP2",4.71913866734781,4.57300508971748,4.40522369218353,5.18227238990569,4.62560164735192,5.09040412434931,5.44427278421999,5.43717535583148,5.0661553529318,3.92937894888719,4.16288737177205,4.34276796805126
"EFHC1",7.24649959808298,7.16818547813216,7.0815680195855,7.86829526242019,8.25900475403319,8.10276352704969,6.84658547106454,6.16012387959854,6.81813991302348,7.78553965649077,7.60492844540175,7.25737734258231
"EFHD2",86.3812115620976,81.6167083387328,82.6150376684884,134.476319030454,128.985810287185,131.641716785388,84.0892678217252,92.462103904292,86.2706397131815,111.706630118364,114.308201727923,114.908474590887
"EFNA1",23.0084227470247,25.6431260405908,21.0981888583513,39.356074262495,35.4955534268093,37.984724446885,12.9507701079173,13.4197319724262,12.3660910199805,15.0951607446381,16.0388301336672,16.7298578098082
"EFNA3",5.32738320669486,5.88774405301126,5.21594113442573,3.32833268985492,3.25608816867975,2.99625052888915,6.25266480369508,5.88901818318589,7.09553746837133,3.13618133498139,2.63108898821956,2.82717109329512
"EFNA4",4.58280799473554,4.64160016606325,4.34661761202144,4.13121996153045,3.92687028068245,4.09165394805293,5.01533008000872,5.42211392825299,5.44575200761833,4.72257656279299,4.68550093792525,4.48849843677781
"EFNA5",20.4076529925752,21.2187436162891,19.8283904548394,19.6488412304593,21.1156619007515,20.3132898759635,19.5003952452971,18.0435902390197,18.2790389102899,21.5139598971681,22.5264468169483,20.1982429655002
"EFNB1",288.045737280094,276.369562597076,276.513253884753,340.876739652642,322.674145127964,342.780725829206,259.427847066241,268.650683717357,259.979908846272,306.052248565499,314.57732450932,312.533563230964
"EFNB2",160.40876679056,157.059859806347,153.362344104154,153.658025848302,153.301661847283,151.036800854111,169.366376978189,162.618233564854,160.437986090396,147.583568347334,151.539913026975,149.825494897769
"EFNB3",3.76482395906192,3.73843166084404,3.91683969083281,5.4888293481818,4.80727180268599,6.08915430064569,5.03182787632454,4.06658544618975,4.29236217222463,3.95378502931506,3.73037959288664,3.81813828063567
"EFR3A",69.9166611004619,71.6246922177001,71.2259227569896,72.9021642681381,74.2611696496318,69.8964034669356,77.1601933690815,72.2647295215496,75.2039372419357,74.3287179430804,74.4994649130115,73.4773023319277
"EFR3B",3.26144916787816,3.86418930081127,3.52613248975223,2.08750690635638,2.33376276467605,2.25524233357248,3.15107909632127,3.28339121210876,2.96377388082177,2.48942020364282,2.30670815405551,1.79248476533659
"EFS",12.8884920492677,13.467499989218,12.2291353938221,14.2913934358244,13.5693631407212,14.4818775562976,14.2211004242353,14.3686019098704,14.5998713340974,13.1182682299805,13.6239950348903,13.8006753884045
"EFTUD1",38.0991795077214,36.8126909722257,37.7032449042759,29.9403962583002,31.6525309101272,31.3639773104687,37.384006451644,36.2377947538242,37.5070694572962,31.5204528725951,31.5730678586348,30.603398432576
"EFTUD2",119.058625089777,117.263283013081,120.601545293548,115.280014262212,113.250379909788,116.982641617167,119.246071770734,118.322575056543,118.901352144889,119.516575855283,120.579564521761,119.469838262028
"EGFEM1P",1.69888992024521,1.48622665415818,1.12328320310666,2.40866181502659,1.98439708134131,2.51298431455219,1.35281929789709,2.18390699887968,1.37238790540515,1.76944083102063,2.14451773697348,2.14223789028032
"EGFL7",5.53712270302143,5.68195882397397,5.8020019360466,6.49608792537474,5.91126736202376,5.9441744363446,5.04832567264036,5.63297391435172,5.27055355160916,6.40659611231607,6.27136279383841,6.01866835840661
"EGFR",445.937630114736,432.846364254484,435.316195763954,515.803979225148,496.77005244733,513.309263994907,447.007791177093,432.323217212705,439.383127799661,476.382283871609,467.594972447486,465.346532737627
"EGFR-AS1",8.38957985306278,9.52328309933666,8.43927554334051,7.57633625453818,7.74194354269778,8.054436905616,10.2451315121231,10.3923850291516,10.0593113491931,9.04245279852612,10.3261232208891,9.66193007657042
"EGLN1",32.3208563839244,33.748777562115,33.1026676115521,35.7941743663345,34.9784922154739,33.957505994077,30.0094914984732,30.4542065636877,30.732729158275,32.289244406073,34.0239452723187,33.8677609320508
"EGLN2",47.7157354142946,47.216277551333,47.4904602913444,61.6471445142866,58.2462467255674,61.9869464256207,49.3614065769279,51.9016794354439,50.3549562313019,60.7223281045424,60.4429620992357,60.7550324120997
"EGLN3",1.74083781951053,1.4519291159853,1.74841472483559,1.41600118822775,1.29964034200522,1.44979864301088,3.21707028158454,2.83154838475434,2.67177645413982,1.78164387123457,1.67596764318096,1.60303515599208
"EGR1",284.543087691441,278.530307501968,285.88045903066,312.527519987298,278.793815301121,251.298431455219,262.430445995719,234.235321700529,204.792395203384,337.841168322801,383.562315241542,291.519229640595
"EGR3",7.09968195065438,6.71088496916041,5.60664833550631,6.71505718128625,6.48422708269273,5.55756146487504,3.10158570737381,2.50019697802777,3.43096976351289,6.47981435359969,4.95581829972863,6.39756757709565
"EHBP1",71.7938295925847,73.4996243044843,72.896196041609,58.4209974771903,60.6918065089106,58.4429941871497,76.1538277938166,72.5057123628053,75.7295326099632,62.4551598149213,60.839427563214,59.8806495997404
"EHBP1L1",54.7629824908673,53.9957575968392,52.9115227063374,58.8735339394075,54.8643869108872,60.343841296875,51.7535870427216,52.8656108004667,52.5449369314165,46.0664768076061,47.8822153541054,49.4317749920466
"EHD1",172.668040350848,156.6139918101,159.105739960039,218.677296903626,200.591800743473,213.796973222671,113.455345263881,110.083974171114,111.805814676518,162.459074368122,161.127168792268,162.518618723851
"EHD2",235.443071601391,224.934687850479,226.82506558733,251.201530381682,239.357416966295,253.988613381695,217.605933405642,221.282493983036,213.742116331186,235.457660927883,232.274698418918,227.237519885313
"EHD3",18.3417189537585,17.1373365737163,17.4646118883019,16.5248798461218,14.2541198800573,15.4484099849715,18.1145803547683,17.9080373908134,18.2060395536194,12.6911618224928,12.8130429494802,12.343370701139
"EHD4",83.7699548328319,81.9596837204616,85.7406952771331,100.886435173629,98.4372749363956,99.6333845224699,82.835435301723,81.6781217581,81.7738793422795,96.5138450520149,97.6386310833808,97.7997175623893
"EHF",133.006301595494,144.175417966068,144.669108880111,109.71819516206,120.000124911816,113.035967533415,108.093561461241,103.321393188377,104.783276564817,102.493334756843,103.297274523798,100.728899983793
"EHHADH",6.54387228538897,6.66515491826323,6.62248705831581,7.09460389153286,6.90346590269441,6.83016249596236,6.91257665632781,6.83788812063016,6.1757455743232,6.52862651445543,7.83920349229802,6.31012929585972
"EHMT1",80.4665577656884,78.8729052849023,79.1865819790064,81.456563199081,81.444128098994,83.5889462064828,80.7402151696141,78.952003366395,78.9853039174669,81.7969785540088,81.7800125242492,83.2995359240974
"EHMT1-IT1",1.08015840608183,1.36046901419095,0.93769728259339,1.34301143625725,1.31361496933861,0.998750176296383,1.38581489052873,1.18985277869996,1.22638919206418,1.36674050396076,1.58586185591316,1.12212460919445
"EHMT2",38.6969370722521,37.5672368120291,37.6544065041408,42.6552110515618,43.1396745781734,41.5286766853561,36.839579173222,37.9999817805064,37.0398735746051,41.7466005718729,43.3949471481693,42.567869915026
"EI24",141.374907498924,142.300485879284,144.551896719787,139.133065206172,132.563314884533,136.232745821589,144.405211152356,146.080786083683,146.232311282319,141.372220878441,147.647343017006,146.021929664006
"EID1",50.2430963450297,54.2244078513251,54.2887655901465,50.8300632722581,51.342780822873,46.4418831977818,46.6392701848179,44.4613342116746,47.9897770751781,49.5809523892194,52.0991661982381,52.4483956946862
"EID2",11.0322975067776,11.7869206187468,11.2132966710126,11.5761746625217,11.7806108420473,12.6454659418171,11.3339860689671,11.4918692423807,11.8696953946212,12.3738827769305,13.4978469327154,12.765989060446
"EID3",5.30640925706221,5.53333615855816,5.72386049583048,5.88297400882252,6.2606330453585,5.78308569823228,4.38841382000763,4.75941111479985,4.10256384488137,6.41879915253001,7.98337275192649,6.28098320211441
"EIF1",354.648514338596,365.920434766469,361.833938920724,340.059254430572,340.519744232702,343.086794431619,342.213788979016,335.372807890026,330.789284816645,341.636313829335,332.832757009775,329.817196821933
"EIF1AD",24.8436433398822,23.5738412374936,23.2177754242134,27.9258791039143,26.2722993867723,27.9650049362987,28.0627515332067,27.1858767791574,28.4697491014899,28.8357840255293,30.1854387347108,28.534025776659
"EIF1AX",102.059238912509,107.031184124838,109.915703343994,93.8794189844606,100.379748135737,91.2245523930068,107.38415621966,103.18584034017,102.578695993368,95.9891143228157,95.6022402911287,95.2640074065473
"EIF1AY",10.0150609495937,10.0148811464813,11.3598118714178,8.49600712936651,9.32107643137079,8.47326762470803,9.86568219685926,10.061033622425,11.095902213914,9.32312272344663,9.40704419075762,9.67650312344308
"EIF1B",12.3956042329003,13.6847177309796,13.1668326764155,13.2549389578433,13.5693631407212,12.6776836894396,12.8517833300223,13.1034419932781,13.7822785393879,13.5453746374683,13.2996142007263,13.1740343728803
"EIF2A",67.1900476482165,69.9441128472289,71.4310440375569,65.4280136663586,68.2241306416075,67.3995280261946,71.4849514364401,70.9845081773788,68.2835982295735,67.5560306243463,65.3447169266037,65.5495648332033
"EIF2AK1",78.3167279283411,78.3813072377577,79.7726427806272,79.6026234990302,79.5156295269862,78.8529373059806,77.8695986106617,75.2017078993533,76.0361299079792,80.454644130476,77.6351463099307,78.4612843623758
"EIF2AK2",138.029562532515,139.167977392827,143.047673995627,116.841994954381,120.014099539149,113.309818388206,173.441332668196,162.934523544002,171.168891520958,135.807634540887,132.311338024028,131.157421853897
"EIF2AK3",24.1829639264535,25.2658531206891,24.4192000675362,24.3055874061774,25.5595933927694,24.6465769311849,21.77709113688,20.152190100007,19.8850247570407,22.9051064815567,20.8685003312209,22.5445035119977
"EIF2AK4",139.738939427577,138.687811858407,144.54212903976,162.241620680033,160.722188961313,162.039161667183,131.76789917444,131.230218491301,129.719856803455,157.83412212704,160.081941659962,154.576308178254
"EIF2B1",34.2609467249451,34.137482994741,33.5715162528488,31.2688097441633,30.0733980214542,30.6874046103969,35.2722885232192,35.9064433470976,36.4558787212412,34.3149490815863,33.032781612373,33.649165228961
"EIF2B2",22.0645950135551,21.5274214598451,23.1298663039703,20.7436875100169,19.9417932047468,20.7965560903005,22.140042655828,20.6793400652538,21.5786098317959,21.8800511035861,22.0038332507951,22.6610878869789
"EIF2B3",17.7754223136768,18.5321031260801,18.900460852273,17.6781179272558,16.3363393527323,17.2364949780182,18.3125539105582,18.6460473421589,19.5200279736882,17.8286417525596,18.8140883815152,18.5223425751448
"EIF2B4",22.5784567795552,23.4252185720778,23.2959168644295,21.9115235415449,23.0301858454259,23.6478267548886,25.5715842895181,24.8513555044929,25.5059752206681,23.7105071356764,23.3914623747191,24.5118648398061
"EIF2B5",42.1995866609058,40.7226103239342,41.854508915757,41.5749627223983,39.073058024157,36.9859742705886,44.8905037753412,41.7201543923911,44.7048060250062,37.8050185827718,40.8179216323104,39.2014960874426
"EIF2B5-AS1",2.91537899893932,2.84669566834913,2.53959680702376,3.51810604497823,3.53558071534754,4.07554507424169,1.84775318737163,2.77130267444042,2.39437889879197,3.49006950118552,3.64027380561885,3.9055765618716
"EIF2D",33.4744236137205,32.9256366459659,34.9878298567659,32.3928519245091,32.0717697301289,31.0095820866216,34.3649097258492,35.9365662022546,34.178298793122,32.7407568939886,31.8974486927988,32.4104562447853
"EIF2S1",119.058625089777,121.253229953859,125.07514274592,103.30969493905,103.314419875749,98.4091101128162,134.655013529708,130.010242857444,135.589005079762,111.425960193444,107.388077265756,111.542100763303
"EIF2S2",154.336808371906,155.116332643217,163.042115010926,138.315579984103,139.089465849226,136.409943433512,136.502766717079,137.751816632783,142.129747437438,132.195534637562,128.508873801327,125.255337870472
"EIF2S3",221.642212743102,225.906451432044,228.456268151842,199.437198284202,208.976577143507,200.329954716481,213.184523993002,209.534580471821,215.683899218621,199.959016945545,191.799178778225,191.635566375416
"EIF3A",473.098894889026,472.16277551333,484.144828219,424.085056899015,423.067867891034,420.989308182737,467.019618108181,458.515039771683,471.780242290023,424.006835273399,432.868202034479,412.592103058615
"EIF3B",304.321522195036,298.068471747786,304.253465161474,324.059900798638,311.173026832584,323.772254731952,308.640773476326,308.804449641587,310.758261346263,327.749254065876,336.70730586229,328.622206978376
"EIF3C",578.933444735413,565.863649801641,583.970518095088,497.060210919123,485.548426698618,506.253577265588,545.087190274632,543.762719865883,544.327002949153,509.049822524314,501.853192766702,498.820821404116
"EIF3CL",2.48541303146985,0.640220712560448,1.50422272416023,0,1.98439708134131,0.64435495244928,2.27669589158291,1.59651132331894,0.890592151379941,1.97689251465753,1.02720597485284,1.74876562471863
"EIF3D",175.310758004563,176.506563950371,181.80582834282,157.468090901162,152.868448399948,153.582002916286,187.480957332958,182.830669375175,186.235958737746,161.128942984803,162.280522869296,156.718546068534
"EIF3E",163.020023519826,168.229424737982,173.053987038615,140.972406955829,146.482043708589,138.874601126631,161.82688406186,153.024104197362,162.744765761184,142.263042814059,136.924754332139,140.280149196179
"EIF3F",139.75991337721,136.012603880922,139.423864705605,142.140242987357,141.800543551903,144.593251329618,117.612789935468,122.524713350939,119.529146612255,137.369623688271,133.446670943602,136.170549978091
"EIF3G",100.265966218917,94.9012881243621,94.7464962620404,99.163877027125,94.5104046557132,97.4425776841423,94.7633420380595,94.1188609379249,93.8333730642439,99.0764834969413,98.1252023346269,97.6539870936628
"EIF3H",121.659394844227,124.019898033138,126.882163550918,100.039754050771,100.072306334402,99.5689490272249,118.503670936522,119.391936414615,118.331957162859,105.165800563695,102.594449383109,102.594249983493
"EIF3I",160.062696621622,159.071982045823,165.87474221876,157.774647859439,157.060836599965,157.81863672864,153.34701675553,156.71415395409,153.999442832059,158.663928861588,158.60420674877,160.230650364844
"EIF3J",76.3242027132386,78.5413624158978,80.1633499817078,66.4060763427633,69.2023545549448,61.1815027350591,76.7807440538177,71.7074567011458,77.2187194860411,71.4854095732335,68.4984194809765,68.0707019421726
"EIF3J-AS1",2.7266134522454,2.76666807927908,2.48099072686168,2.23348641029738,2.23594037334232,2.4163310716848,2.72213639211,2.40982841255689,2.51117786946475,2.26976547979198,2.45087741368398,2.73973281205919
"EIF3K",80.9594455820558,78.0611968814775,80.8763906236799,78.9749116320839,77.3635369176443,76.9520901962552,81.8785631154055,84.0126430327645,82.6352717509912,84.3718200391492,82.6990915543807,82.8623445179177
"EIF3L",172.741449174563,176.34650877223,180.672777459687,157.249121645251,161.896057657317,162.602972250576,164.895474176603,167.980101782793,165.372742601321,159.152050470145,155.738842713654,152.52150856921
"EIF3M",103.716180933489,108.76892605893,113.00229023253,91.5583448717986,95.9078673890521,89.9680602357307,126.63708452022,122.705450481881,125.792491414583,103.835669180376,99.4047045138296,103.075160530291
"EIF4A1",688.721584087556,682.143736720433,701.622224020477,600.194730453444,590.316207817039,594.54631462495,701.106850033324,711.21567168343,700.764624294007,617.315195302349,616.684008060777,608.133245995903
"EIF4A2",95.0224788107523,95.5300763241982,97.6279618700097,76.1575072060225,79.1522892163181,73.0376338601259,93.361029351215,92.2211210630363,91.1031971247677,79.31976139058,79.8517486767184,74.8034495973394
"EIF4A3",69.1406249640536,69.6240024909487,69.0086593908573,62.0266912245332,60.6079587449103,60.4404945397424,73.6956561427597,73.499766582985,73.451952681844,67.7634823079832,65.3807592415108,67.7792410047195
"EIF4B",472.197015054822,472.917321353134,487.827243589184,396.33435319983,397.312629715597,394.699626122806,420.82578842389,406.673606046553,424.243061226202,366.213236820201,362.910068799764,365.754330409901
"EIF4E",59.796730402705,61.8727588638776,63.3629403352429,52.275260361274,59.0428004835706,54.2707958700406,67.4594891353805,64.5834014565246,68.0792000308961,59.1847450375866,62.2090355296845,58.4087718656022
"EIF4E2",49.6033908812337,47.6735780603048,49.0435214156397,46.0711314437813,44.5930358208459,43.0590196974231,48.3055476127156,49.95875527782,50.1797577752927,46.6156136172332,44.5663223826506,46.2111316331898
"EIF4E3",3.40826681530675,3.71556663539546,3.44799104953611,3.37212654103722,3.47968220601398,3.47951674322611,3.79449315263818,3.50931262578597,3.51856899151747,3.66091206418061,3.55016801835106,4.05130703059816
"EIF4EBP1",49.2468337374785,47.9822559038607,49.2974810963421,65.8075603766052,66.9943634362693,69.4614638740323,36.6746012100638,37.6234460910444,34.6746944184813,56.5244822709487,54.1535781479438,54.5760605380939
"EIF4EBP2",110.91024565749,110.849643374752,112.894845752233,96.6238336585515,100.337824253737,99.6333845224699,130.398582080227,125.19058603233,127.267078419327,108.826712627876,110.64990676485,107.767681623286
"EIF4EBP3",1.27941092759207,0.834573428873441,1.03537408286353,1.03645447798114,1.21579257800489,1.11151229297501,0.692907445264363,0.481965682511377,0.94899163671633,0.866415855189412,1.02720597485284,0.961821093595246
"EIF4ENIF1",18.5724323997177,16.8972538065061,18.4511475710303,17.707313828044,18.083167769406,17.7680878137889,20.3912762463512,20.12206724485,21.739208416471,19.25639745759,20.417971394882,18.8720957000885
"EIF4G1",957.586644428586,917.584903764538,933.926958102962,934.371010875193,893.523697069591,945.913070195542,902.990383549991,877.34321787407,887.730576598458,961.953457024312,978.062278476989,959.358248673767
"EIF4G2",835.623127314686,837.717369872622,866.012278875131,777.034301527577,779.965875358468,763.463965409529,901.307608325778,869.842626939987,884.13900825027,843.144657501437,827.099042488528,818.189143618356
"EIF4G3",111.371672549408,111.078293629238,109.788723503643,98.6821446641196,98.0040614890605,102.339675322757,117.909750269152,109.556824205867,112.054012489197,103.84787222059,102.612470540563,102.011328108587
"EIF4H",358.560155945087,361.541782393064,365.916829172016,359.109579694873,357.191474641436,353.122622816016,366.89449226748,360.766374787344,361.91621050094,377.440033817021,387.707181455861,374.614742908476
"EIF5",201.087742103099,197.005059265029,204.466846005494,185.554547459412,189.328251112761,177.133176428307,196.818710047711,191.716911646479,204.982193530727,185.80349029738,183.365277089959,186.578719110605
"EIF5A",607.804086404766,605.408711314973,612.873083295023,588.195215229493,596.660688626398,605.419804447532,573.562386715734,577.620809062307,565.219418828246,600.658045410327,584.245924644372,590.456140139372
"EIF5A2",10.5498966652264,11.3410526224994,10.4221145888244,9.97040011917067,10.3272495993748,10.8734898225816,13.1487436637071,12.8022134417085,12.3806908913146,12.6301466214231,11.515519612824,11.7167296856148
"EIF5B",190.443462664525,187.104503245791,199.084854310609,155.876914308206,163.545063682657,157.802527854829,192.232322671913,189.984847474954,191.696310616699,165.485428341178,161.884057405317,162.18343864578
"EIF6",111.214367927163,109.683527076874,109.319874862346,124.710290216801,121.774902583156,123.603388753583,111.129155983351,115.114490982327,111.893413904522,124.99574091134,125.391213561861,122.180424980342
"ELAC1",4.48842522138859,4.32148980978302,5.00105217383141,3.88305480483074,3.95481953534923,3.78558534563952,4.38841382000763,4.00633973587582,4.89095689692263,4.25886103466345,4.73956441028593,4.79453242110357
